queue,league,club,club_tm_id,player,player_tm_id,dob,fm_id,fifa_id,native_club_id,target_club_id,identity_method,profile_present,current_employer_explicit,profile_current_employer_tm_id,profile_current_employer,profile_joined,profile_contract_until,loan_owner_tm_id,loan_owner,owner_contract_until,profile_source_url,profile_source_sha256,profile_source_status,event_count,event_ids,event_types,event_dates,event_old_clubs,event_new_clubs,event_source_urls,event_source_sha256s,event_source_statuses,event_evidence_status,source_fields_status,missing_fields,escalation,queue_source_url,queue_source_sha256,source_hash_validation,snapshot_date
TYPED_CONDITION,CZE1,FC Zbrojovka Brünn,5225,Lukas Penxa,951217,2004-06-06,296498,0,786437,786447,DOB_NAME,YES,YES,5225,FC Zbrojovka Brünn,2026-07-01,,,,,https://www.transfermarkt.de/lukas-penxa/profil/spieler/951217,626c76debe6b99702a7f9c28d2ce40a6f3d859c7a4545145fbdaa49f94e897a8,CONFIRMED,1,6377291,PERMANENT,,AC Sparta Prag B,FC Zbrojovka Brünn,https://www.transfermarkt.de/chance-liga/transfers/wettbewerb/TS1/saison_id/2026,4eb600e7a8e262f0b3e2e95a268a14ae8f515e096d539a31c9981af247ff5f63,CONFIRMED,AVAILABLE,MISSING_FIELDS,profile_contract_until | loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83:CACHED_BYTES_MATCH | 626c76debe6b99702a7f9c28d2ce40a6f3d859c7a4545145fbdaa49f94e897a8:CACHED_BYTES_MATCH | 4eb600e7a8e262f0b3e2e95a268a14ae8f515e096d539a31c9981af247ff5f63:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,CZE1,FK Pardubice,1496,Ales Mandous,240536,1992-04-21,11317,263286,786434,790538,DOB_NAME,YES,YES,1496,FK Pardubice,2026-01-16,2028-06-30,,,,https://www.transfermarkt.de/ales-mandous/profil/spieler/240536,ed20207d928a06467da493040037d035177a66bab035d5fb7d1c73b966a5c5c2,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/fk-pardubice/kader/verein/1496/saison_id/2026/plus/1,ff994ed3554101d4e2a5377d206e013ac142ca4f73f68a0c406e2cc0d305e0ef,ff994ed3554101d4e2a5377d206e013ac142ca4f73f68a0c406e2cc0d305e0ef:CACHED_BYTES_MATCH | ed20207d928a06467da493040037d035177a66bab035d5fb7d1c73b966a5c5c2:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,CZE1,FK Teplice,814,Oskars Vientiess,576603,2002-10-08,128672,0,1839110,786443,DOB_NAME,YES,YES,814,FK Teplice,2026-07-02,,,,,https://www.transfermarkt.de/oskars-vientiess/profil/spieler/576603,be981329bd1a281813878354c6c53126cf8edfee901644ebb87d421b7b033dd3,CONFIRMED,1,6360753,PERMANENT,,MFK Chrudim,FK Teplice,https://www.transfermarkt.de/chance-liga/transfers/wettbewerb/TS1/saison_id/2026,4eb600e7a8e262f0b3e2e95a268a14ae8f515e096d539a31c9981af247ff5f63,CONFIRMED,AVAILABLE,MISSING_FIELDS,profile_contract_until | loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/fk-teplice/kader/verein/814/saison_id/2026/plus/1,d56a4f10e63ee591f34d8043653f8dec1ff43e812697defcdc04274a50cee948,d56a4f10e63ee591f34d8043653f8dec1ff43e812697defcdc04274a50cee948:CACHED_BYTES_MATCH | be981329bd1a281813878354c6c53126cf8edfee901644ebb87d421b7b033dd3:CACHED_BYTES_MATCH | 4eb600e7a8e262f0b3e2e95a268a14ae8f515e096d539a31c9981af247ff5f63:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,CZE1,SK Artis Brünn,24325,Emmanuel Fully,1174744,2006-03-20,295816,0,786441,790564,DOB_NAME,YES,YES,24325,SK Artis Brünn,2026-07-26,2027-06-30,6541,SK Slavia Prag B,2029-06-30,https://www.transfermarkt.de/emmanuel-fully/profil/spieler/1174744,4222509c2acc73a339f098d03233538835a379f4ba75e55abeff0837dfe2b5a8,CONFIRMED,2,6114287 | 6458851,LOAN_RETURN | LOAN,2026-06-30,FK Teplice | SK Slavia Prag B,SK Slavia Prag B | SK Artis Brünn,https://www.transfermarkt.de/chance-liga/transfers/wettbewerb/TS1/saison_id/2026,4eb600e7a8e262f0b3e2e95a268a14ae8f515e096d539a31c9981af247ff5f63,CONFIRMED,AVAILABLE,SUFFICIENT_OWNER_AND_CHRONOLOGY,,,https://www.transfermarkt.de/sk-artis-brunn/kader/verein/24325/saison_id/2026/plus/1,587a867b1b6398028de49094330bc2934f1e7245d3ee79f2003e9ffe6410ac9f,587a867b1b6398028de49094330bc2934f1e7245d3ee79f2003e9ffe6410ac9f:CACHED_BYTES_MATCH | 4222509c2acc73a339f098d03233538835a379f4ba75e55abeff0837dfe2b5a8:CACHED_BYTES_MATCH | 4eb600e7a8e262f0b3e2e95a268a14ae8f515e096d539a31c9981af247ff5f63:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,CZE1,SK Artis Brünn,24325,Vladimir Perisic,760492,2004-08-26,177426,0,2822150,790564,DOB_NAME,YES,YES,24325,SK Artis Brünn,2026-09-08,2028-06-30,,,,https://www.transfermarkt.de/vladimir-perisic/profil/spieler/760492,a1d698698520b8561ac8e656f5e451c785be29eb6ae5a08a979a5b2d4ba2e153,CONFIRMED,1,6577635,PERMANENT,,SK Slavia Prag B,SK Artis Brünn,https://www.transfermarkt.de/chance-liga/transfers/wettbewerb/TS1/saison_id/2026,4eb600e7a8e262f0b3e2e95a268a14ae8f515e096d539a31c9981af247ff5f63,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/sk-artis-brunn/kader/verein/24325/saison_id/2026/plus/1,587a867b1b6398028de49094330bc2934f1e7245d3ee79f2003e9ffe6410ac9f,587a867b1b6398028de49094330bc2934f1e7245d3ee79f2003e9ffe6410ac9f:CACHED_BYTES_MATCH | a1d698698520b8561ac8e656f5e451c785be29eb6ae5a08a979a5b2d4ba2e153:CACHED_BYTES_MATCH | 4eb600e7a8e262f0b3e2e95a268a14ae8f515e096d539a31c9981af247ff5f63:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,CZE1,SK Slavia Prag,62,David Jurásek,500054,2000-08-07,199892,267594,3145824,786441,DOB_NAME,YES,YES,62,SK Slavia Prag,2026-01-16,2029-06-30,,,,https://www.transfermarkt.de/david-jurasek/profil/spieler/500054,abc054d845ddcbd2d2735c773da363c61359c7dce6e9f0d8d22855a4551d6a33,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72:CACHED_BYTES_MATCH | abc054d845ddcbd2d2735c773da363c61359c7dce6e9f0d8d22855a4551d6a33:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,CZE1,SK Slavia Prag,62,Hamidou Kante,1379813,2004-12-18,11915,0,790564,786441,DOB_NAME,YES,YES,62,SK Slavia Prag,2026-01-16,2030-06-30,,,,https://www.transfermarkt.de/hamidou-kante/profil/spieler/1379813,81fc5ae181f40c2d184d8637fd288a99c3b3e8a25ff8a640207db0faa2b271ce,CONFIRMED,2,6149907,LOAN_RETURN,2026-06-30,FC Banik Ostrau,SK Slavia Prag,https://www.transfermarkt.de/chance-liga/transfers/wettbewerb/TS1/saison_id/2026,4eb600e7a8e262f0b3e2e95a268a14ae8f515e096d539a31c9981af247ff5f63,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72:CACHED_BYTES_MATCH | 81fc5ae181f40c2d184d8637fd288a99c3b3e8a25ff8a640207db0faa2b271ce:CACHED_BYTES_MATCH | 4eb600e7a8e262f0b3e2e95a268a14ae8f515e096d539a31c9981af247ff5f63:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ENG1,AFC Bournemouth,989,Ben Winterburn,854721,2004-09-04,265834,75839,917573,917553,DOB_NAME,YES,YES,989,AFC Bournemouth,2025-01-01,2027-06-30,,,,https://www.transfermarkt.de/ben-winterburn/profil/spieler/854721,1c0813223850ba7cb02d7cc0acf493caa11bbebc946d196abeae8d51d8a7eb2d,CONFIRMED,1,5909618,LOAN_RETURN,2026-06-30,FC Barnet,AFC Bournemouth,https://www.transfermarkt.de/premier-league/transfers/wettbewerb/GB1/saison_id/2026,dea85796083e3a3c441b9d8a4a6bb63799d6b5db6581c82fc0743e65e1042ee3,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359:CACHED_BYTES_MATCH | 1c0813223850ba7cb02d7cc0acf493caa11bbebc946d196abeae8d51d8a7eb2d:CACHED_BYTES_MATCH | dea85796083e3a3c441b9d8a4a6bb63799d6b5db6581c82fc0743e65e1042ee3:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ENG1,Aston Villa,405,Tammy Abraham,331726,1997-10-02,199880,231352,3145824,917506,DOB_NAME,YES,YES,405,Aston Villa,2026-01-27,2030-06-30,,,,https://www.transfermarkt.de/tammy-abraham/profil/spieler/331726,691c21ed3a6a5093b16a62d2fc509bb81ca4246efaa9812bc259a9f099d6aa9d,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d:CACHED_BYTES_MATCH | 691c21ed3a6a5093b16a62d2fc509bb81ca4246efaa9812bc259a9f099d6aa9d:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ENG1,Brighton & Hove Albion,1237,Ibrahim Osman,1110406,2004-11-29,291270,274516,1179654,917529,DOB_NAME,YES,YES,1237,Brighton & Hove Albion,2024-07-01,2029-06-30,,,,https://www.transfermarkt.de/ibrahim-osman/profil/spieler/1110406,626c8bae5a1a104307ed59f4f70e503927309e09b9e7cfb7357d2b9433de6470,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/brighton-hove-albion/kader/verein/1237/saison_id/2026/plus/1,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc:CACHED_BYTES_MATCH | 626c8bae5a1a104307ed59f4f70e503927309e09b9e7cfb7357d2b9433de6470:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ENG1,Brighton & Hove Albion,1237,Malick Yalcouyé,1178758,2005-11-18,24272,70841,917565,917529,DOB_NAME,YES,YES,1237,Brighton & Hove Albion,2024-07-12,2029-06-30,,,,https://www.transfermarkt.de/malick-yalcouye/profil/spieler/1178758,cb2ba0eeb85806ed01672f7e8ff87ecd43abfaa06136be5260d485360fd7cf50,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/brighton-hove-albion/kader/verein/1237/saison_id/2026/plus/1,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc:CACHED_BYTES_MATCH | cb2ba0eeb85806ed01672f7e8ff87ecd43abfaa06136be5260d485360fd7cf50:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ENG1,Brighton & Hove Albion,1237,Matt O'Riley,406634,2000-11-21,283967,240734,1179662,917529,DOB_NAME,YES,YES,1237,Brighton & Hove Albion,2024-08-26,2029-06-30,,,,https://www.transfermarkt.de/matt-oriley/profil/spieler/406634,1ec93903fd85e49c4bb2d1052dc526471f6c279ea9509128ade59375c50ccbe3,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/brighton-hove-albion/kader/verein/1237/saison_id/2026/plus/1,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc:CACHED_BYTES_MATCH | 1ec93903fd85e49c4bb2d1052dc526471f6c279ea9509128ade59375c50ccbe3:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ENG1,Chelsea,631,Aarón Anselmino,1145504,2005-04-29,277407,278455,1376262,917513,DOB_NAME,YES,YES,631,FC Chelsea,2024-08-08,2031-06-30,,,,https://www.transfermarkt.de/aaron-anselmino/profil/spieler/1145504,32b39ef9cfa0fa7827f28387aa61d2d4d3fffe04781753719f8bddac46c3250a,CONFIRMED,2,6162941,LOAN_RETURN,2026-06-30,Racing Straßburg,FC Chelsea,https://www.transfermarkt.de/premier-league/transfers/wettbewerb/GB1/saison_id/2026 | https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026,dea85796083e3a3c441b9d8a4a6bb63799d6b5db6581c82fc0743e65e1042ee3 | d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/fc-chelsea/kader/verein/631/saison_id/2026/plus/1,654f4cd4c0ce8c73da8a919c8a23c05e00fc473650df3999c3441d42c128ae64,654f4cd4c0ce8c73da8a919c8a23c05e00fc473650df3999c3441d42c128ae64:CACHED_BYTES_MATCH | 32b39ef9cfa0fa7827f28387aa61d2d4d3fffe04781753719f8bddac46c3250a:CACHED_BYTES_MATCH | dea85796083e3a3c441b9d8a4a6bb63799d6b5db6581c82fc0743e65e1042ee3:CACHED_BYTES_MATCH | d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b:CACHED_BYTES_MATCH,2026-09-12
