league,club,club_tm_id,player_tm_id,player,dob,fm_id,fifa_id,native_club_id,target_club_id,current_club_tm_id,current_club_name,current_profile_source,current_profile_sha256,transfer_event_id,event_date,transfer_type,old_club_tm_id,old_club_name,old_native_club_id,new_club_tm_id,new_club_name,new_native_club_id,transaction_owner_external_club_id,transaction_owner_native_club_id,loan_end,joined,contract_until,status,timeline_basis,attempts,escalation,event_source,event_source_sha256,roster_source,roster_source_sha256,history_event_ids,provenance
ENG1,AFC Bournemouth,989,52570,Fraser Forster,1988-03-17,1000013240,172203,0,917553,989,AFC Bournemouth,https://www.transfermarkt.de/fraser-forster/profil/spieler/52570,016fa6ad546f5992bd91ed2886f48a53b01e240f60eb4c259e35d358936d4672,,,,,,,,,,,,,2026-01-02,2027-06-30,REVIEW_REQUIRED,NO_CURRENT_DESTINATION_EVENT_NO_DEPARTURE_INFERRED,transfer-event-capture;current-profile-crosscheck,Sol,,,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,,"Queue https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1 sha256=147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359; transfer event none from  sha256=; profile https://www.transfermarkt.de/fraser-forster/profil/spieler/52570 sha256=016fa6ad546f5992bd91ed2886f48a53b01e240f60eb4c259e35d358936d4672; effective date used only when explicit, otherwise current profile/joined and event endpoints; NO_CURRENT_DESTINATION_EVENT; no departure inferred from roster absence."
ENG1,AFC Bournemouth,989,998101,Alex Tóth,2005-10-23,107259,70903,1507348,917553,989,AFC Bournemouth,https://www.transfermarkt.de/alex-toth/profil/spieler/998101,6505ea66cdca8d3a29c23e9f35dfa00d3ceab34ca3c6d5f98a49bb073c38ab91,,,,,,,,,,,,,2026-01-20,2031-06-30,REVIEW_REQUIRED,NO_CURRENT_DESTINATION_EVENT_NO_DEPARTURE_INFERRED,transfer-event-capture;current-profile-crosscheck,Sol,,,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,,"Queue https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1 sha256=147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359; transfer event none from  sha256=; profile https://www.transfermarkt.de/alex-toth/profil/spieler/998101 sha256=6505ea66cdca8d3a29c23e9f35dfa00d3ceab34ca3c6d5f98a49bb073c38ab91; effective date used only when explicit, otherwise current profile/joined and event endpoints; NO_CURRENT_DESTINATION_EVENT; no departure inferred from roster absence."
ENG1,Coventry City,990,1049020,Stephen Mfuni,2008-02-12,262642,0,917518,917530,990,Coventry City,https://www.transfermarkt.de/stephen-mfuni/profil/spieler/1049020,30613997d56d2c3611bb9c81ed31548685330b3bcd57020b3c9deb4265b1c22e,6546945,,LOAN,9265,Manchester City U21,,990,Coventry City,917530,9265,,,2026-08-30,2027-06-30,REVIEW_REQUIRED,TWO_ATTEMPTS_EXHAUSTED_LOAN_OWNER_END,transfer-event-capture;current-profile-crosscheck,Sol,https://www.transfermarkt.de/premier-league/transfers/wettbewerb/GB1/saison_id/2026,dea85796083e3a3c441b9d8a4a6bb63799d6b5db6581c82fc0743e65e1042ee3,https://www.transfermarkt.de/coventry-city/kader/verein/990/saison_id/2026/plus/1,f8b6df3a235487785b5388c90b2e9ed50f43a330cba1ff3e2ab5138484452aae,6546945,"Queue https://www.transfermarkt.de/coventry-city/kader/verein/990/saison_id/2026/plus/1 sha256=f8b6df3a235487785b5388c90b2e9ed50f43a330cba1ff3e2ab5138484452aae; transfer event 6546945 from https://www.transfermarkt.de/premier-league/transfers/wettbewerb/GB1/saison_id/2026 sha256=dea85796083e3a3c441b9d8a4a6bb63799d6b5db6581c82fc0743e65e1042ee3; profile https://www.transfermarkt.de/stephen-mfuni/profil/spieler/1049020 sha256=30613997d56d2c3611bb9c81ed31548685330b3bcd57020b3c9deb4265b1c22e; effective date used only when explicit, otherwise current profile/joined and event endpoints; LOAN_OWNER_OR_RETURN_DATE_UNRESOLVED; no departure inferred from roster absence."
ESP1,FC Valencia,1049,251876,Pablo Maffeo,1997-07-12,282407,221342,2949130,2949139,1049,FC Valencia,https://www.transfermarkt.de/pablo-maffeo/profil/spieler/251876,7b0e322c5836b799e4f93fad4ce68279cbbe18eb925b10640ffcee77b90e17c2,6522079,,LOAN,683,Olympiakos Piräus,,1049,FC Valencia,2949139,683,,2029-06-30,2026-08-20,2027-06-30,REVIEW_REQUIRED,TWO_ATTEMPTS_EXHAUSTED_LOAN_OWNER_END,transfer-event-capture;current-profile-crosscheck,Sol,https://www.transfermarkt.de/laliga/transfers/wettbewerb/ES1/saison_id/2026,6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047,https://www.transfermarkt.de/fc-valencia/kader/verein/1049/saison_id/2026/plus/1,5de2e980893b594e24db008458062bfc00ba2b8df17a120bf432b038f984588c,6522079,"Queue https://www.transfermarkt.de/fc-valencia/kader/verein/1049/saison_id/2026/plus/1 sha256=5de2e980893b594e24db008458062bfc00ba2b8df17a120bf432b038f984588c; transfer event 6522079 from https://www.transfermarkt.de/laliga/transfers/wettbewerb/ES1/saison_id/2026 sha256=6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047; profile https://www.transfermarkt.de/pablo-maffeo/profil/spieler/251876 sha256=7b0e322c5836b799e4f93fad4ce68279cbbe18eb925b10640ffcee77b90e17c2; effective date used only when explicit, otherwise current profile/joined and event endpoints; LOAN_OWNER_OR_RETURN_DATE_UNRESOLVED; no departure inferred from roster absence."
ESP1,Real Betis Sevilla,150,261503,Álvaro Fidalgo,1997-04-09,255346,246608,5439489,2949133,150,Real Betis Sevilla,https://www.transfermarkt.de/alvaro-fidalgo/profil/spieler/261503,9a889c4f33e6ae84de0b1772596984d4c94baae072c3fbc1616469d50081a223,,,,,,,,,,,,,2026-02-01,2030-06-30,REVIEW_REQUIRED,NO_CURRENT_DESTINATION_EVENT_NO_DEPARTURE_INFERRED,transfer-event-capture;current-profile-crosscheck,Sol,,,https://www.transfermarkt.de/real-betis-sevilla/kader/verein/150/saison_id/2026/plus/1,2aaeb64f077be646ab6ba33019bafa8f7b5b68e0e5fcd67c1dde6bed8f42133c,,"Queue https://www.transfermarkt.de/real-betis-sevilla/kader/verein/150/saison_id/2026/plus/1 sha256=2aaeb64f077be646ab6ba33019bafa8f7b5b68e0e5fcd67c1dde6bed8f42133c; transfer event none from  sha256=; profile https://www.transfermarkt.de/alvaro-fidalgo/profil/spieler/261503 sha256=9a889c4f33e6ae84de0b1772596984d4c94baae072c3fbc1616469d50081a223; effective date used only when explicit, otherwise current profile/joined and event endpoints; NO_CURRENT_DESTINATION_EVENT; no departure inferred from roster absence."
ESP1,FC Elche,1531,912392,Lucas Cepeda,2002-10-31,227312,71013,3604486,2949148,1531,FC Elche,https://www.transfermarkt.de/lucas-cepeda/profil/spieler/912392,825f6e5e6769795e4a7f9039964c4b915aa31b9038b3fa6bb127684498deda3f,,,,,,,,,,,,,2026-01-26,2030-06-30,REVIEW_REQUIRED,NO_CURRENT_DESTINATION_EVENT_NO_DEPARTURE_INFERRED,transfer-event-capture;current-profile-crosscheck,Sol,,,https://www.transfermarkt.de/fc-elche/kader/verein/1531/saison_id/2026/plus/1,7770f10307d7f825180585a8f034dec01f148c375c8cddde531c5778db711b3f,,"Queue https://www.transfermarkt.de/fc-elche/kader/verein/1531/saison_id/2026/plus/1 sha256=7770f10307d7f825180585a8f034dec01f148c375c8cddde531c5778db711b3f; transfer event none from  sha256=; profile https://www.transfermarkt.de/lucas-cepeda/profil/spieler/912392 sha256=825f6e5e6769795e4a7f9039964c4b915aa31b9038b3fa6bb127684498deda3f; effective date used only when explicit, otherwise current profile/joined and event endpoints; NO_CURRENT_DESTINATION_EVENT; no departure inferred from roster absence."
ESP1,UD Levante,3368,846254,Petar Ratkov,2003-08-18,264991,275978,262150,2949128,3368,UD Levante,https://www.transfermarkt.de/petar-ratkov/profil/spieler/846254,341480a23240e5da4b0ce3b6b8eaab59f6d6a61591b6cd3db43897291211c57d,6558263,,LOAN,398,Lazio Rom,1769487,3368,UD Levante,2949128,398,1769487,2030-06-30,2026-09-01,2027-06-30,CONFIRMED,CURRENT_UNDATED_LOAN_EVENT_PROFILE_OWNER_END,transfer-event-capture;current-profile-crosscheck,,https://www.transfermarkt.de/serie-a/transfers/wettbewerb/IT1/saison_id/2026,64d949311be0dad09b95e57c83f70b538dd5848993bcd3dae3a084b20792d8c0,https://www.transfermarkt.de/ud-levante/kader/verein/3368/saison_id/2026/plus/1,53cacbbeea38cb2a390a7eeec2d36d336b94cb75602793ff1a9bacce28891775,6558263,"Queue https://www.transfermarkt.de/ud-levante/kader/verein/3368/saison_id/2026/plus/1 sha256=53cacbbeea38cb2a390a7eeec2d36d336b94cb75602793ff1a9bacce28891775; transfer event 6558263 from https://www.transfermarkt.de/serie-a/transfers/wettbewerb/IT1/saison_id/2026 sha256=64d949311be0dad09b95e57c83f70b538dd5848993bcd3dae3a084b20792d8c0; profile https://www.transfermarkt.de/petar-ratkov/profil/spieler/846254 sha256=341480a23240e5da4b0ce3b6b8eaab59f6d6a61591b6cd3db43897291211c57d; effective date used only when explicit, otherwise current profile/joined and event endpoints; CURRENT_LOAN_EVENT_OWNER_AND_RETURN_DATE_AGREE; no departure inferred from roster absence."
ESP1,Racing Santander,630,1088712,Simon Eriksson,2006-04-24,188090,74624,3014663,2949137,630,Racing Santander,https://www.transfermarkt.de/simon-eriksson/profil/spieler/1088712,4afed690bdd8d4113583147edb42e7b0f1dc1066870f9a72b7acc2908c4eb0e8,,,,,,,,,,,,,2026-01-19,2030-06-30,REVIEW_REQUIRED,NO_CURRENT_DESTINATION_EVENT_NO_DEPARTURE_INFERRED,transfer-event-capture;current-profile-crosscheck,Sol,,,https://www.transfermarkt.de/racing-santander/kader/verein/630/saison_id/2026/plus/1,18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f,,"Queue https://www.transfermarkt.de/racing-santander/kader/verein/630/saison_id/2026/plus/1 sha256=18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f; transfer event none from  sha256=; profile https://www.transfermarkt.de/simon-eriksson/profil/spieler/1088712 sha256=4afed690bdd8d4113583147edb42e7b0f1dc1066870f9a72b7acc2908c4eb0e8; effective date used only when explicit, otherwise current profile/joined and event endpoints; NO_CURRENT_DESTINATION_EVENT; no departure inferred from roster absence."
ESP1,Racing Santander,630,1153105,Yassir Zabiri,2005-02-23,287701,74698,2490398,2949137,630,Racing Santander,https://www.transfermarkt.de/yassir-zabiri/profil/spieler/1153105,b135a89b487777b77222230140200935358ccee9a68f8b589563f0eea6bfbb19,6468640,,LOAN,273,FC Stade Rennes,1179656,630,Racing Santander,2949137,273,1179656,2029-06-30,2026-07-29,2027-06-30,CONFIRMED,CURRENT_UNDATED_LOAN_EVENT_PROFILE_OWNER_END,transfer-event-capture;current-profile-crosscheck,,https://www.transfermarkt.de/laliga/transfers/wettbewerb/ES1/saison_id/2026,6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047,https://www.transfermarkt.de/racing-santander/kader/verein/630/saison_id/2026/plus/1,18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f,6468640,"Queue https://www.transfermarkt.de/racing-santander/kader/verein/630/saison_id/2026/plus/1 sha256=18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f; transfer event 6468640 from https://www.transfermarkt.de/laliga/transfers/wettbewerb/ES1/saison_id/2026 sha256=6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047; profile https://www.transfermarkt.de/yassir-zabiri/profil/spieler/1153105 sha256=b135a89b487777b77222230140200935358ccee9a68f8b589563f0eea6bfbb19; effective date used only when explicit, otherwise current profile/joined and event endpoints; CURRENT_LOAN_EVENT_OWNER_AND_RETURN_DATE_AGREE; no departure inferred from roster absence."
ESP1,Racing Santander,630,502682,Giorgi Guliashvili,2001-09-05,243646,0,528390,2949137,630,Racing Santander,https://www.transfermarkt.de/giorgi-guliashvili/profil/spieler/502682,f387c3f4010f47b2252191990ab089fde6255bd6628e1bb8b42c0bed0c5575b8,,,,,,,,,,,,,2026-01-09,2029-06-30,REVIEW_REQUIRED,NO_CURRENT_DESTINATION_EVENT_NO_DEPARTURE_INFERRED,transfer-event-capture;current-profile-crosscheck,Sol,,,https://www.transfermarkt.de/racing-santander/kader/verein/630/saison_id/2026/plus/1,18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f,,"Queue https://www.transfermarkt.de/racing-santander/kader/verein/630/saison_id/2026/plus/1 sha256=18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f; transfer event none from  sha256=; profile https://www.transfermarkt.de/giorgi-guliashvili/profil/spieler/502682 sha256=f387c3f4010f47b2252191990ab089fde6255bd6628e1bb8b42c0bed0c5575b8; effective date used only when explicit, otherwise current profile/joined and event endpoints; NO_CURRENT_DESTINATION_EVENT; no departure inferred from roster absence."
ESP1,Deportivo A Coruña,897,466807,Adrià Altimira,2001-03-28,280929,269228,2949140,2949127,897,Deportivo A Coruña,https://www.transfermarkt.de/adria-altimira/profil/spieler/466807,ec799711e40790dc79a61025907dd68727b6c4487cd8ea063359871836bfefe7,,,,,,,,,,,,,2026-01-02,2029-06-30,REVIEW_REQUIRED,NO_CURRENT_DESTINATION_EVENT_NO_DEPARTURE_INFERRED,transfer-event-capture;current-profile-crosscheck,Sol,,,https://www.transfermarkt.de/deportivo-a-coruna/kader/verein/897/saison_id/2026/plus/1,7550b0f31442bf21d6149b2642a4ee1c6a58307c97068ea0c26d45e205ddb6c5,,"Queue https://www.transfermarkt.de/deportivo-a-coruna/kader/verein/897/saison_id/2026/plus/1 sha256=7550b0f31442bf21d6149b2642a4ee1c6a58307c97068ea0c26d45e205ddb6c5; transfer event none from  sha256=; profile https://www.transfermarkt.de/adria-altimira/profil/spieler/466807 sha256=ec799711e40790dc79a61025907dd68727b6c4487cd8ea063359871836bfefe7; effective date used only when explicit, otherwise current profile/joined and event endpoints; NO_CURRENT_DESTINATION_EVENT; no departure inferred from roster absence."
ESP1,Deportivo A Coruña,897,596899,Riki Rodríguez,1997-09-25,290701,251599,2949123,2949127,897,Deportivo A Coruña,https://www.transfermarkt.de/riki-rodriguez/profil/spieler/596899,890fd1f65a79864318ed66d888617f5377bc27c2fc18edad34e8ae0ae1d27990,,,,,,,,,,,,,2026-02-02,2029-06-30,REVIEW_REQUIRED,NO_CURRENT_DESTINATION_EVENT_NO_DEPARTURE_INFERRED,transfer-event-capture;current-profile-crosscheck,Sol,,,https://www.transfermarkt.de/deportivo-a-coruna/kader/verein/897/saison_id/2026/plus/1,7550b0f31442bf21d6149b2642a4ee1c6a58307c97068ea0c26d45e205ddb6c5,,"Queue https://www.transfermarkt.de/deportivo-a-coruna/kader/verein/897/saison_id/2026/plus/1 sha256=7550b0f31442bf21d6149b2642a4ee1c6a58307c97068ea0c26d45e205ddb6c5; transfer event none from  sha256=; profile https://www.transfermarkt.de/riki-rodriguez/profil/spieler/596899 sha256=890fd1f65a79864318ed66d888617f5377bc27c2fc18edad34e8ae0ae1d27990; effective date used only when explicit, otherwise current profile/joined and event endpoints; NO_CURRENT_DESTINATION_EVENT; no departure inferred from roster absence."
FRA1,Olympique Lyon,1041,802515,Noah Nartey,2005-10-05,286284,71170,851977,1179661,1041,Olympique Lyon,https://www.transfermarkt.de/noah-nartey/profil/spieler/802515,f46911e531cf41c42b800d787a3540c8c440d62a66ef248a01d448a1250b533c,,,,,,,,,,,,,2026-01-19,2030-06-30,REVIEW_REQUIRED,NO_CURRENT_DESTINATION_EVENT_NO_DEPARTURE_INFERRED,transfer-event-capture;current-profile-crosscheck,Sol,,,https://www.transfermarkt.de/olympique-lyon/kader/verein/1041/saison_id/2026/plus/1,d1e8c52088c164c738d95700ab10125d62a6b25b7393bf2f71320770c00926fe,,"Queue https://www.transfermarkt.de/olympique-lyon/kader/verein/1041/saison_id/2026/plus/1 sha256=d1e8c52088c164c738d95700ab10125d62a6b25b7393bf2f71320770c00926fe; transfer event none from  sha256=; profile https://www.transfermarkt.de/noah-nartey/profil/spieler/802515 sha256=f46911e531cf41c42b800d787a3540c8c440d62a66ef248a01d448a1250b533c; effective date used only when explicit, otherwise current profile/joined and event endpoints; NO_CURRENT_DESTINATION_EVENT; no departure inferred from roster absence."
FRA1,ESTAC Troyes,1095,575319,Kandet Diawara,2000-02-10,276321,264079,1376373,1179683,1095,ESTAC Troyes,https://www.transfermarkt.de/kandet-diawara/profil/spieler/575319,bffd669b871e468bff5661933512a68d85ca8dba434b2f5e18e864d3519e5af0,,,,,,,,,,,,,2026-02-02,2027-06-30,REVIEW_REQUIRED,NO_CURRENT_DESTINATION_EVENT_NO_DEPARTURE_INFERRED,transfer-event-capture;current-profile-crosscheck,Sol,,,https://www.transfermarkt.de/estac-troyes/kader/verein/1095/saison_id/2026/plus/1,3de2a4a4e2246fa33a1e94b81459db264308feb0d186d61173bb4ee72e627faa,,"Queue https://www.transfermarkt.de/estac-troyes/kader/verein/1095/saison_id/2026/plus/1 sha256=3de2a4a4e2246fa33a1e94b81459db264308feb0d186d61173bb4ee72e627faa; transfer event none from  sha256=; profile https://www.transfermarkt.de/kandet-diawara/profil/spieler/575319 sha256=bffd669b871e468bff5661933512a68d85ca8dba434b2f5e18e864d3519e5af0; effective date used only when explicit, otherwise current profile/joined and event endpoints; NO_CURRENT_DESTINATION_EVENT; no departure inferred from roster absence."
FRA1,FC Lorient,1158,666971,Souleymane Faye,2003-02-08,285159,79547,2949245,1179673,1158,FC Lorient,https://www.transfermarkt.de/souleymane-faye/profil/spieler/666971,8c19b46d4878fcd6aeefa84d9624da747c72e7fbd00b003a5b4d15c87866e40c,6479882,,LOAN,336,Sporting Lissabon,2490382,1158,FC Lorient,1179673,336,2490382,2030-06-30,2026-08-02,2027-06-30,CONFIRMED,CURRENT_UNDATED_LOAN_EVENT_PROFILE_OWNER_END,transfer-event-capture;current-profile-crosscheck,,https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026,d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b,https://www.transfermarkt.de/fc-lorient/kader/verein/1158/saison_id/2026/plus/1,8985aded9368fca7ce5d7744ed4210e43a27554002fd29e32ed7f2454f7c3087,6479882,"Queue https://www.transfermarkt.de/fc-lorient/kader/verein/1158/saison_id/2026/plus/1 sha256=8985aded9368fca7ce5d7744ed4210e43a27554002fd29e32ed7f2454f7c3087; transfer event 6479882 from https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026 sha256=d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b; profile https://www.transfermarkt.de/souleymane-faye/profil/spieler/666971 sha256=8c19b46d4878fcd6aeefa84d9624da747c72e7fbd00b003a5b4d15c87866e40c; effective date used only when explicit, otherwise current profile/joined and event endpoints; CURRENT_LOAN_EVENT_OWNER_AND_RETURN_DATE_AGREE; no departure inferred from roster absence."
FRA1,FC Le Mans,1164,1027788,Enzo Vagner,2006-07-28,222801,0,3538985,1179682,1164,FC Le Mans,https://www.transfermarkt.de/enzo-vagner/profil/spieler/1027788,356289d67c9d8be103c00552da57cf9641edb01d4d63cce0077ef6c4c1d0817a,6518899,,LOAN,776,Coritiba FC,,1164,FC Le Mans,1179682,776,,2027-12-31,2026-08-19,2027-06-30,REVIEW_REQUIRED,TWO_ATTEMPTS_EXHAUSTED_LOAN_OWNER_END,transfer-event-capture;current-profile-crosscheck,Sol,https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026,d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b,https://www.transfermarkt.de/fc-le-mans/kader/verein/1164/saison_id/2026/plus/1,3a1590b4702d0adc2e4906566f51e78d043b0e625e92b825b4e3d1a572fd483c,6518899,"Queue https://www.transfermarkt.de/fc-le-mans/kader/verein/1164/saison_id/2026/plus/1 sha256=3a1590b4702d0adc2e4906566f51e78d043b0e625e92b825b4e3d1a572fd483c; transfer event 6518899 from https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026 sha256=d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b; profile https://www.transfermarkt.de/enzo-vagner/profil/spieler/1027788 sha256=356289d67c9d8be103c00552da57cf9641edb01d4d63cce0077ef6c4c1d0817a; effective date used only when explicit, otherwise current profile/joined and event endpoints; LOAN_OWNER_OR_RETURN_DATE_UNRESOLVED; no departure inferred from roster absence."
FRA1,FC Le Mans,1164,1166137,Adil Bourabaa,2005-03-09,71780,0,1179848,1179682,1164,FC Le Mans,https://www.transfermarkt.de/adil-bourabaa/profil/spieler/1166137,dd375337ec367d2fd15737ad48866a996210f5b613dedf6678c81536fb63b905,,,,,,,,,,,,,2026-02-01,2029-06-30,REVIEW_REQUIRED,NO_CURRENT_DESTINATION_EVENT_NO_DEPARTURE_INFERRED,transfer-event-capture;current-profile-crosscheck,Sol,,,https://www.transfermarkt.de/fc-le-mans/kader/verein/1164/saison_id/2026/plus/1,3a1590b4702d0adc2e4906566f51e78d043b0e625e92b825b4e3d1a572fd483c,,"Queue https://www.transfermarkt.de/fc-le-mans/kader/verein/1164/saison_id/2026/plus/1 sha256=3a1590b4702d0adc2e4906566f51e78d043b0e625e92b825b4e3d1a572fd483c; transfer event none from  sha256=; profile https://www.transfermarkt.de/adil-bourabaa/profil/spieler/1166137 sha256=dd375337ec367d2fd15737ad48866a996210f5b613dedf6678c81536fb63b905; effective date used only when explicit, otherwise current profile/joined and event endpoints; NO_CURRENT_DESTINATION_EVENT; no departure inferred from roster absence."
FRA1,Stade Brest 29,3911,1078326,Noah Edjouma,2005-10-04,291091,278207,1179657,1179685,3911,Stade Brest 29,https://www.transfermarkt.de/noah-edjouma/profil/spieler/1078326,ee74ad5025e0a11425d0c6f97c8facacc5d36df8da4d28e0577d3423e26fd766,6557612,,LOAN,1082,LOSC Lille,1179665,3911,Stade Brest 29,1179685,1082,1179665,2030-06-30,2026-09-01,2027-06-30,CONFIRMED,CURRENT_UNDATED_LOAN_EVENT_PROFILE_OWNER_END,transfer-event-capture;current-profile-crosscheck,,https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026,d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b,https://www.transfermarkt.de/stade-brest-29/kader/verein/3911/saison_id/2026/plus/1,52be2d44f637f0ec7c544f95926b9d75ac6bce6bd86bfa9e4cb57ec3bf957bda,6557612,"Queue https://www.transfermarkt.de/stade-brest-29/kader/verein/3911/saison_id/2026/plus/1 sha256=52be2d44f637f0ec7c544f95926b9d75ac6bce6bd86bfa9e4cb57ec3bf957bda; transfer event 6557612 from https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026 sha256=d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b; profile https://www.transfermarkt.de/noah-edjouma/profil/spieler/1078326 sha256=ee74ad5025e0a11425d0c6f97c8facacc5d36df8da4d28e0577d3423e26fd766; effective date used only when explicit, otherwise current profile/joined and event endpoints; CURRENT_LOAN_EVENT_OWNER_AND_RETURN_DATE_AGREE; no departure inferred from roster absence."
FRA1,RC Lens,826,585958,Junior Kadile,2002-12-16,136179,257083,2228262,1179664,826,RC Lens,https://www.transfermarkt.de/junior-kadile/profil/spieler/585958,1526f4cb08a388a4025d7bdc1bf5e9c83703177f3e49e318c9de158ec990fb9d,6552593,,LOAN,61,Servette FC,,826,RC Lens,1179664,61,,2029-06-30,2026-08-31,2027-06-30,REVIEW_REQUIRED,TWO_ATTEMPTS_EXHAUSTED_LOAN_OWNER_END,transfer-event-capture;current-profile-crosscheck,Sol,https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026,d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b,https://www.transfermarkt.de/rc-lens/kader/verein/826/saison_id/2026/plus/1,7fb4fc29a59ca1fd1875a851a1378fb40304c090e369d517a86f6d13f80ab3c8,6552593,"Queue https://www.transfermarkt.de/rc-lens/kader/verein/826/saison_id/2026/plus/1 sha256=7fb4fc29a59ca1fd1875a851a1378fb40304c090e369d517a86f6d13f80ab3c8; transfer event 6552593 from https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026 sha256=d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b; profile https://www.transfermarkt.de/junior-kadile/profil/spieler/585958 sha256=1526f4cb08a388a4025d7bdc1bf5e9c83703177f3e49e318c9de158ec990fb9d; effective date used only when explicit, otherwise current profile/joined and event endpoints; LOAN_OWNER_OR_RETURN_DATE_UNRESOLVED; no departure inferred from roster absence."
FRA1,RC Lens,826,60543,Mathieu Gorgelin,1990-08-05,1000013719,199721,0,1179664,826,RC Lens,https://www.transfermarkt.de/mathieu-gorgelin/profil/spieler/60543,56cf73c6c7bd4bc85f2745cf86b256413636eb1f6aa9c790dd0d6231f33e55d9,,,,,,,,,,,,,2026-01-19,2027-06-30,REVIEW_REQUIRED,NO_CURRENT_DESTINATION_EVENT_NO_DEPARTURE_INFERRED,transfer-event-capture;current-profile-crosscheck,Sol,,,https://www.transfermarkt.de/rc-lens/kader/verein/826/saison_id/2026/plus/1,7fb4fc29a59ca1fd1875a851a1378fb40304c090e369d517a86f6d13f80ab3c8,,"Queue https://www.transfermarkt.de/rc-lens/kader/verein/826/saison_id/2026/plus/1 sha256=7fb4fc29a59ca1fd1875a851a1378fb40304c090e369d517a86f6d13f80ab3c8; transfer event none from  sha256=; profile https://www.transfermarkt.de/mathieu-gorgelin/profil/spieler/60543 sha256=56cf73c6c7bd4bc85f2745cf86b256413636eb1f6aa9c790dd0d6231f33e55d9; effective date used only when explicit, otherwise current profile/joined and event endpoints; NO_CURRENT_DESTINATION_EVENT; no departure inferred from roster absence."
