club_tm_id,club_id,team_type,reason,source,date,author
1020,917520,FIRST,FC Portsmouth resolves to English Portsmouth; source adds FC prefix,https://www.transfermarkt.de/jayden-meghoma/profil/spieler/954104,2026-09-08,Codex
3327,2490379,FIRST,FC Penafiel expands to Futebol Clube de Penafiel in Portugal; FIFA team 100741,https://www.transfermarkt.de/adrian-pica/profil/spieler/895458,2026-09-08,Codex
1112,917588,FIRST,AFC Wrexham resolves to Wrexham in the English league database; unique club identity,https://www.transfermarkt.de/danny-imray/profil/spieler/862109,2026-09-08,Codex
52358,11997197,FIRST,Al-Diriyah FC resolves to Saudi Al-Diriyah Club; same distinctive city and country,https://www.transfermarkt.de/idrissa-gueye/profil/spieler/126665,2026-09-08,Codex
371,2752513,FIRST,Celtic Glasgow resolves to Scottish Celtic; geographic qualifier in German source,https://www.transfermarkt.de/oliver-sorensen/profil/spieler/514888,2026-09-08,Codex
209,3407879,FIRST,CA River Plate is Argentine Club Atletico River Plate FIFA team 1876; excludes Uruguayan and Paraguayan clubs,https://www.transfermarkt.de/lucas-beltran/profil/spieler/628366,2026-09-08,Codex
993,2949145,FIRST,FC Cordoba resolves to Spanish Cordoba C.F.; abbreviation order,https://www.transfermarkt.de/daniel-budesca/profil/spieler/937942,2026-09-08,Codex
1091,1441802,FIRST,PAOK Thessaloniki resolves to Greek AS PAOK Salonika; Salonika is the alternate city name; excludes Kristonis,https://www.transfermarkt.de/baptiste-santamaria/profil/spieler/285323,2026-09-08,Codex
3679,2949122,RESERVE,Official club confirms Atletico Madrileno is the renamed Atletico de Madrid B from 2025-07-01; preserve native reserve team of Atletico Madrid,https://www.atleticodemadrid.com/noticias/nuestro-filial-recupera-su-denominacion-historica-de-atletico-madrileno,2026-09-08,Codex
3205,3145833,FIRST,"Reviewed club alias: Kayserispor = Mondihome Kayserispor; native country 48, FIFA club 101020; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.tff.org/Default.aspx?kulupId=72&pageId=28,2026-09-08,Codex
518,3145757,FIRST,"Reviewed club alias: Sariyer = Sarıyer; native country 48, FIFA club 0; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/furkan-gedik/profil/spieler/849404,2026-09-08,Codex
2378,3145787,FIRST,"Reviewed club alias: Muglaspor = Muğlaspor Kulübü; native country 48, FIFA club 0; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.tff.org/Default.aspx?kulupID=82&pageID=28,2026-09-08,Codex
2441,1441796,FIRST,"Reviewed club alias: AEK Athen = AEK Athens; native country 22, FIFA club 278; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.aekfc.gr/?lang=en,2026-09-08,Codex
44006,3149900,FIRST,"Reviewed club alias: Bodrum FK = Bodrum Futbol Kulübü; native country 48, FIFA club 131388; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/boran-baskan/profil/spieler/1070028,2026-09-08,Codex
74664,3159997,FIRST,"Reviewed club alias: Igdir FK = Iğdır F.K.; native country 48, FIFA club 0; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/arda-ozturk/profil/spieler/1243013,2026-09-08,Codex
589,3145835,FIRST,"Reviewed club alias: Antalyaspor = Bitexen Antalyaspor; native country 48, FIFA club 741; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/francis-nzaba/profil/spieler/946025,2026-09-08,Codex
69,1376297,FIRST,"Reviewed club alias: SSV Ulm 1846 = SSV Ulm 1846 Fussball; native country 21, FIFA club 110176; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/daniel-hulsenbusch/profil/spieler/912431,2026-09-08,Codex
669,3342341,FIRST,"Reviewed club alias: FK Partizan Belgrad = FK Partizan Beograd; native country 51, FIFA club 0; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.partizan.rs/klub,2026-09-08,Codex
438,1376275,RESERVE,"Reviewed club alias: 1.FC Köln II = 1. FC Köln; native country 21, FIFA club 31; same parent club with explicit RESERVE affiliation",https://fc.de/mannschaften/fc-akademie,2026-09-08,Codex
605,1441880,FIRST,"Reviewed club alias: Aris Thessaloniki = AS Aris Salonika; native country 22, FIFA club 0; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/omar-richards/profil/spieler/424881,2026-09-08,Codex
2524,12451844,FIRST,"Reviewed club alias: Al-Jazira Club = Al-Jazira; native country 190, FIFA club 0; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/kristjan-asllani/profil/spieler/543771,2026-09-08,Codex
16795,2949245,FIRST,"Reviewed club alias: FC Granada = Granada C.F.; native country 45, FIFA club 110832; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/gerard-gumbau/profil/spieler/268670,2026-09-08,Codex
265,1441801,FIRST,"Reviewed club alias: Panathinaikos Athen = Panathinaikos AO; native country 22, FIFA club 1884; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/stefan-de-vrij/profil/spieler/111196,2026-09-08,Codex
30974,2437517,FIRST,"Reviewed club alias: Wieczysta Krakau = Wieczysta Kraków; native country 37, FIFA club 0; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/nikola-cavlina/profil/spieler/587505,2026-09-08,Codex
6646,3145778,FIRST,"Reviewed club alias: Fatih Karagümrük = VavaCars Fatih Karagümrük; native country 48, FIFA club 111117; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/davide-biraschi/profil/spieler/199927,2026-09-08,Codex
88,2424852,FIRST,"Reviewed club alias: Widzew Lodz = Widzew Łódź; native country 37, FIFA club 301; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/mario-garcia/profil/spieler/889459,2026-09-08,Codex
142,2949136,FIRST,"Reviewed club alias: Real Saragossa  = Real Zaragoza; native country 45, FIFA club 244; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/marco-sangalli/profil/spieler/197131,2026-09-08,Codex
190,851972,FIRST,"Reviewed club alias: FC Kopenhagen = Football Club København; native country 13, FIFA club 819; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/diant-ramaj/profil/spieler/448705,2026-09-08,Codex
7124,1179865,FIRST,"Reviewed club alias: Quevilly - Rouen Métropole = Quevilly-Rouen; native country 18, FIFA club 112552; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/gabin-capuano/profil/spieler/1179130,2026-09-08,Codex
969,1179684,FIRST,"Reviewed club alias: Montpellier HSC = Montpellier Hérault SC; native country 18, FIFA club 70; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/daryll-benlahlou/profil/spieler/1196628,2026-09-08,Codex
1421,1179686,FIRST,"Reviewed club alias: Stade Reims = Stade de Reims; native country 18, FIFA club 379; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/sambou-soumano/profil/spieler/704270,2026-09-08,Codex
11273,1179856,FIRST,"Reviewed club alias: Rodez AF = Rodez Aveyron Football; native country 18, FIFA club 111659; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/mathis-saka/profil/spieler/986310,2026-09-08,Codex
2974,462979,FIRST,"Reviewed club alias: Francs Borains = Royal Francs Borains; native country 7, FIFA club 0; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/enzo-faty/profil/spieler/1075572,2026-09-08,Codex
829,720903,FIRST,"Reviewed club alias: Omonia Nikosia = Omonoia Nicosia; native country 11, FIFA club 0; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/loic-nego/profil/spieler/122840,2026-09-08,Codex
1199,458772,FIRST,"Reviewed club alias: Royal Excelsior Virton = R Excelsior Virton; native country 7, FIFA club 0; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/brad-hamilton-mantsounga/profil/spieler/1134110,2026-09-08,Codex
7378,2490408,FIRST,"Reviewed club alias: Portimonense SAD = Portimonense Sporting Clube; native country 38, FIFA club 10031; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/yanis-da-rocha/profil/spieler/1073115,2026-09-08,Codex
3349,2490406,FIRST,"Reviewed club alias: CD Feirense = Clube Desportivo Feirense; native country 38, FIFA club 10019; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/luisinho/profil/spieler/1333915,2026-09-08,Codex
3345,2490396,FIRST,"Reviewed club alias: Leixões SC = Leixões Sport Clube; native country 38, FIFA club 10018; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/caio-secco/profil/spieler/175188,2026-09-08,Codex
4294,2490400,FIRST,"Reviewed club alias: SC Farense = Sporting Clube Farense; native country 38, FIFA club 489; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/nelson-oliveira/profil/spieler/72768,2026-09-08,Codex
23568,10682423,FIRST,"Reviewed club alias: Machida Zelvia = FC Machida Zelvia; native country 163, FIFA club 0; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/koki-ogawa/profil/spieler/351567,2026-09-08,Codex
3225,458793,FIRST,"Reviewed club alias: Patro Eisden Maasmechelen = K Patro Eisden Maasmechelen; native country 7, FIFA club 0; unique professional first-team name/abbreviation or localized city spelling in this country",https://www.transfermarkt.de/sami-lahssaini/profil/spieler/535706,2026-09-08,Codex
12497,3149909,FIRST,Kütahyaspor FSK identifies installed Kütahyaspor Futbol; country 48 and UID3149909 reviewed. First-team affiliation. Official TFF club133 confirms Kutahyaspor Futbol Spor Kulubu in Kutahya.,https://www.tff.org/Default.aspx?kulupID=133&pageID=395,2026-09-08,Codex
8568,2949212,FIRST,AD Ceuta FC identifies installed Ceuta; country 45 and UID2949212 reviewed. First-team affiliation.,https://www.transfermarkt.de/omar-sadik/profil/spieler/869458,2026-09-08,Codex
537,3538945,FIRST,Botafogo Rio de Janeiro identifies installed Botafogo; country 54 and UID3538945 reviewed. First-team affiliation. Botafogo in Rio de Janeiro; installed FIFA517; excludes other Brazilian Botafogo clubs,https://www.transfermarkt.de/arthur-chaves/profil/spieler/875332,2026-09-08,Codex
122,262154,FIRST,SK Sturm Graz identifies installed SK Puntigamer Sturm Graz; country 4 and UID262154 reviewed. First-team affiliation.,https://www.transfermarkt.de/luis-balbo/profil/spieler/1012731,2026-09-08,Codex
28107,462931,FIRST,K Lierse SK identifies installed Koninklijke Lierse Sportkring; country 7 and UID462931 reviewed. First-team affiliation. Official 2024 restoration of Koninklijke Lierse Sportkring; excludes distinct K Lyra-Lierse UID471082,https://www.lierse.com/nieuws/welkom-terug-klsk,2026-09-08,Codex
924,3145740,FIRST,Istanbulspor identifies installed İstanbulspor A.Ş.; country 48 and UID3145740 reviewed. First-team affiliation.,https://www.transfermarkt.de/emrecan-uzunhan/profil/spieler/683828,2026-09-08,Codex
2463,3145838,FIRST,Sakaryaspor identifies installed Sakaryaspor A.Ş.; country 48 and UID3145838 reviewed. First-team affiliation.,https://www.transfermarkt.de/goktug-baytekin/profil/spieler/875333,2026-09-08,Codex
1028,917548,FIRST,FC Millwall identifies installed Millwall; country 14 and UID917548 reviewed. First-team affiliation.,https://www.transfermarkt.de/romain-esse/profil/spieler/967319,2026-09-08,Codex
4172,1769520,FIRST,Pisa Sporting Club identifies installed Pisa S.C.; country 27 and UID1769520 reviewed. First-team affiliation.,https://www.transfermarkt.de/emanuele-rao/profil/spieler/936229,2026-09-08,Codex
11483,1769556,FIRST,FC Vado identifies installed Vado F.C. 1913; country 27 and UID1769556 reviewed. First-team affiliation.,https://www.transfermarkt.de/jacopo-simonetta/profil/spieler/866216,2026-09-08,Codex
2448,2949149,FIRST,Sporting Gijón identifies installed Real Sporting de Gijón; country 45 and UID2949149 reviewed. First-team affiliation.,https://www.transfermarkt.de/andres-cuenca/profil/spieler/962111,2026-09-08,Codex
4097,1769513,FIRST,US Catanzaro identifies installed U.S. Catanzaro 1929; country 27 and UID1769513 reviewed. First-team affiliation.,https://www.transfermarkt.de/federico-cassa/profil/spieler/1048147,2026-09-08,Codex
8817,2228227,RESERVE,Ajax Amsterdam II identifies installed AFC Ajax; country 34 and UID2228227 reviewed. Explicit reserve affiliation; FIRST team would be incorrect.,https://www.transfermarkt.de/abdoulaye-camara/profil/spieler/1210116,2026-09-08,Codex
22249,1773893,FIRST,Audace Cerignola identifies installed S.S. Audace Cerignola; country 27 and UID1773893 reviewed. First-team affiliation.,https://www.transfermarkt.de/kevin-miranda/profil/spieler/734898,2026-09-08,Codex
2156,720901,FIRST,AEK Larnaka identifies installed AE Kition Larnakas; country 11 and UID720901 reviewed. First-team affiliation.,https://www.transfermarkt.de/alberto-paleari/profil/spieler/163048,2026-09-08,Codex
7030,1773716,FIRST,Vis Pesaro 1898 identifies installed Vis Pesaro dal 1898; country 27 and UID1773716 reviewed. First-team affiliation.,https://www.transfermarkt.de/francesco-dellaquila/profil/spieler/817333,2026-09-08,Codex
1008,1114115,FIRST,HJK Helsinki identifies installed Helsingin Jalkapalloklubi; country 17 and UID1114115 reviewed. First-team affiliation.,https://www.transfermarkt.de/jasper-samooja/profil/spieler/712911,2026-09-08,Codex
159,3342354,FIRST,Roter Stern Belgrad identifies installed FK Crvena zvezda Beograd; country 51 and UID3342354 reviewed. First-team affiliation.,https://www.transfermarkt.de/mihailo-ristic/profil/spieler/271455,2026-09-08,Codex
12321,2949203,FIRST,FC Girona identifies installed Girona F.C.; country 45 and UID2949203 reviewed. First-team affiliation.,https://www.transfermarkt.de/carles-perez/profil/spieler/282810,2026-09-08,Codex
1176,2949161,FIRST,Racing Ferrol identifies installed Racing Club Ferrol; country 45 and UID2949161 reviewed. First-team affiliation.,https://www.transfermarkt.de/etienne-etoo/profil/spieler/707359,2026-09-08,Codex
2990,2490369,FIRST,Académica Coimbra identifies installed Académica; country 38 and UID2490369 reviewed. First-team affiliation.,https://www.transfermarkt.de/xavi-grande/profil/spieler/947115,2026-09-08,Codex
865,851973,FIRST,FC Midtjylland identifies installed Football Club Midtjylland; country 13 and UID851973 reviewed. First-team affiliation.,https://www.transfermarkt.de/kjell-watjen/profil/spieler/884810,2026-09-08,Codex
324,2424845,FIRST,Pogon Stettin identifies installed Pogoń Szczecin; country 37 and UID2424845 reviewed. First-team affiliation.,https://www.transfermarkt.de/attila-szalai/profil/spieler/263380,2026-09-08,Codex
245,1376270,RESERVE,SC Freiburg II identifies installed Sport-Club Freiburg; country 21 and UID1376270 reviewed. Explicit reserve affiliation; FIRST team would be incorrect.,https://www.transfermarkt.de/nicolas-hofler/profil/spieler/55099,2026-09-08,Codex
5379,1376431,RESERVE,FC Augsburg II identifies installed FC Augsburg; country 21 and UID1376431 reviewed. Explicit reserve affiliation; FIRST team would be incorrect.,https://www.transfermarkt.de/mahmut-kucuksahin/profil/spieler/730486,2026-09-08,Codex
6070,11997192,FIRST,Al-Khaleej FC identifies installed Al-Khaleej Football Club; country 183 and UID11997192 reviewed. First-team affiliation.,https://www.transfermarkt.de/angelo-fulgini/profil/spieler/250013,2026-09-08,Codex
7789,2503113,FIRST,Amarante FC identifies installed Amarante Futebol Clube; country 38 and UID2503113 reviewed. First-team affiliation.,https://www.transfermarkt.de/rudi-almeida/profil/spieler/1061686,2026-09-08,Codex
3325,2490389,FIRST,GD Chaves identifies installed Grupo Desportivo de Chaves; country 38 and UID2490389 reviewed. First-team affiliation.,https://www.transfermarkt.de/joao-valido/profil/spieler/532900,2026-09-08,Codex
1701,2494490,FIRST,FC Felgueiras 1932 identifies installed Futebol Clube de Felgueiras; country 38 and UID2494490 reviewed. First-team affiliation.,https://www.transfermarkt.de/joao-costa/profil/spieler/856423,2026-09-08,Codex
63993,331829,FIRST,Sabah FK identifies installed Sabah Futbol Klubu; country 5 and UID331829 reviewed. First-team affiliation. Sabah Futbol Klubu in Azerbaijan; explicitly excludes Malaysian Sabah FC UID11341840,https://www.transfermarkt.de/xander-severina/profil/spieler/778540,2026-09-08,Codex
1519,2752515,FIRST,Dundee United FC identifies installed Dundee United; country 42 and UID2752515 reviewed. First-team affiliation.,https://www.transfermarkt.de/zidane-iqbal/profil/spieler/686845,2026-09-08,Codex
84,1507335,FIRST,Debreceni VSC identifies installed Debreceni Vasutas Sport Club; country 23 and UID1507335 reviewed. First-team affiliation. Debreceni VSC expands to Debreceni Vasutas Sport Club; excludes Debreceni EAC UID1519805,https://www.transfermarkt.de/plamen-andreev/profil/spieler/859218,2026-09-08,Codex
41274,458802,FIRST,Beerschot VA identifies installed Beerschot; country 7 and UID458802 reviewed. First-team affiliation.,https://www.transfermarkt.de/mats-rits/profil/spieler/92164,2026-09-08,Codex
30857,458766,RESERVE,RSCA Futures identifies installed Anderlecht; country 7 and UID458766 reviewed. Explicit reserve affiliation; FIRST team would be incorrect.,https://www.transfermarkt.de/thomas-foket/profil/spieler/215114,2026-09-08,Codex
43562,458753,RESERVE,Jong KAA Gent identifies installed KAA Gent; country 7 and UID458753 reviewed. Explicit reserve affiliation; FIRST team would be incorrect.,https://www.transfermarkt.de/abdul-ouedraogo/profil/spieler/1333927,2026-09-08,Codex
20760,3149827,FIRST,Bandirma Spor identifies installed Teksüt Bandırmaspor; country 48 and UID3149827 reviewed. First-team affiliation.,https://www.transfermarkt.de/yalin-dilek/profil/spieler/1053356,2026-09-08,Codex
50814,3149853,FIRST,Güzide Gebze SK identifies installed Güzide Gebze Spor Kulübü; country 48 and UID3149853 reviewed. First-team affiliation.,https://www.transfermarkt.de/berkay-aydogmus/profil/spieler/1009300,2026-09-08,Codex
6630,3145816,FIRST,Sanliurfaspor identifies installed Astor Enerji Şanlıurfaspor; country 48 and UID3145816 reviewed. First-team affiliation. Sanliurfaspor with sponsor Astor Enerji; excludes Sanliurfa Bsb UID3145809,https://www.transfermarkt.de/tahsin-bulbul/profil/spieler/1142144,2026-09-08,Codex
13718,790595,FIRST,1.SK Prostejov identifies installed Prostějov; country 12 and UID790595 reviewed. First-team affiliation.,https://www.transfermarkt.de/adam-binar/profil/spieler/955191,2026-09-08,Codex
88889,790564,RESERVE,SK Artis Brünn B identifies installed SK Artis Brno; country 12 and UID790564 reviewed. Explicit reserve affiliation; FIRST team would be incorrect.,https://www.transfermarkt.de/martin-rolinek/profil/spieler/660226,2026-09-08,Codex
111,1376281,FIRST,Rot-Weiß Erfurt identifies installed FC Rot-Weiß Erfurt; country 21 and UID1376281 reviewed. First-team affiliation.,https://www.transfermarkt.de/dustin-forkel/profil/spieler/924114,2026-09-08,Codex
393,1376288,RESERVE,SpVgg Greuther Fürth II identifies installed SpVgg Greuther Fürth; country 21 and UID1376288 reviewed. Explicit reserve affiliation; FIRST team would be incorrect.,https://www.transfermarkt.de/raul-marita/profil/spieler/1034889,2026-09-08,Codex
139,1376428,FIRST,Kickers Emden identifies installed BSV Kickers Emden; country 21 and UID1376428 reviewed. First-team affiliation.,https://www.transfermarkt.de/luc-ihorst/profil/spieler/447730,2026-09-08,Codex
1006,1376263,RESERVE,Borussia Mönchengladbach II identifies installed Borussia Mönchengladbach; country 21 and UID1376263 reviewed. Explicit reserve affiliation; FIRST team would be incorrect.,https://www.transfermarkt.de/karim-affo/profil/spieler/897401,2026-09-08,Codex
609,3538946,FIRST,EC Cruzeiro Belo Horizonte identifies installed Cruzeiro Esporte Clube SAF; country 54 and UID3538946 reviewed. First-team affiliation.,https://www.transfermarkt.de/luis-sinisterra/profil/spieler/512385,2026-09-08,Codex
511,2752514,FIRST,Dundee FC identifies installed Dundee; country 42 and UID2752514 reviewed. First-team affiliation.,https://www.transfermarkt.de/matai-akinmboni/profil/spieler/994604,2026-09-08,Codex
6643,6225931,FIRST,Real Salt Lake City identifies installed Real Salt Lake; country 95 and UID6225931 reviewed. First-team affiliation.,https://www.transfermarkt.de/luc-de-fougerolles/profil/spieler/921995,2026-09-08,Codex
349,917561,FIRST,FC Barnsley identifies installed Barnsley; country 14 and UID917561 reviewed. First-team affiliation.,https://www.transfermarkt.de/cieran-slicker/profil/spieler/621997,2026-09-08,Codex
8733,2949159,RESERVE,RC Celta Fortuna identifies installed R.C. Celta de Vigo; country 45 and UID2949159 reviewed. Explicit reserve affiliation; FIRST team would be incorrect. Celta Fortuna is the reserve of RC Celta de Vigo; excludes the separate C-Gran Pena club UID2949291,https://www.transfermarkt.de/stefan-bajcetic/profil/spieler/864799,2026-09-08,Codex
4467,262172,FIRST,TSV Hartberg identifies installed TSV Prolactal Hartberg; country 4 and UID262172 reviewed. First-team affiliation.,https://www.transfermarkt.de/armin-pecsi/profil/spieler/933215,2026-09-08,Codex
465,2752532,FIRST,St. Mirren FC identifies installed St Mirren; country 42 and UID2752532 reviewed. First-team affiliation.,https://www.transfermarkt.de/calvin-ramsay/profil/spieler/633652,2026-09-08,Codex
435,1376299,FIRST,"SGV Freiberg renamed SGV Heilbronn-Freiberg in summer 2026; official Eintracht opponent profile and DFB club continuity verify the same club, not VfR Heilbronn",https://nachwuchs.eintracht.de/news/schwere-aufgabe-in-heilbronn-178919/,2026-09-08,Codex
10331,2490380,RESERVE,Official FC Porto article identifies its B team; native parent is Futebol Clube do Porto in Portugal. Article body could not be opened by web tool; official indexed excerpt explicitly identifies the B team.,https://www.fcporto.pt/pt/noticias/20260218-pt-equipa-b-de-regresso-ao-trabalho,2026-09-08,Codex
177,1376279,RESERVE,Official club describes the U21 as its reinstated second team; native German parent is Eintracht Frankfurt.,https://nachwuchs.eintracht.de/news/das-geruest-steht-142286/,2026-09-08,Codex
28,1376264,RESERVE,Official FC Bayern article calls the Amateure its second team; native German parent is FC Bayern München.,https://fcbayern.com/de/news/2025/09/kaderupdate-amateure,2026-09-08,Codex
9250,917513,RESERVE,"Official Chelsea article identifies its Under-21 academy squad, now within Cobham Next Gen; map this source U21 identity to the native Chelsea reserve team, without renaming or altering league structures.",https://www.chelseafc.com/en/news/article/introducing-cobham-next-gen,2026-09-08,Codex
17596,2228241,RESERVE,"Official FC Utrecht teams directory includes Jong FC Utrecht; native Dutch parent is FC Utrecht. Borrower membership must use RESERVE, not the first team.",https://www.fcutrecht.nl/teams/,2026-09-08,Codex
41101,1769482,RESERVE,Official Juventus team page identifies its Next Gen side; native Italian parent is Juventus F.C.,https://www.juventus.com/IT/squadre/next-gen/,2026-09-08,Codex
255,2424837,FIRST,"German Warschau denotes Warsaw/Warszawa; official club page identifies Legia Warszawa S.A. at Lazienkowska 3 in Warsaw and the same Sevcik loan/profile DOB. Unique native Polish Legia Warszawa, not Polonia Warszawa.",https://legia.com/en/articles/michal-sevcik,2026-09-08,Codex
18544,11993094,FIRST,"Official club indexed page identifies the Saudi Al-Nassr based in Riyadh, founded in 1955. Unique native Saudi Al-Nassr Football Club; excludes Al-Nasr in country190 and other Egyptian, Libyan and Omani namesakes. Use native UID11993094, not serialized reference11993091.",https://www.alnassr.sa/aroya,2026-09-08,Codex
