row_id,decision,resolution_status,resolution_basis,resolved_state_json,queue,blocking,reason,league,club,club_tm_id,player,player_tm_id,dob,fm_id,fifa_id,native_club_id,target_club_id,identity_method,source,source_sha256,snapshot_date
FM27-39bbbb02d2296f5c085a464b,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,1.FC Slovacko,5544,Leos Prior,1120141,2005-01-04,11498,0,790532,786461,DOB_NAME,https://www.transfermarkt.de/1-fc-slovacko/kader/verein/5544/saison_id/2026/plus/1,42dab36a10cfd13d442ece1bb7499f652fac54d38b8eba2248452673a53bcacf,2026-09-12
FM27-4c88d6f6a1a0a31c21b585f2,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,1.FC Slovacko,5544,Ousman Ceesay,1281438,2005-07-08,11422,0,786461,786461,DOB_NAME,https://www.transfermarkt.de/1-fc-slovacko/kader/verein/5544/saison_id/2026/plus/1,42dab36a10cfd13d442ece1bb7499f652fac54d38b8eba2248452673a53bcacf,2026-09-12
FM27-f5b5c80eaaeac6c713043776,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,AC Sparta Prag,197,Adam Karabec,652061,2003-07-02,284674,256970,1179661,786442,DOB_NAME,https://www.transfermarkt.de/ac-sparta-prag/kader/verein/197/saison_id/2026/plus/1,6b74c895ae1857517e5325904312eb2643155a1ddb4be2ba7e884a9840dcea35,2026-09-12
FM27-9f6c9d61b7f715e89fb5dd52,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,AC Sparta Prag,197,Hugo Sochurek,1206877,2008-06-07,296018,0,786442,786442,DOB_NAME,https://www.transfermarkt.de/ac-sparta-prag/kader/verein/197/saison_id/2026/plus/1,6b74c895ae1857517e5325904312eb2643155a1ddb4be2ba7e884a9840dcea35,2026-09-12
FM27-c2b3746545bff94b4f9fe2e0,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,AC Sparta Prag,197,Joao Grimaldo,662701,2003-02-20,128450,261971,1847353,786442,DOB_NAME,https://www.transfermarkt.de/ac-sparta-prag/kader/verein/197/saison_id/2026/plus/1,6b74c895ae1857517e5325904312eb2643155a1ddb4be2ba7e884a9840dcea35,2026-09-12
FM27-452ecb364dbdb5f324a3ce22,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,AC Sparta Prag,197,Ki-Jana Hoever,485583,2002-01-18,23756,246763,917547,786442,DOB_NAME,https://www.transfermarkt.de/ac-sparta-prag/kader/verein/197/saison_id/2026/plus/1,6b74c895ae1857517e5325904312eb2643155a1ddb4be2ba7e884a9840dcea35,2026-09-12
FM27-9e2e7b3c09ae2810f35fa7b0,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,AC Sparta Prag,197,Loïc Mbe Soh,463610,2001-06-13,236433,248603,458802,786442,DOB_NAME,https://www.transfermarkt.de/ac-sparta-prag/kader/verein/197/saison_id/2026/plus/1,6b74c895ae1857517e5325904312eb2643155a1ddb4be2ba7e884a9840dcea35,2026-09-12
FM27-fcf7f94596d39bed55049631,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,AC Sparta Prag,197,Matyas Vojta,836196,2004-02-26,11324,0,786434,786442,DOB_NAME,https://www.transfermarkt.de/ac-sparta-prag/kader/verein/197/saison_id/2026/plus/1,6b74c895ae1857517e5325904312eb2643155a1ddb4be2ba7e884a9840dcea35,2026-09-12
FM27-51cbccaaa5e57e69f19403c8,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,AC Sparta Prag,197,Ondrej Penxa,1013797,2007-03-23,296014,0,786442,786442,DOB_NAME,https://www.transfermarkt.de/ac-sparta-prag/kader/verein/197/saison_id/2026/plus/1,6b74c895ae1857517e5325904312eb2643155a1ddb4be2ba7e884a9840dcea35,2026-09-12
FM27-7056894869de2abe15a8b6cb,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,AC Sparta Prag,197,Roman Macek,256085,1997-04-18,11318,237317,786434,786442,DOB_NAME,https://www.transfermarkt.de/ac-sparta-prag/kader/verein/197/saison_id/2026/plus/1,6b74c895ae1857517e5325904312eb2643155a1ddb4be2ba7e884a9840dcea35,2026-09-12
FM27-87c10a520730cafa3c7ca798,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,AC Sparta Prag,197,Viktor Vitályos,1161671,2007-07-18,107480,0,1507331,786442,DOB_NAME,https://www.transfermarkt.de/ac-sparta-prag/kader/verein/197/saison_id/2026/plus/1,6b74c895ae1857517e5325904312eb2643155a1ddb4be2ba7e884a9840dcea35,2026-09-12
FM27-d881f591f44c986b787fa011,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,Bohemians Prag 1905,715,Dominik Plestil,504809,1999-08-09,296787,0,786453,786453,DOB_NAME,https://www.transfermarkt.de/bohemians-prag-1905/kader/verein/715/saison_id/2026/plus/1,ebdb6624691ca6718b5ca6df413da8f706167c604575caed018b5bb2940716cb,2026-09-12
FM27-299553186c842024b6ef31f4,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,Bohemians Prag 1905,715,Matej Suryn,1240796,2004-09-22,12466,0,790599,786453,DOB_NAME,https://www.transfermarkt.de/bohemians-prag-1905/kader/verein/715/saison_id/2026/plus/1,ebdb6624691ca6718b5ca6df413da8f706167c604575caed018b5bb2940716cb,2026-09-12
FM27-91258983ebd1cadba85e107c,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,Bohemians Prag 1905,715,Mathews Banda,1111665,2005-08-06,41584,0,9637891,786453,DOB_NAME,https://www.transfermarkt.de/bohemians-prag-1905/kader/verein/715/saison_id/2026/plus/1,ebdb6624691ca6718b5ca6df413da8f706167c604575caed018b5bb2940716cb,2026-09-12
FM27-f8e64ee669e1e4844c0f4eba,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Banik Ostrau,377,Aboubacar Traore,1071300,2004-08-20,11262,0,790540,786446,DOB_NAME,https://www.transfermarkt.de/fc-banik-ostrau/kader/verein/377/saison_id/2026/plus/1,3717000ca143110b9cff7bc66843b5e54104cdaa75d0e196220c4e77c8b4d611,2026-09-12
FM27-e2dec3b84909926ab17f87dc,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Hradec Kralove,1897,Elione Fernandes Neto,934519,2005-08-23,265015,0,262150,790530,DOB_NAME,https://www.transfermarkt.de/fc-hradec-kralove/kader/verein/1897/saison_id/2026/plus/1,9f165382686e89ef721bef5137a1368d6a21993eeb3b6a2f26d9e63870638938,2026-09-12
FM27-08770b4612b1a0e439ae632c,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Hradec Kralove,1897,Stepan Ponikelsky,1140173,2007-06-25,296758,0,790530,790530,DOB_NAME,https://www.transfermarkt.de/fc-hradec-kralove/kader/verein/1897/saison_id/2026/plus/1,9f165382686e89ef721bef5137a1368d6a21993eeb3b6a2f26d9e63870638938,2026-09-12
FM27-40295355978e2c9a952a2732,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Hradec Kralove,1897,Tomas Wiesner,334807,1997-07-17,1000013460,246183,0,790530,DOB_NAME,https://www.transfermarkt.de/fc-hradec-kralove/kader/verein/1897/saison_id/2026/plus/1,9f165382686e89ef721bef5137a1368d6a21993eeb3b6a2f26d9e63870638938,2026-09-12
FM27-f711e8abcaef24d17470eb41,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Hradec Kralove,1897,Viktor Zentrich,605571,2003-06-13,1000015933,0,0,790530,DOB_NAME,https://www.transfermarkt.de/fc-hradec-kralove/kader/verein/1897/saison_id/2026/plus/1,9f165382686e89ef721bef5137a1368d6a21993eeb3b6a2f26d9e63870638938,2026-09-12
FM27-4d45a5ded489cdcc3f6a0b12,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Viktoria Pilsen,941,Dominik Tapaj,973315,2004-05-10,177626,0,2818052,786450,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-pilsen/kader/verein/941/saison_id/2026/plus/1,996e90d35b62a49d97cf67985e3302e6eb90152f4e1be1f533a26fcd90f8e7ac,2026-09-12
FM27-367ad086476125558cfb9091,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Viktoria Pilsen,941,Vaclav Mika,396225,2000-06-01,177717,263548,2818060,786450,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-pilsen/kader/verein/941/saison_id/2026/plus/1,996e90d35b62a49d97cf67985e3302e6eb90152f4e1be1f533a26fcd90f8e7ac,2026-09-12
FM27-084c912823490b04f59a66b7,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Zbrojovka Brünn,5225,Dominik Svacek,269167,1997-02-24,11841,246032,786447,786447,DOB_NAME,https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,2026-09-12
FM27-82e06ee37d17484d39311bd6,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Zbrojovka Brünn,5225,Eric Hunal,839554,2005-01-21,11479,0,790532,786447,DOB_NAME,https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,2026-09-12
FM27-f6ed0460922494c720b81af8,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Zbrojovka Brünn,5225,Jakub Pokorny,333494,1996-09-11,105171,0,1455254,786447,DOB_NAME,https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,2026-09-12
FM27-d34bf162c94771b633b2f793,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Zbrojovka Brünn,5225,Justin Araujo-Wilson,806684,2002-08-26,12221,0,790563,786447,DOB_NAME,https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,2026-09-12
FM27-410cc8f1f68f5b15abfd5e8a,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Zbrojovka Brünn,5225,Lucky Ezeh,1005946,2004-01-23,11258,0,790540,786447,DOB_NAME,https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,2026-09-12
FM27-17e7cdbfc49f7b2bd55ebb79,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Zbrojovka Brünn,5225,Lukas Saal,955192,2006-02-17,12227,0,790563,786447,DOB_NAME,https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,2026-09-12
FM27-fc5fc2cab457391975e357f2,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Zbrojovka Brünn,5225,Petr Sevcik,147555,1994-05-04,295792,247030,786441,786447,DOB_NAME,https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,2026-09-12
FM27-28fc69f149e5b2c8be31fe24,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Zbrojovka Brünn,5225,Stepan Langer,622257,2000-08-16,297594,0,786439,786447,DOB_NAME,https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,2026-09-12
FM27-30bdd637efd2baaf56d29c17,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Zlin,5545,Stepan Bachurek,719356,2002-08-24,295593,0,786445,786445,DOB_NAME,https://www.transfermarkt.de/fc-zlin/kader/verein/5545/saison_id/2026/plus/1,145632bcb3322adba503e23b5de14e7fcaebb0cc067878f73ac83683b3023bd4,2026-09-12
FM27-8272625af3917fd6a5312a3c,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Zlin,5545,Tomas Fojtu,748201,2003-08-02,295613,0,786445,786445,DOB_NAME,https://www.transfermarkt.de/fc-zlin/kader/verein/5545/saison_id/2026/plus/1,145632bcb3322adba503e23b5de14e7fcaebb0cc067878f73ac83683b3023bd4,2026-09-12
FM27-49b8c246edde6d364ee0a2a8,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FC Zlin,5545,Tomas Hellebrand,1142060,2007-08-31,295604,0,786445,786445,DOB_NAME,https://www.transfermarkt.de/fc-zlin/kader/verein/5545/saison_id/2026/plus/1,145632bcb3322adba503e23b5de14e7fcaebb0cc067878f73ac83683b3023bd4,2026-09-12
FM27-85f6f92b2a32e7299294c72f,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Jablonec,1322,David Nykrin,940793,2004-06-28,296500,0,786437,786437,DOB_NAME,https://www.transfermarkt.de/fk-jablonec/kader/verein/1322/saison_id/2026/plus/1,fa6bc207fa67c20e0cd9ca574d81e19d3d8b6b77840b71993b1620a5a4b28b21,2026-09-12
FM27-706876048f432207de57fb46,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Jablonec,1322,Jan Suchan,270791,1996-01-18,296488,0,786437,786437,DOB_NAME,https://www.transfermarkt.de/fk-jablonec/kader/verein/1322/saison_id/2026/plus/1,fa6bc207fa67c20e0cd9ca574d81e19d3d8b6b77840b71993b1620a5a4b28b21,2026-09-12
FM27-dc7ab24afbeff61030c4a6cc,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Jablonec,1322,Nelson Okeke,853197,2002-03-25,296799,0,786453,786437,DOB_NAME,https://www.transfermarkt.de/fk-jablonec/kader/verein/1322/saison_id/2026/plus/1,fa6bc207fa67c20e0cd9ca574d81e19d3d8b6b77840b71993b1620a5a4b28b21,2026-09-12
FM27-bbf0b8a1f484b774b2518cfb,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Jablonec,1322,Roman Horak,740558,2005-02-25,295998,0,786442,786437,DOB_NAME,https://www.transfermarkt.de/fk-jablonec/kader/verein/1322/saison_id/2026/plus/1,fa6bc207fa67c20e0cd9ca574d81e19d3d8b6b77840b71993b1620a5a4b28b21,2026-09-12
FM27-6d644ec03587a546f31bf704,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Mlada Boleslav,5546,Daniel Langhamer,710409,2003-03-20,11331,0,786434,786434,DOB_NAME,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
FM27-e57057fadcb6df1aa72c6bb4,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Mlada Boleslav,5546,Filip Kolar,839538,2005-06-06,11383,0,786434,786434,DOB_NAME,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
FM27-4bda925bb66312dcbe20c068,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Mlada Boleslav,5546,Filip Lehky,580117,2002-06-20,11335,0,786434,786434,DOB_NAME,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
FM27-b149fccf6ec3349eeb960916,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Mlada Boleslav,5546,Jan Buryan,938901,2005-10-11,11730,0,790549,786434,DOB_NAME,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
FM27-20506b3332fe8f53f0d234a1,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Mlada Boleslav,5546,Jan Zíka,1058742,2006-02-02,11344,0,786434,786434,DOB_NAME,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
FM27-13c22a9a23619ba9be6775e8,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Mlada Boleslav,5546,Marek Obdrzalek,1013790,2007-03-03,11362,0,786434,786434,DOB_NAME,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
FM27-dc8ec6509f029c487057acaa,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Mlada Boleslav,5546,Matej Zachoval,740556,2005-04-09,11341,0,786434,786434,DOB_NAME,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
FM27-89dddd8e876a67a5991da328,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Mlada Boleslav,5546,Vojtech Hora,956140,2004-05-05,11334,0,786434,786434,DOB_NAME,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
FM27-c5757dc161b9dce6da4e1d98,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Mlada Boleslav,5546,Vojtech Vorel,221289,1996-06-18,295989,240283,786442,786434,DOB_NAME,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
FM27-3b942518784a134cc5474aa8,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Pardubice,1496,Abdullahi Tanko,543411,1998-05-12,11556,0,790538,790538,DOB_NAME,https://www.transfermarkt.de/fk-pardubice/kader/verein/1496/saison_id/2026/plus/1,ff994ed3554101d4e2a5377d206e013ac142ca4f73f68a0c406e2cc0d305e0ef,2026-09-12
FM27-9dea4c0b528aa10240f9e47c,,AWAITING_EXTERNAL_RESOLUTION,,,CONTRACT_CHRONOLOGY,YES,Joined/end/shirt fields are incomplete or invalid,CZE1,FK Pardubice,1496,Dominique Simon,988188,2000-07-29,177718,0,2818060,790538,DOB_NAME,https://www.transfermarkt.de/fk-pardubice/kader/verein/1496/saison_id/2026/plus/1,ff994ed3554101d4e2a5377d206e013ac142ca4f73f68a0c406e2cc0d305e0ef,2026-09-12
