league_code,country,level,club_name,club_id,fifa_team_id,source,source_date,status,notes
ITA1,Italy,1,Juventus F.C.,1769482,45,https://en.legaseriea.it/serie-a/news/looking-forward-to-the-2026-27-serie-a-fixture-list,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ITA1,Italy,1,S.S. Lazio,1769487,46,https://en.legaseriea.it/serie-a/news/looking-forward-to-the-2026-27-serie-a-fixture-list,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ITA1,Italy,1,Parma Calcio 1913,1769475,50,https://en.legaseriea.it/serie-a/news/looking-forward-to-the-2026-27-serie-a-fixture-list,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ITA1,Italy,1,S.S.C. Napoli,1769517,48,https://en.legaseriea.it/serie-a/news/looking-forward-to-the-2026-27-serie-a-fixture-list,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ITA1,Italy,1,U.S. Lecce,1769483,347,https://en.legaseriea.it/serie-a/news/looking-forward-to-the-2026-27-serie-a-fixture-list,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ITA1,Italy,1,U.S. Sassuolo Calcio,1769542,111974,https://en.legaseriea.it/serie-a/news/looking-forward-to-the-2026-27-serie-a-fixture-list,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ITA1,Italy,1,Udinese Calcio,1769488,55,https://en.legaseriea.it/serie-a/news/looking-forward-to-the-2026-27-serie-a-fixture-list,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ITA1,Italy,1,Venezia F.C.,1769500,205,https://en.legaseriea.it/serie-a/news/looking-forward-to-the-2026-27-serie-a-fixture-list,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Athletic Club,2949121,448,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Club Atlético de Madrid,2949122,240,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Club Atlético Osasuna,2949132,479,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,R.C. Celta de Vigo,2949159,450,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,R.C. Deportivo de La Coruña,2949127,242,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Deportivo Alavés,2949141,463,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,R.C.D. Espanyol de Barcelona,2949125,452,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,F.C. Barcelona,2949124,241,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Elche C.F.,2949148,468,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Getafe C.F.,2949126,1860,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Málaga C.F.,2949129,573,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Sevilla F.C.,2949138,481,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Valencia C.F.,2949139,461,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Villarreal C.F.,2949140,483,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Real Racing Club de Santander,2949137,456,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Rayo Vallecano de Madrid,2949171,480,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Real Betis Balompié,2949133,449,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Real Madrid C.F.,2949134,243,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Real Sociedad de Fútbol,2949135,457,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
ESP1,Spain,1,Levante U.D.,2949128,1853,https://www.laliga.com/laliga-easports/clubes,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,1. FC Köln,1376275,31,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,1. FC Union Berlin,1376348,1831,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,1. FSV Mainz 05,1376259,169,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,Bayer 04 Leverkusen,1376261,32,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,Borussia Dortmund,1376262,22,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,Borussia Mönchengladbach,1376263,23,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,Eintracht Frankfurt,1376279,1824,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,FC Augsburg,1376431,100409,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,FC Bayern München,1376264,21,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,FC Schalke 04,1376266,34,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,Hamburger SV,1376267,28,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,RasenBallsport Leipzig,1376555,112172,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,Sport-Club Freiburg,1376270,25,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,SC Paderborn 07,1376421,10030,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,SV Elversberg,1376432,580,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,SV Werder Bremen,1376271,38,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,TSG 1899 Hoffenheim,1376433,10029,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
GER1,Germany,1,VfB Stuttgart,1376272,36,https://www.bundesliga.com/de/bundesliga/clubs?firsttab=kader,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,AJ Auxerre,1179654,57,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,AS Monaco,1179655,69,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,Angers SCO,1179782,1530,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,ESTAC Troyes,1179683,294,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,Le Mans FC,1179682,1739,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,FC Lorient,1179673,217,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,Stade Rennais FC,1179656,74,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,Toulouse FC,1179657,1809,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,LOSC Lille,1179665,65,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,Havre AC,1179681,1738,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,OGC Nice,1179666,72,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,Olympique Lyonnais,1179661,66,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,Olympique de Marseille,1179662,219,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,Paris FC,1179855,111817,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,Paris Saint-Germain,1179663,73,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,RC Lens,1179664,64,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,RC Strasbourg Alsace,1179667,76,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
FRA1,France,1,Stade Brestois 29,1179685,378,https://ligue1.com/fr/articles/l1_article_5284-,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
POR1,Portugal,1,Ac. Viseu,2494468,0,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Sport Lisboa e Benfica,2490372,234,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Clube Desportivo Nacional,2490378,1891,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Clube Desportivo Santa Clara,2490388,1438,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,CF Estrela Amadora,2490394,718,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Clube Sport Marítimo,2490376,1893,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Casa Pia Atlético Clube,2494469,114510,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Futebol Clube de Alverca,2490393,717,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Futebol Clube de Arouca,2494470,112513,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Futebol Clube Famalicão,2490398,112809,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Futebol Clube do Porto,2490380,236,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Estoril Praia Futebol,2490386,10020,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Gil Vicente Futebol Clube,2490375,1888,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Moreirense Futebol Clube,2490377,1900,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Rio Ave Futebol Clube,2490381,744,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Sporting Clube de Braga,2490374,1896,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Sporting Clube de Portugal,2490382,237,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
POR1,Portugal,1,Vitória Sport Club,2490397,1887,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,2026-09-12,CONFIRMED,"Official 2026/27 first-matchday media-kit source enumerates all nine fixtures/all 18 clubs; native identity matched to existing identity map."
NED1,Netherlands,1,ADO Den Haag,2228225,650,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,AZ Alkmaar,2228226,1906,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,AFC Ajax,2228227,245,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,Excelsior Rotterdam,2228244,1971,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,FC Groningen,2228233,1915,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,FC Twente,2228240,1908,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,FC Utrecht,2228241,1903,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,Feyenoord Rotterdam,2228232,246,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,Fortuna Sittard,2228247,634,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,Go Ahead Eagles,2228248,100632,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,N.E.C. Nijmegen,2228235,1910,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,PEC Zwolle,2228260,1914,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,PSV,2228236,247,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,SC Cambuur,2228253,647,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,sc Heerenveen,2228234,1913,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,SC Telstar,2228252,100638,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,Sparta Rotterdam,2228256,100646,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
NED1,Netherlands,1,Willem II,2228239,1907,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
BEL1,Belgium,1,KSV Cercle Brugge,458755,1750,https://www.proleague.be/jpl-clubs,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
BEL1,Belgium,1,Club Brugge KV,458756,231,https://www.proleague.be/jpl-clubs,2026-09-12,CONFIRMED,Official 2026/27 competition source; native identity matched to existing identity map.
