player_tm_id,fm_id,fifa_id,dob,status,identity_method,source,source_sha256,snapshot_date
1179195,280070,74510,2006-01-13,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/sankhoun-diawara/profil/spieler/1179195,0901f45f0009326ae9c54ec66439bab2dc2443e77d53ea890b703f51d7c31ed6,2026-09-12
371149,278472,236403,1999-08-20,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/evan-ndicka/profil/spieler/371149,2fd2e7e03036e79e27dfaf59c5a880145330793e2f12d900eaa2619ebc4732b3,2026-09-12
532937,285830,244349,1998-10-22,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/johan-vasquez/profil/spieler/532937,b11614cafad2123a9da9565bd977dbd8a04e9bfd61f7e1a8f08ca3522c7ad54f,2026-09-12
441986,278085,241736,2000-11-29,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/yann-bisseck/profil/spieler/441986,452a09899f95e28939a6fdcf5a31be4467981558981bc9b5b2fa9ccec8bcfc65,2026-09-12
686965,278354,251870,2001-01-08,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/juan-cabal/profil/spieler/686965,6bb8f5f55bcd7455f328a6d7f4d443664c63f928c38ec91d269cbefbbd436885,2026-09-12
1020652,286858,72691,2004-03-05,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/chico-goncalves/profil/spieler/1020652,1f18ec9401c8803a94246dba05c189fdbefaa50d50a051083bdf8a6b0a9a3d3e,2026-09-12
1220180,222237,0,2006-05-02,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/mateus-iseppe/profil/spieler/1220180,a424a885739d72e1c24b0094a175158cd5d275c492e1d720c81051f765742fc6,2026-09-12
696656,153385,264308,2001-11-24,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/rodri-andrade/profil/spieler/696656,d9ba810179bf6419410ee75463960face506bc41969e2136c8a78efad16a709e,2026-09-12
927715,153384,0,2004-04-14,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/xiko-gomes/profil/spieler/927715,8dd0eacb58619be51a56d304e41fd65a8a0c467123eddde6d2695cd32d3b97e8,2026-09-12
182108,288025,214606,1993-03-29,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/seba-perez/profil/spieler/182108,c710a70cf255f90c114aa41a5d784e109a8c73cf9911024f0b4160811c1167fb,2026-09-12
732096,287217,277878,2001-08-29,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/santi-garcia/profil/spieler/732096,e65bddc623f56fd6c81bbfebe29501913d8d8324dcc8e0811ca6f243e5390567,2026-09-12
739442,152961,0,2001-06-16,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/guilherme-liberato/profil/spieler/739442,1795eaccdb1cc6a7df976492e35a1d7a8e54bd4d27a3a043ec49a2d13c3ad647,2026-09-12
668178,287070,270729,2003-01-04,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/rodri-alonso/profil/spieler/668178,cee9a0ffed3fdc16c31fd60805e90f3a28e1878c0432206a73e04c7e98b853e3,2026-09-12
367195,200378,228382,1997-06-01,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/dan-agyei/profil/spieler/367195,878dafae5b21042c7f46b7a32d494ba920f58cb751929b05d22bbd7adde1bd34,2026-09-12
1070009,297323,75899,2006-09-08,CONFIRMED,CACHED_PROFILE_NATIVE08_ALIAS,https://www.transfermarkt.de/efe-berat-toruz/profil/spieler/1070009,a15eeecf2b42c8f3df31b467a7ea9bef710cb9bd792a3fae93ca0fefddaf963c,2026-09-12
