league,club_name,club_tm_id,player_tm_id,player,dob,club_id,status,decision,profile_source,profile_sha256,source_url,source_sha256,exact_candidates,duplicate_leads,fuzzy_candidates,known_aliases_searched,review_reason,provenance
GER1,Eintracht Frankfurt,24,799993,أيوب أمايموني إشغوياب,2004-11-30,1376279,,REVIEW_REQUIRED,https://www.transfermarkt.de/ayoube-amaimouni-echghouyab/profil/spieler/799993,0563f3c8f4ea27b46e47e7463de61005c47365dcef0ff854ccd0ae1e916b978f,https://www.transfermarkt.de/eintracht-frankfurt/kader/verein/24/saison_id/2026/plus/1,b45935ddcd2a6095f6ba7722a68fe41a24ae9eab482678ab594edfe3149e642f,"[{""fm_id"": ""280199"", ""fifa_id"": ""0"", ""name"": ""Ayoube Amaimouni-Echgh."", ""dob"": ""2004-11-30"", ""club_id"": ""1376279""}]","{""people"": [], ""reasons"": {}}",[],"[""Ayoube Amaimouni-Echghouyab"", ""أيوب أمايموني إشغوياب"", ""Ayoube Amaimouni-Echgh.""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/ayoube-amaimouni-echghouyab/profil/spieler/799993 sha256=0563f3c8f4ea27b46e47e7463de61005c47365dcef0ff854ccd0ae1e916b978f; squad https://www.transfermarkt.de/eintracht-frankfurt/kader/verein/24/saison_id/2026/plus/1 sha256=b45935ddcd2a6095f6ba7722a68fe41a24ae9eab482678ab594edfe3149e642f; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER1,FC Bayern München,27,1497653,Bara Joseph Sapoko Ndiaye,2007-12-31,1376264,,CREATE_READY,https://www.transfermarkt.de/bara-sapoko-ndiaye/profil/spieler/1497653,da274f0260b14acd87b628bb31abfa57393c9076d4857eba63f110c9e0b75a4b,https://www.transfermarkt.de/fc-bayern-munchen/kader/verein/27/saison_id/2026/plus/1,820ba470399c46c372cca08fabf7f49fd2f3e3e097d9ac94e1494b055e7a3df5,[],"{""people"": [], ""reasons"": {}}",[],"[""Bara Sapoko Ndiaye"", ""Bara Joseph Sapoko Ndiaye""]","adult profile with zero exact, DuplicateReviewIndex, and fuzzy candidates",Profile https://www.transfermarkt.de/bara-sapoko-ndiaye/profil/spieler/1497653 sha256=da274f0260b14acd87b628bb31abfa57393c9076d4857eba63f110c9e0b75a4b; squad https://www.transfermarkt.de/fc-bayern-munchen/kader/verein/27/saison_id/2026/plus/1 sha256=820ba470399c46c372cca08fabf7f49fd2f3e3e097d9ac94e1494b055e7a3df5; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER1,1. FSV Mainz 05,39,1392952,Alynho Haidara,2008-07-26,1376259,,REVIEW_REQUIRED,https://www.transfermarkt.de/alynho-haidara/profil/spieler/1392952,e70279c599ac6779309ef1cab224bf8948dfd4ce406e50919c920b4aeea6066f,https://www.transfermarkt.de/1-fsv-mainz-05/kader/verein/39/saison_id/2026/plus/1,a0ac0e0c9eb47a3776e4e43c8257aa032114b35240aadb843dc1c757a5313de7,[],"{""people"": [], ""reasons"": {}}",[],"[""Alynho Haidara""]",missing profile fields: contract_until,Profile https://www.transfermarkt.de/alynho-haidara/profil/spieler/1392952 sha256=e70279c599ac6779309ef1cab224bf8948dfd4ce406e50919c920b4aeea6066f; squad https://www.transfermarkt.de/1-fsv-mainz-05/kader/verein/39/saison_id/2026/plus/1 sha256=a0ac0e0c9eb47a3776e4e43c8257aa032114b35240aadb843dc1c757a5313de7; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER1,SV Werder Bremen,86,1080555,Paul Bright Max Erevbenagie,2007-08-19,1376271,,REVIEW_REQUIRED,https://www.transfermarkt.de/paul-erevbenagie/profil/spieler/1080555,a376a7fc01b647621677c1c975663333b88869b48449d4972668b5a962eab2ae,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e,[],"{""people"": [{""fm_id"": ""280837"", ""fifa_id"": ""0"", ""name"": ""Paul Erevbenagie"", ""dob"": ""2007-08-09"", ""club_id"": ""1376271""}], ""reasons"": {""280837"": [""EXACT_NAME_DIFFERENT_DOB_SAME_CLUB""]}}",[],"[""Paul Erevbenagie"", ""Paul Bright Max Erevbenagie""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/paul-erevbenagie/profil/spieler/1080555 sha256=a376a7fc01b647621677c1c975663333b88869b48449d4972668b5a962eab2ae; squad https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1 sha256=0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER2,DSC Arminia Bielefeld,10,605242,Monju Thaddäus Momuluh,2002-02-18,1376260,,REVIEW_REQUIRED,https://www.transfermarkt.de/monju-momuluh/profil/spieler/605242,95828df07fbdefe03cdf46f8d22d37e56b309b3043ff57916f74e4e5c0cd9a4f,https://www.transfermarkt.de/arminia-bielefeld/kader/verein/10/saison_id/2026/plus/1,6bf7304bb5b98268f93279c205b7358b904316470f2c43947fcad0ff2680d083,"[{""fm_id"": ""275984"", ""fifa_id"": ""272660"", ""name"": ""Thaddäus-Monju Momuluh"", ""dob"": ""2002-02-18"", ""club_id"": ""1376260""}]","{""people"": [{""fm_id"": ""275984"", ""fifa_id"": ""272660"", ""name"": ""Thaddäus-Monju Momuluh"", ""dob"": ""2002-02-18"", ""club_id"": ""1376260""}], ""reasons"": {""275984"": [""SAME_DOB_NATIVE_NAME_COMPONENTS_IN_VERIFIED_FULL_NAME""]}}","[{""score"": 0.75, ""fm_id"": ""275984"", ""fifa_id"": ""272660"", ""name"": ""Thaddäus-Monju Momuluh"", ""dob"": ""2002-02-18"", ""club_id"": ""1376260""}]","[""Monju Momuluh"", ""Monju Thaddäus Momuluh""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/monju-momuluh/profil/spieler/605242 sha256=95828df07fbdefe03cdf46f8d22d37e56b309b3043ff57916f74e4e5c0cd9a4f; squad https://www.transfermarkt.de/arminia-bielefeld/kader/verein/10/saison_id/2026/plus/1 sha256=6bf7304bb5b98268f93279c205b7358b904316470f2c43947fcad0ff2680d083; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER2,1. FC Magdeburg,187,1154529,이충현,2007-09-12,1376373,,CREATE_READY,https://www.transfermarkt.de/chung-hyun-lee/profil/spieler/1154529,accaa2225ffde78813f058a5eb2b8a7c1b43caa1a8da2f88f58fe186513d0f76,https://www.transfermarkt.de/1-fc-magdeburg/kader/verein/187/saison_id/2026/plus/1,d0ff31a4349276164899e3293cd9c2c30e400169104ef2ece40cfdb9b3d70c93,[],"{""people"": [], ""reasons"": {}}",[],"[""Chung-hyun Lee"", ""이충현""]","adult profile with zero exact, DuplicateReviewIndex, and fuzzy candidates",Profile https://www.transfermarkt.de/chung-hyun-lee/profil/spieler/1154529 sha256=accaa2225ffde78813f058a5eb2b8a7c1b43caa1a8da2f88f58fe186513d0f76; squad https://www.transfermarkt.de/1-fc-magdeburg/kader/verein/187/saison_id/2026/plus/1 sha256=d0ff31a4349276164899e3293cd9c2c30e400169104ef2ece40cfdb9b3d70c93; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER2,1. FC Kaiserslautern,2,790434,Thierry Fidjeu-Tazemeta Junior,2007-07-27,1376257,,REVIEW_REQUIRED,https://www.transfermarkt.de/thierry-tazemeta/profil/spieler/790434,4a3b16a4039c2b9e22422e976ea449604793b951a52026060cf51b0af0794cef,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,"[{""fm_id"": ""277446"", ""fifa_id"": ""0"", ""name"": ""Thierry Fidjeu-Tazemeta"", ""dob"": ""2007-07-27"", ""club_id"": ""1376262""}]","{""people"": [{""fm_id"": ""277446"", ""fifa_id"": ""0"", ""name"": ""Thierry Fidjeu-Tazemeta"", ""dob"": ""2007-07-27"", ""club_id"": ""1376262""}], ""reasons"": {""277446"": [""SAME_DOB_NATIVE_NAME_COMPONENTS_IN_VERIFIED_FULL_NAME""]}}","[{""score"": 0.875, ""fm_id"": ""277446"", ""fifa_id"": ""0"", ""name"": ""Thierry Fidjeu-Tazemeta"", ""dob"": ""2007-07-27"", ""club_id"": ""1376262""}]","[""Thierry Tazemeta"", ""Thierry Fidjeu-Tazemeta Junior"", ""Thierry Fidjeu-Tazemeta""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/thierry-tazemeta/profil/spieler/790434 sha256=4a3b16a4039c2b9e22422e976ea449604793b951a52026060cf51b0af0794cef; squad https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1 sha256=f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER2,FC Energie Cottbus,25,1157068,Malte Wilke,2007-06-25,1376280,,REVIEW_REQUIRED,https://www.transfermarkt.de/malte-wilke/profil/spieler/1157068,e4c0e847fe7885e5f8fe6e2cc842456db01f607050e760df6f6c6200bd01dc09,https://www.transfermarkt.de/fc-energie-cottbus/kader/verein/25/saison_id/2026/plus/1,bfac2c82e9908a44ea8264f2a591d43d8ad627ceaeb5639879d980dcab166809,[],"{""people"": [{""fm_id"": ""273122"", ""fifa_id"": ""0"", ""name"": ""Malte Wilke"", ""dob"": ""2007-06-15"", ""club_id"": ""1376280""}], ""reasons"": {""273122"": [""EXACT_NAME_DIFFERENT_DOB_SAME_CLUB""]}}",[],"[""Malte Wilke""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/malte-wilke/profil/spieler/1157068 sha256=e4c0e847fe7885e5f8fe6e2cc842456db01f607050e760df6f6c6200bd01dc09; squad https://www.transfermarkt.de/fc-energie-cottbus/kader/verein/25/saison_id/2026/plus/1 sha256=bfac2c82e9908a44ea8264f2a591d43d8ad627ceaeb5639879d980dcab166809; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER2,Holstein Kiel,269,747243,Gyan de Regt,2003-08-18,1376418,,CREATE_READY,https://www.transfermarkt.de/gyan-de-regt/profil/spieler/747243,91f1001c00d18d82ae563dc905ff8a875c903688316fbc52345147eae39ff836,https://www.transfermarkt.de/holstein-kiel/kader/verein/269/saison_id/2026/plus/1,a21383144033c3b6f3673ba9e2f837be3941ac96cf75125b24654477c6bc1716,[],"{""people"": [], ""reasons"": {}}",[],"[""Gyan de Regt""]","adult profile with zero exact, DuplicateReviewIndex, and fuzzy candidates",Profile https://www.transfermarkt.de/gyan-de-regt/profil/spieler/747243 sha256=91f1001c00d18d82ae563dc905ff8a875c903688316fbc52345147eae39ff836; squad https://www.transfermarkt.de/holstein-kiel/kader/verein/269/saison_id/2026/plus/1 sha256=a21383144033c3b6f3673ba9e2f837be3941ac96cf75125b24654477c6bc1716; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER2,FC St. Pauli,35,825960,Gísli Gottskálk Þórðarson,2004-09-12,1376425,,REVIEW_REQUIRED,https://www.transfermarkt.de/gisli-thordarson/profil/spieler/825960,2fea6402b6a486007d6a0d3f882b8ffd7cacc5b6514559b6eeafacbb152ad0e2,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47,"[{""fm_id"": ""148093"", ""fifa_id"": ""76294"", ""name"": ""Gísli Gottskálk Thórdarson"", ""dob"": ""2004-09-12"", ""club_id"": ""1376425""}]","{""people"": [{""fm_id"": ""148093"", ""fifa_id"": ""76294"", ""name"": ""Gísli Gottskálk Thórdarson"", ""dob"": ""2004-09-12"", ""club_id"": ""1376425""}], ""reasons"": {""148093"": [""SAME_DOB_NATIVE_NAME_COMPONENTS_IN_VERIFIED_FULL_NAME""]}}","[{""score"": 0.9333, ""fm_id"": ""148093"", ""fifa_id"": ""76294"", ""name"": ""Gísli Gottskálk Thórdarson"", ""dob"": ""2004-09-12"", ""club_id"": ""1376425""}]","[""Gísli Thórdarson"", ""Gísli Gottskálk Þórðarson""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/gisli-thordarson/profil/spieler/825960 sha256=2fea6402b6a486007d6a0d3f882b8ffd7cacc5b6514559b6eeafacbb152ad0e2; squad https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1 sha256=cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER2,Hannover 96,42,1307411,Joschua Caspar Siewert,2009-05-24,1376268,,REVIEW_REQUIRED,https://www.transfermarkt.de/joschua-siewert/profil/spieler/1307411,1ea390fc22c6101aec7892a1bf269da6234ca0584521c264d0a7b394fe3ed1e9,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f,[],"{""people"": [{""fm_id"": ""275815"", ""fifa_id"": ""0"", ""name"": ""Joschua Siewert"", ""dob"": ""2009-05-23"", ""club_id"": ""1376268""}], ""reasons"": {""275815"": [""EXACT_NAME_DIFFERENT_DOB_SAME_CLUB""]}}",[],"[""Joschua Siewert"", ""Joschua Caspar Siewert""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/joschua-siewert/profil/spieler/1307411 sha256=1ea390fc22c6101aec7892a1bf269da6234ca0584521c264d0a7b394fe3ed1e9; squad https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1 sha256=1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER3,1. FC Saarbrücken,1,856330,이승준,2004-08-11,1376287,,REVIEW_REQUIRED,https://www.transfermarkt.de/seung-joon-lee/profil/spieler/856330,867e4f5059382c35f743f8c7c70922c56e17ef71fda6bcfba8ef4e3fa644ad4b,https://www.transfermarkt.de/1-fc-saarbrucken/kader/verein/1/saison_id/2026/plus/1,c2a771ee3b9af8a2a73329774d02f459ed75e0faf23ff6531e00889776b2c7d8,"[{""fm_id"": ""85521"", ""fifa_id"": ""0"", ""name"": ""Lee Seung-Jun"", ""dob"": ""2004-08-11"", ""club_id"": ""1376287""}]","{""people"": [], ""reasons"": {}}",[],"[""Seung-joon Lee"", ""이승준"", ""Seung-Jun Lee""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/seung-joon-lee/profil/spieler/856330 sha256=867e4f5059382c35f743f8c7c70922c56e17ef71fda6bcfba8ef4e3fa644ad4b; squad https://www.transfermarkt.de/1-fc-saarbrucken/kader/verein/1/saison_id/2026/plus/1 sha256=c2a771ee3b9af8a2a73329774d02f459ed75e0faf23ff6531e00889776b2c7d8; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
