league,season,snapshot_date,club_name,external_club_id,player_name,external_player_id,dob,shirt_number,team_type,joined,contract_until,loan_owner_external_club_id,loan_end,status,source_url,source_sha256,fm_id,fifa_id,native_club_id
ENG1,2026/27,2026-09-12,Aston Villa,405,Zion Suzuki,432298,2002-08-21,1,FIRST,2026-08-19,,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,286710,255981,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Marco Bizot,124884,1991-03-10,40,FIRST,2025-07-15,2027-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,261115,200110,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Taylor Harwood-Bellis,503977,2002-01-30,4,FIRST,2026-09-01,,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,259294,252793,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Pau Torres,399776,1997-01-16,14,FIRST,2023-07-12,2028-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,261102,241464,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Modou Kéba Cissé,1282860,2005-08-04,48,FIRST,2026-07-01,2029-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,271546,77524,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Victor Lindelöf,184573,1994-07-17,3,FIRST,2025-09-01,2027-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,261116,221660,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Tyrone Mings,253677,1993-03-13,5,FIRST,2019-07-08,2027-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,261109,212419,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Ian Maatsen,485585,2002-03-10,22,FIRST,2024-07-01,2030-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,261106,248465,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Matteo Ruggeri,616631,2002-07-11,13,FIRST,2026-08-19,,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,284981,259584,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Matty Cash,425334,1997-08-07,2,FIRST,2020-09-03,2029-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,261108,227174,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Amadou Onana,485706,2001-08-16,24,FIRST,2024-07-22,2029-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,261107,257057,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Boubacar Kamara,394327,1999-11-23,8,FIRST,2022-07-01,2030-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,261098,236987,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Lamare Bogarde,645686,2004-01-05,26,FIRST,2024-07-01,2028-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,261118,264209,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,João Gomes,735570,2001-02-12,35,FIRST,2026-07-20,2031-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,23740,273463,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,John McGinn,193116,1994-10-18,7,FIRST,2018-08-08,2028-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,261113,210881,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Leon Goretzka,153084,1995-02-06,27,FIRST,2026-08-27,2028-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,276816,209658,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Ross Barkley,131978,1993-12-05,6,FIRST,2024-07-01,2027-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,261105,199189,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Johan Manzambi,927353,2005-10-14,44,FIRST,2026-07-17,,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,277866,276694,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Emiliano Buendía,321247,1996-12-25,10,FIRST,2021-07-01,2027-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,261114,226162,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Ibrahim Mbaye,1185888,2008-01-24,19,FIRST,2026-09-01,,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,283463,74449,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Alysson,1005583,2006-05-05,47,FIRST,2026-01-01,2031-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,232997,0,917506
ENG1,2026/27,2026-09-12,Aston Villa,405,Brian Madjo,1226357,2009-01-12,39,FIRST,2026-01-12,2032-06-30,,,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,290215,0,917506
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Djordje Petrovic,465555,1999-10-08,1,FIRST,2025-07-16,2030-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258535,269626,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,António Silva,650568,2003-10-30,14,FIRST,2026-08-01,2031-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,288121,270086,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Bafodé Diakité,463605,2001-01-06,18,FIRST,2025-08-13,2030-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258542,246565,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,James Hill,611793,2002-01-10,5,FIRST,2022-01-05,2029-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258548,248492,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Veljko Milosavljevic,989112,2007-06-28,44,FIRST,2025-09-01,2030-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258551,81319,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Adrien Truffert,654539,2001-11-20,3,FIRST,2025-07-01,2030-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258536,256769,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Julio Soler,1009658,2005-02-16,6,FIRST,2025-01-07,2029-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258549,269796,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Juanlu Sánchez,676042,2003-08-15,24,FIRST,2026-08-06,,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,281314,264174,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Julián Araujo,513970,2001-08-13,2,FIRST,2024-08-13,2029-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258547,247678,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Adam Smith,61841,1991-04-29,15,FIRST,2014-01-28,2027-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258543,190885,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Tyler Adams,332705,1999-02-14,12,FIRST,2023-08-20,2028-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258532,232999,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Alex Scott,855256,2003-08-21,8,FIRST,2023-08-10,2028-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258541,261299,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Lewis Cook,249089,1997-02-03,4,FIRST,2016-07-08,2028-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258533,224294,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Ryan Christie,188077,1995-02-22,10,FIRST,2021-08-31,2029-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258534,213884,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Marcus Tavernier,399434,1999-03-22,16,FIRST,2022-08-01,2029-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258539,237477,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Justin Kluivert,330659,1999-05-05,19,FIRST,2023-07-01,2028-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258530,236920,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Amine Adli,532776,2000-05-10,21,FIRST,2025-08-21,2030-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258538,255223,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Ben Gannon-Doak,719673,2005-11-11,11,FIRST,2025-08-18,2030-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258544,266815,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,David Brooks,277033,1997-07-08,7,FIRST,2018-07-01,2029-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258540,220196,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Junior Kroupi,955357,2006-06-23,22,FIRST,2025-02-03,2030-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258550,277909,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Evanilson,711337,1999-10-06,9,FIRST,2024-08-16,2029-06-30,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,258531,256612,917553
ENG1,2026/27,2026-09-12,AFC Bournemouth,989,Álvaro Rodríguez,948275,2004-07-14,30,FIRST,2026-07-14,,,,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,283906,272445,917553
ENG1,2026/27,2026-09-12,Brentford,1148,Caoimhín Kelleher,340918,1998-11-23,1,FIRST,2025-07-01,2030-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,258627,240913,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Hákon Valdimarsson,488935,2001-10-13,12,FIRST,2024-01-26,2030-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,258646,264133,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Ellery Balcombe,456292,1999-10-15,31,FIRST,2018-07-01,2029-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,258654,236663,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Sepp van den Berg,541231,2001-12-20,4,FIRST,2024-08-22,2029-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,258636,242453,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Nathan Collins,469050,2001-04-30,22,FIRST,2023-07-04,2029-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,258635,248484,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Kristoffer Ajer,328658,1998-04-17,20,FIRST,2021-07-21,2030-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,258639,224258,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Jannik Schuster,915418,2006-05-16,44,FIRST,2026-07-01,2031-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,265002,79918,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Rico Henry,339556,1997-07-08,3,FIRST,2016-08-31,2027-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,258629,224494,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Michael Kayode,823486,2004-07-10,33,FIRST,2025-07-01,2032-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,258638,277869,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Aaron Hickey,591949,2002-06-10,2,FIRST,2022-07-09,2028-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,258630,248808,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Vitaly Janelt,270171,1998-05-10,27,FIRST,2020-10-03,2030-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,258637,235167,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Mamadou Sangaré,808348,2002-06-26,18,FIRST,2026-08-01,2031-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,290505,258601,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Yegor Yarmolyuk,717411,2004-03-01,6,FIRST,2023-07-01,2031-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,258640,270608,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Mathias Jensen,319859,1996-01-01,8,FIRST,2019-07-10,2027-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,258633,229723,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Josh Dasilva,340321,1998-10-23,10,FIRST,2025-10-23,2027-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,256719,231445,917569
ENG1,2026/27,2026-09-12,Brentford,1148,Keane Lewis-Potter,644401,2001-02-22,23,FIRST,2022-07-12,2031-06-30,,,CONFIRMED,https://www.transfermarkt.de/fc-brentford/kader/verein/1148/saison_id/2026/plus/1,98977ec56621e787ba2b89973d53a14e8f3ee796ba25d92646304551ba9c96fa,258634,243606,917569
