league,season,snapshot_date,club_name,external_club_id,player_name,external_player_id,dob,shirt_number,team_type,joined,contract_until,loan_owner_external_club_id,loan_end,status,source_url,source_sha256,fm_id,fifa_id,native_club_id
ENG1,2026/27,2026-09-12,Hull City,3008,Kieran Dowell,258916,1997-10-10,26,FIRST,2026-01-23,2027-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,288906,226401,917532
ENG1,2026/27,2026-09-12,Hull City,3008,Robinio Vaz,1131161,2007-02-17,47,FIRST,2026-09-01,2027-06-30,12,2027-06-30,REVIEW_REQUIRED,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,283989,76410,917532
ENG1,2026/27,2026-09-12,Hull City,3008,Joe Gelhardt,503980,2002-05-04,11,FIRST,2026-08-15,2030-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,266792,246053,917532
ENG1,2026/27,2026-09-12,Hull City,3008,Ilyas Ansah,1035765,2004-11-08,28,FIRST,2026-09-01,2031-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,277769,276372,917532
ENG1,2026/27,2026-09-12,Ipswich Town,677,David Button,61814,1989-02-27,27,FIRST,2025-07-04,2026-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,261476,173533,917538
ENG1,2026/27,2026-09-12,Ipswich Town,677,Cédric Kipré,364827,1996-12-09,4,FIRST,2026-07-01,2028-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,261461,235458,917538
ENG1,2026/27,2026-09-12,Ipswich Town,677,Florentino,357162,1999-08-19,12,FIRST,2026-08-04,2031-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,260241,234569,917538
ENG1,2026/27,2026-09-12,Ipswich Town,677,Anis Mehmeti,530813,2001-01-09,33,FIRST,2026-01-23,2029-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,24129,250816,917538
ENG1,2026/27,2026-09-12,Ipswich Town,677,Chuba Akpom,197642,1995-10-09,29,FIRST,2026-07-01,2029-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,261455,213418,917538
ENG1,2026/27,2026-09-12,Leeds United,399,Melvin Bard,532775,2000-11-06,26,FIRST,2026-09-01,2027-06-30,417,2027-06-30,REVIEW_REQUIRED,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,285266,254548,917545
ENG1,2026/27,2026-09-12,Leeds United,399,Jean-Mattéo Bahoya,939964,2005-05-07,23,FIRST,2026-09-01,2027-06-30,24,2027-06-30,REVIEW_REQUIRED,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,277149,269728,917545
ENG1,2026/27,2026-09-12,Leeds United,399,Mateo Joseph,834742,2003-10-19,-,FIRST,2023-07-01,2028-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,282417,270206,917545
ENG1,2026/27,2026-09-12,Liverpool,31,Vitezslav Jaros,486604,2001-07-23,56,FIRST,2022-07-01,2028-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,295672,253428,917509
ENG1,2026/27,2026-09-12,Liverpool,31,Harvey Davies,706815,2003-09-03,95,FIRST,2024-07-01,2027-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,267822,271977,917509
ENG1,2026/27,2026-09-12,Liverpool,31,Ronald Araujo,480267,1999-03-07,33,FIRST,2026-08-10,2027-06-30,131,2027-06-30,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,283341,253163,917509
ENG1,2026/27,2026-09-12,Liverpool,31,Konstantinos Tsimikas,338070,1996-05-12,21,FIRST,2020-08-10,2027-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,278477,232223,917509
ENG1,2026/27,2026-09-12,Manchester City,281,Vitor Reis,1005575,2006-01-12,22,FIRST,2025-01-21,2029-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,282935,76624,917518
ENG1,2026/27,2026-09-12,Manchester City,281,Josh Wilson-Esbrand,576121,2002-12-26,59,FIRST,2023-01-01,2027-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,148811,264681,917518
ENG1,2026/27,2026-09-12,Manchester City,281,Ryan McAidoo,1187640,2008-06-24,56,FIRST,2026-07-01,,,,REVIEW_REQUIRED,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,274793,262667,917518
ENG1,2026/27,2026-09-12,Manchester United,985,Harry Amass,1011738,2007-03-16,41,FIRST,2025-01-01,2027-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/manchester-united/kader/verein/985/saison_id/2026/plus/1,543b8e96c6fed73672ad0d37c674352b89ff1da2c63778ec7fb5492ad88361a2,24352,273599,917519
ENG1,2026/27,2026-09-12,Manchester United,985,Marcus Rashford,258923,1997-10-31,9,FIRST,2016-01-01,2028-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/manchester-united/kader/verein/985/saison_id/2026/plus/1,543b8e96c6fed73672ad0d37c674352b89ff1da2c63778ec7fb5492ad88361a2,283336,231677,917519
ENG1,2026/27,2026-09-12,Nottingham Forest,703,Steven Benda,381469,1998-10-01,33,FIRST,2026-08-15,2027-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/nottingham-forest/kader/verein/703/saison_id/2026/plus/1,1f3c6bd0f0de76240faea845ee07a8d1fad13ffa72e96a8cbb4612f966f30983,262451,241076,917549
ENG1,2026/27,2026-09-12,Sunderland,289,Kevin Danso,263236,1998-09-19,4,FIRST,2026-09-01,2027-06-30,148,2027-06-30,REVIEW_REQUIRED,https://www.transfermarkt.de/afc-sunderland/kader/verein/289/saison_id/2026/plus/1,bd74ae0019b88eeaf201f5b09382a2f264e6feab18e637371f9e43576b711509,265414,237985,917524
ENG1,2026/27,2026-09-12,Sunderland,289,Jules Ahoka,1401779,2006-05-08,29,FIRST,2026-08-24,2031-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/afc-sunderland/kader/verein/289/saison_id/2026/plus/1,bd74ae0019b88eeaf201f5b09382a2f264e6feab18e637371f9e43576b711509,,85425,917524
ENG1,2026/27,2026-09-12,Sunderland,289,Alan Browne,277697,1995-04-15,8,FIRST,2024-07-11,2027-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/afc-sunderland/kader/verein/289/saison_id/2026/plus/1,bd74ae0019b88eeaf201f5b09382a2f264e6feab18e637371f9e43576b711509,266500,216464,917524
ENG1,2026/27,2026-09-12,Sunderland,289,Jocelin Ta Bi,1322090,2005-02-09,37,FIRST,2026-01-16,2030-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/afc-sunderland/kader/verein/289/saison_id/2026/plus/1,bd74ae0019b88eeaf201f5b09382a2f264e6feab18e637371f9e43576b711509,118934,0,917524
ENG1,2026/27,2026-09-12,Tottenham Hotspur,148,Sávio,743591,2004-04-10,17,FIRST,2026-08-25,2031-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/tottenham-hotspur/kader/verein/148/saison_id/2026/plus/1,007fc11048dc50b4cfd2c580b82958bb7cc02f984af0af71c4079e53b5c71390,,,917514
ENG1,2026/27,2026-09-12,Tottenham Hotspur,148,Mykhaylo Mudryk,537860,2001-01-05,27,FIRST,2026-09-01,2027-06-30,631,2027-06-30,REVIEW_REQUIRED,https://www.transfermarkt.de/tottenham-hotspur/kader/verein/148/saison_id/2026/plus/1,007fc11048dc50b4cfd2c580b82958bb7cc02f984af0af71c4079e53b5c71390,23316,246340,917514
ENG1,2026/27,2026-09-12,Tottenham Hotspur,148,Omar Marmoush,445939,1999-02-07,22,FIRST,2026-08-27,2027-06-30,281,2027-06-30,REVIEW_REQUIRED,https://www.transfermarkt.de/tottenham-hotspur/kader/verein/148/saison_id/2026/plus/1,007fc11048dc50b4cfd2c580b82958bb7cc02f984af0af71c4079e53b5c71390,262597,256675,917514
GER1,2026/27,2026-09-12,FC Bayern München,27,Sven Ulreich,40680,1988-08-03,26,FIRST,2021-07-01,2027-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-bayern-munchen/kader/verein/27/saison_id/2026/plus/1,820ba470399c46c372cca08fabf7f49fd2f3e3e097d9ac94e1494b055e7a3df5,276826,186569,1376264
GER1,2026/27,2026-09-12,FC Bayern München,27,Bara Sapoko Ndiaye,1497653,2007-12-31,39,FIRST,2026-08-10,2031-06-30,,,REVIEW_REQUIRED,https://www.transfermarkt.de/fc-bayern-munchen/kader/verein/27/saison_id/2026/plus/1,820ba470399c46c372cca08fabf7f49fd2f3e3e097d9ac94e1494b055e7a3df5,,,1376264
