league,club,club_tm_id,player_tm_id,source_player_name,profile_name,dob,native_fm_id,native_fifa_id,native_name,native_dob,native_club_id,target_club_id,status,identity_method,attempts,escalation,source_url,source_sha256,queue_source,queue_source_sha256,profile_retrieved_at,snapshot_date,provenance,candidate_fm_id,candidate_fifa_id,candidate_name,candidate_club_id
BEL1,KV Mechelen,354,661208,Leo Hjelde,Leo Fuhr Hjelde,2003-08-26,23927,253969,Leo Fuhr Hjelde,2003-08-26,458787,458787,CONFIRMED,EXACT_PROFILE_DOB_NAME,fresh_profile_capture;native08_bridge,,https://www.transfermarkt.de/leo-hjelde/profil/spieler/661208,5a4ae600c04625c9e2c548ef1c1a8e32cd2e7b50cfce267ce38d1667d3c87781,https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1,def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5,2026-09-12T20:30:02.997416+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/leo-hjelde/profil/spieler/661208 sha256=5a4ae600c04625c9e2c548ef1c1a8e32cd2e7b50cfce267ce38d1667d3c87781; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv matched by EXACT_PROFILE_DOB_NAME,,,,
BEL1,KVC Westerlo,968,1047424,Jahnilo Wiegel-Triebel,Jahnilo Davon Jahzeël Wiegel-Triebel,2005-03-13,,,,,,458763,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/jahnilo-wiegel-triebel/profil/spieler/1047424,69ba41b494867d5c8c842654260cb8097acec4c8d681b77ce24d552a56c524d0,https://www.transfermarkt.de/kvc-westerlo/kader/verein/968/saison_id/2026/plus/1,4b321535def794641a57896ea3b395b11fb16964a25bb51fab6f75bf5e2a3382,2026-09-12T20:10:14.441368+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/jahnilo-wiegel-triebel/profil/spieler/1047424 sha256=69ba41b494867d5c8c842654260cb8097acec4c8d681b77ce24d552a56c524d0; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,,,,
BEL1,KVC Westerlo,968,1467124,Abdoulaye Koné,Abdoulaye Koné,2006-02-01,,,,,,458763,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/abdoulaye-kone/profil/spieler/1467124,eaf5d4dd6fc78df4dc3501f18a02a10b5c733770f1b91365129c1fbd08de0919,https://www.transfermarkt.de/kvc-westerlo/kader/verein/968/saison_id/2026/plus/1,4b321535def794641a57896ea3b395b11fb16964a25bb51fab6f75bf5e2a3382,2026-09-12T20:12:58.395837+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/abdoulaye-kone/profil/spieler/1467124 sha256=eaf5d4dd6fc78df4dc3501f18a02a10b5c733770f1b91365129c1fbd08de0919; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,,,,
BEL1,KVC Westerlo,968,1577556,Philippe Bibout,Philippe Didier Bibout,2008-06-01,,,,,,458763,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/philippe-bibout/profil/spieler/1577556,103f3f667244b2bdb56b5f3805be2e931c0b51ca4604b4f2c0acb56ee364700a,https://www.transfermarkt.de/kvc-westerlo/kader/verein/968/saison_id/2026/plus/1,4b321535def794641a57896ea3b395b11fb16964a25bb51fab6f75bf5e2a3382,2026-09-12T20:13:22.882504+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/philippe-bibout/profil/spieler/1577556 sha256=103f3f667244b2bdb56b5f3805be2e931c0b51ca4604b4f2c0acb56ee364700a; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,,,,
BEL1,Lommel SK,5026,1072029,Alexander Reumers,Alexander Reumers,2007-04-27,,,,,,458783,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/alexander-reumers/profil/spieler/1072029,9a612032df021fe7eacc87d224c12f1756eed717be41cbc211b68d6b3bb61909,https://www.transfermarkt.de/lommel-sk/kader/verein/5026/saison_id/2026/plus/1,9ff756a9f65fb1a83d753e141d2c89530fd8a9311bba2096f5846c718c381d8a,2026-09-12T20:10:24.504409+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/alexander-reumers/profil/spieler/1072029 sha256=9a612032df021fe7eacc87d224c12f1756eed717be41cbc211b68d6b3bb61909; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,,,,
BEL1,Lommel SK,5026,406559,Timothy Eyoma,Timothy Joel Eyoma,2000-01-29,,,,,,458783,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/timothy-eyoma/profil/spieler/406559,31868a1506eec4eb7873adc0676ff9161ac9063ee3ec46be9d5996ed75882e5a,https://www.transfermarkt.de/lommel-sk/kader/verein/5026/saison_id/2026/plus/1,9ff756a9f65fb1a83d753e141d2c89530fd8a9311bba2096f5846c718c381d8a,2026-09-12T20:29:43.614419+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/timothy-eyoma/profil/spieler/406559 sha256=31868a1506eec4eb7873adc0676ff9161ac9063ee3ec46be9d5996ed75882e5a; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,237025,241040,TJ Eyoma,458783
BEL1,Lommel SK,5026,858324,Djordje Gordic,Ђорђе Гордић,2004-11-05,,,,,,458783,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/djordje-gordic/profil/spieler/858324,45736d88af2b5f6c84b7fbbfaa86ea72f3533997b4d157708a9f14b8711f706f,https://www.transfermarkt.de/lommel-sk/kader/verein/5026/saison_id/2026/plus/1,9ff756a9f65fb1a83d753e141d2c89530fd8a9311bba2096f5846c718c381d8a,2026-09-12T20:09:29.471389+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/djordje-gordic/profil/spieler/858324 sha256=45736d88af2b5f6c84b7fbbfaa86ea72f3533997b4d157708a9f14b8711f706f; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,,,,
BEL1,Oud-Heverlee Leuven,2727,1211302,Matteo Heremans,Matteo Heremans,2006-01-08,,,,,,458775,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/matteo-heremans/profil/spieler/1211302,992d51f9e5521fa8a0ad096d973e2ae9eb52d600a8ad4e951d93ce82ca4dd650,https://www.transfermarkt.de/oud-heverlee-leuven/kader/verein/2727/saison_id/2026/plus/1,13369b1472ae4137934608499f3a290781d8b7a96223b8e0488ea6f56621495e,2026-09-12T20:11:34.428066+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/matteo-heremans/profil/spieler/1211302 sha256=992d51f9e5521fa8a0ad096d973e2ae9eb52d600a8ad4e951d93ce82ca4dd650; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,,,,
BEL1,Oud-Heverlee Leuven,2727,946964,Viktor Damjanic,Viktor Damjanić,2005-11-03,,,,,,458775,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/viktor-damjanic/profil/spieler/946964,44103bff85743ef630b92ac7603855af785b9a6cd3c0b9278ee0388af5c0bfb0,https://www.transfermarkt.de/oud-heverlee-leuven/kader/verein/2727/saison_id/2026/plus/1,13369b1472ae4137934608499f3a290781d8b7a96223b8e0488ea6f56621495e,2026-09-12T20:09:48.555404+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/viktor-damjanic/profil/spieler/946964 sha256=44103bff85743ef630b92ac7603855af785b9a6cd3c0b9278ee0388af5c0bfb0; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,,,,
BEL1,Royal Antwerpen FC,1096,1191562,Lowie Piselé,Lowie Peter Piselé,2009-09-17,,,,,,458785,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/lowie-pisele/profil/spieler/1191562,b2a88fc3a528fdb750d898cf8a4726a743277e1d3845733c771b3b4486622c04,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,2026-09-12T20:11:27.622366+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/lowie-pisele/profil/spieler/1191562 sha256=b2a88fc3a528fdb750d898cf8a4726a743277e1d3845733c771b3b4486622c04; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,,,,
BEL1,Royal Antwerpen FC,1096,1293796,Farouck Adekami,Muhammed Farouck Adekami,2006-08-07,,,,,,458785,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/farouck-adekami/profil/spieler/1293796,5db1d224c0af63d206a51643605a1b2c27a05cf96223e684ae16619d5c8c07d2,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,2026-09-12T20:11:57.783518+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/farouck-adekami/profil/spieler/1293796 sha256=5db1d224c0af63d206a51643605a1b2c27a05cf96223e684ae16619d5c8c07d2; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,,,,
BEL1,Royal Antwerpen FC,1096,1318279,Luca Schelfhout,Luca Schelfhout,2007-09-17,,,,,,458785,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/luca-schelfhout/profil/spieler/1318279,68859ad378bc71a1de2ffe6c9f12e09a49c7f21e410babd622a254f9c74c1770,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,2026-09-12T20:12:15.049574+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/luca-schelfhout/profil/spieler/1318279 sha256=68859ad378bc71a1de2ffe6c9f12e09a49c7f21e410babd622a254f9c74c1770; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,,,,
BEL1,Royal Antwerpen FC,1096,1510005,Modibo Fofana,Modibo Fofana,2007-11-03,,,,,,458785,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/modibo-fofana/profil/spieler/1510005,aa3bdef89be8a8b2cb3d01eb14438b3570827c96f1309b1e1d66b3e829413c06,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,2026-09-12T20:13:13.769378+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/modibo-fofana/profil/spieler/1510005 sha256=aa3bdef89be8a8b2cb3d01eb14438b3570827c96f1309b1e1d66b3e829413c06; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,,,,
BEL1,Royal Antwerpen FC,1096,1551902,Carlos Mejia,Carlos Daniel Mejía Klinger,2007-07-24,1628,0,Carlos Daniel Mejia Klinger,2007-07-24,458785,458785,CONFIRMED,EXACT_PROFILE_DOB_NAME,fresh_profile_capture;native08_bridge,,https://www.transfermarkt.de/carlos-mejia/profil/spieler/1551902,266652d7894686582ff0d631b9d99a39d1696071cf68556d46041b64fe063da9,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,2026-09-12T20:30:55.770675+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/carlos-mejia/profil/spieler/1551902 sha256=266652d7894686582ff0d631b9d99a39d1696071cf68556d46041b64fe063da9; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv matched by EXACT_PROFILE_DOB_NAME,,,,
BEL1,Royal Antwerpen FC,1096,1555142,Luis Narh,Luis Narh,2007-12-25,,,,,,458785,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/luis-narh/profil/spieler/1555142,9450cae04eacdbfe9b1b044bd585bbbee9f28605c86ad15f153d17d816675cbc,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,2026-09-12T20:13:20.733340+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/luis-narh/profil/spieler/1555142 sha256=9450cae04eacdbfe9b1b044bd585bbbee9f28605c86ad15f153d17d816675cbc; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,,,,
BEL1,Royal Antwerpen FC,1096,763090,Mukhammadali Urinboev,Муҳаммадали Бахтиёр ўғли Ўринбоев,2005-04-24,,,,,,458785,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/mukhammadali-urinboev/profil/spieler/763090,f3cbeafaadb5d41bbb8fa837dccd3a2cd722f1be41afcfbfeb265266b343827f,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,2026-09-12T20:30:18.179206+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/mukhammadali-urinboev/profil/spieler/763090 sha256=f3cbeafaadb5d41bbb8fa837dccd3a2cd722f1be41afcfbfeb265266b343827f; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,235347,79458,Muhammadali O'rinboyev,458785
BEL1,Royal Charleroi SC,172,1308524,Mory Kera,Mory Kera,2008-06-26,,,,,,458761,REVIEW_REQUIRED,REVIEW_REQUIRED_AFTER_TWO_ATTEMPTS,fresh_profile_capture:NO_MATCH;native08_bridge:NO_UNIQUE_MATCH,Sol,https://www.transfermarkt.de/mory-kera/profil/spieler/1308524,c606a5fdcc353cb09fd14eee8bf22c16de37edc9bd0fb8156620d53399d69231,https://www.transfermarkt.de/royal-charleroi-sc/kader/verein/172/saison_id/2026/plus/1,be345af7e14ab40246420c64e873b34283e56e8aafa6f5b344acf44cf11dfec1,2026-09-12T20:12:07.604064+00:00,2026-09-12,Transfermarkt profile https://www.transfermarkt.de/mory-kera/profil/spieler/1308524 sha256=c606a5fdcc353cb09fd14eee8bf22c16de37edc9bd0fb8156620d53399d69231; Native08 reread C:/FM27CommunityOverhaul/data/generated/native08-integrated-20260912-01-reread/native_players.csv produced no safe unique identity,,,,
