player_tm_id,player,full_name,dob,club_tm_id,club,shirt_number,joined,contract_until,position,foot,height,nationality_text,loan_owner_tm_id,loan_owner,owner_contract_until,profile_notes,source_status,source,source_sha256,retrieved_at,snapshot_date,imported_at
320141,Çağlar Söyüncü,Çağlar Söyüncü,1996-05-23,37951,Corum FK,2,2026-09-04,2028-06-30,Abwehr - Innenverteidiger,beidfüßig,"1,85 m",Türkei,,,,"Name im Heimatland: Çağlar Söyüncü Geb./Alter: 23.05.1996 (30) Geburtsort: İzmir Größe: 1,85 m Staatsbürgerschaft: Türkei Position: Abwehr - Innenverteidiger Fuß: beidfüßig Spielerberater: THE·TEAM Aktueller Verein: Corum FK Im Team seit: 04.09.2026 Vertrag bis: 30.06.2028 Ausrüster: Nike Social Media:",CONFIRMED,https://www.transfermarkt.de/caglar-soyuncu/profil/spieler/320141,8551fcc660d3f39dc1f0d6e58d43194a8483f8f576d55f0e7ee788919eec4088,2026-09-12T20:08:02.641223+00:00,2026-09-12,2026-09-12T20:15:03.718287+00:00
357156,Diogo Leite,Diogo Filipe Monteiro Pinto Leite,1999-01-23,398,Lazio Rom,2,2026-09-08,2028-06-30,Abwehr - Innenverteidiger,links,"1,90 m",Portugal,,,,"Name im Heimatland: Diogo Filipe Monteiro Pinto Leite Geb./Alter: 23.01.1999 (27) Geburtsort: Porto Größe: 1,90 m Staatsbürgerschaft: Portugal Position: Abwehr - Innenverteidiger Fuß: links Aktueller Verein: Lazio Rom Im Team seit: 08.09.2026 Vertrag bis: 30.06.2028 Vertragsoption: vereinsseitig 2 Jahre Social Media:",CONFIRMED,https://www.transfermarkt.de/diogo-leite/profil/spieler/357156,fb9a62d231468581a02ac4042276e179fcfc8510d14f902f597a3cf6e1936ee9,2026-09-12T20:08:03.637556+00:00,2026-09-12,2026-09-12T20:15:03.971226+00:00
367992,Jesper Karlsson,Karl Jesper Karlsson,1998-07-25,61,Servette FC,21,2026-09-08,2027-06-30,Sturm - Linksaußen,rechts,"1,80 m",Schweden,1025,FC Bologna,2028-06-30,"Name im Heimatland: Karl Jesper Karlsson Geb./Alter: 25.07.1998 (28) Geburtsort: Falkenberg Größe: 1,80 m Staatsbürgerschaft: Schweden Position: Sturm - Linksaußen Fuß: rechts Spielerberater: HCM Sports ... Aktueller Verein: Servette FC Im Team seit: 08.09.2026 Vertrag bis: 30.06.2027 Ausgeliehen von: FC Bologna Vertrag dort bis: 30.06.2028 Ausrüster: Nike Social Media:",CONFIRMED,https://www.transfermarkt.de/jesper-karlsson/profil/spieler/367992,32bb997bebede6161c1f8c2932f4e5036864227e5b96951a3317dcc2868ed363,2026-09-12T20:08:04.689472+00:00,2026-09-12,2026-09-12T20:15:04.184826+00:00
368825,Fatih Kaya,,1999-11-13,152,Samsunspor,14,2026-07-01,2029-06-30,Sturm - Mittelstürmer,rechts,"1,85 m",Deutschland Türkei,,,,"Geb./Alter: 13.11.1999 (26) Geburtsort: Gießen Größe: 1,85 m Staatsbürgerschaft: Deutschland Türkei Position: Sturm - Mittelstürmer Fuß: rechts Spielerberater: fair-sport GmbH Aktueller Verein: Samsunspor Im Team seit: 01.07.2026 Vertrag bis: 30.06.2029 Vertragsoption: ein weiteres Jahr",CONFIRMED,https://www.transfermarkt.de/fatih-kaya/profil/spieler/368825,ec71fd84083ed539d37c08a14bd3ce418c255d36f9af541c412e8d37af742d18,2026-09-12T20:08:05.779020+00:00,2026-09-12,2026-09-12T20:15:04.396794+00:00
371436,Francisco Sierralta,Francisco Andrés Sierralta Carvallo,1997-05-06,6112,Piast Gliwice,,2026-09-09,2027-06-30,Abwehr - Innenverteidiger,rechts,"1,92 m",Chile Spanien,290,AJ Auxerre,2029-06-30,"Name im Heimatland: Francisco Andrés Sierralta Carvallo Geb./Alter: 06.05.1997 (29) Geburtsort: Las Condes Größe: 1,92 m Staatsbürgerschaft: Chile Spanien Position: Abwehr - Innenverteidiger Fuß: rechts Spielerberater: Vibra Futbol Aktueller Verein: Piast Gliwice Im Team seit: 09.09.2026 Vertrag bis: 30.06.2027 Vertragsoption: Kaufoption Ausgeliehen von: AJ Auxerre Vertrag dort bis: 30.06.2029 Social Media:",CONFIRMED,https://www.transfermarkt.de/francisco-sierralta/profil/spieler/371436,1561ac014322aea31d8b93f984cb86c8d1f2f53a8efaef8cbc0020e3d0ba4eff,2026-09-12T20:08:06.783448+00:00,2026-09-12,2026-09-12T20:15:04.652617+00:00
381349,Nökkvi Thórisson,Nökkvi Þeyr Þórisson,1999-08-13,1434,SC Telstar,11,2026-08-29,2027-06-30,Sturm - Mittelstürmer,rechts,"1,88 m",Island,468,Sparta Rotterdam,2028-06-30,"Name im Heimatland: Nökkvi Þeyr Þórisson Geb./Alter: 13.08.1999 (27) Geburtsort: Dalvík Größe: 1,88 m Staatsbürgerschaft: Island Position: Sturm - Mittelstürmer Fuß: rechts Spielerberater: Stirr Associates Aktueller Verein: SC Telstar Im Team seit: 29.08.2026 Vertrag bis: 30.06.2027 Ausgeliehen von: Sparta Rotterdam Vertrag dort bis: 30.06.2028 Social Media:",CONFIRMED,https://www.transfermarkt.de/nokkvi-thorisson/profil/spieler/381349,80556b9e69f2617d2ec92ce488e35b108dacf4cd012ab456eb7fce5104f07a2c,2026-09-12T20:08:07.712453+00:00,2026-09-12,2026-09-12T20:15:04.866606+00:00
383014,Gonçalo Costa,Gonçalo Faria Costa,2000-02-18,24575,HNK Gorica,,2026-09-07,2027-06-30,Abwehr - Linker Verteidiger,links,"1,79 m",Portugal,1465,GD Estoril Praia,2028-06-30,"Name im Heimatland: Gonçalo Faria Costa Geb./Alter: 18.02.2000 (26) Geburtsort: Setúbal Größe: 1,79 m Staatsbürgerschaft: Portugal Position: Abwehr - Linker Verteidiger Fuß: links Spielerberater: Invictus Team Aktueller Verein: HNK Gorica Im Team seit: 07.09.2026 Vertrag bis: 30.06.2027 Vertragsoption: Kaufoption Ausgeliehen von: GD Estoril Praia Vertrag dort bis: 30.06.2028",CONFIRMED,https://www.transfermarkt.de/goncalo-costa/profil/spieler/383014,5a4033d4faa24443fb96e747460211a03826124a89ccd487a7e36a6c51d22bc3,2026-09-12T20:08:08.603556+00:00,2026-09-12,2026-09-12T20:15:05.075667+00:00
402010,Sékou Koïta,,1999-11-28,820,Genclerbirligi Ankara,20,2026-07-01,2028-06-30,Sturm - Mittelstürmer,links,"1,73 m",Mali,,,,"Geb./Alter: 28.11.1999 (26) Geburtsort: Kita Größe: 1,73 m Staatsbürgerschaft: Mali Position: Sturm - Mittelstürmer Fuß: links Spielerberater: Ahmet Caliskan Aktueller Verein: Genclerbirligi Ankara Im Team seit: 01.07.2026 Vertrag bis: 30.06.2028 Social Media:",CONFIRMED,https://www.transfermarkt.de/sekou-koita/profil/spieler/402010,d85e5b1884e2ee6c9b12d93a3c1ec56010a79b688ba9e85cb006979891f80afe,2026-09-12T20:08:09.811444+00:00,2026-09-12,2026-09-12T20:15:05.280808+00:00
405385,Yukinari Sugawara,菅原 由勢,2000-06-28,1390,Cagliari Calcio,28,2026-09-01,2027-06-30,Abwehr - Rechter Verteidiger,rechts,"1,79 m",Japan,180,FC Southampton,2028-06-30,"Name im Heimatland: 菅原 由勢 Geb./Alter: 28.06.2000 (26) Geburtsort: Toyokawa, Aichi Größe: 1,79 m Staatsbürgerschaft: Japan Position: Abwehr - Rechter Verteidiger Fuß: rechts Spielerberater: Sports360 GmbH Aktueller Verein: Cagliari Calcio Im Team seit: 01.09.2026 Vertrag bis: 30.06.2027 Vertragsoption: Kaufoption Ausgeliehen von: FC Southampton Vertrag dort bis: 30.06.2028 Social Media:",CONFIRMED,https://www.transfermarkt.de/yukinari-sugawara/profil/spieler/405385,a4177a4594347e219f5795d833cf3775db22c9f8fcc132076618a330ac122ad8,2026-09-12T20:08:10.626562+00:00,2026-09-12,2026-09-12T20:15:05.501245+00:00
406609,Can Bozdogan,Can Bozdoğan,2001-04-05,126,Caykur Rizespor,70,2026-09-04,2028-06-30,Mittelfeld - Zentrales Mittelfeld,links,"1,74 m",Deutschland Türkei,,,,"Name im Heimatland: Can Bozdoğan Geb./Alter: 05.04.2001 (25) Geburtsort: Köln Größe: 1,74 m Staatsbürgerschaft: Deutschland Türkei Position: Mittelfeld - Zentrales Mittelfeld Fuß: links Spielerberater: FOKUS Aktueller Verein: Caykur Rizespor Im Team seit: 04.09.2026 Vertrag bis: 30.06.2028 Ausrüster: adidas Social Media:",CONFIRMED,https://www.transfermarkt.de/can-bozdogan/profil/spieler/406609,bdd33c774e066bbc449ec64f5f5488d0ddf90e689d539ee88ed693c1bd5f4d12,2026-09-12T20:08:11.830057+00:00,2026-09-12,2026-09-12T20:15:05.711566+00:00
410158,Rodrigo Becão,,1996-01-19,59024,Rodina Moskau,50,2026-09-09,2027-06-30,Abwehr - Innenverteidiger,rechts,"1,91 m",Brasilien,36,Fenerbahce,2028-06-30,"Vollständiger Name: Rodrigo Nascimento França Geb./Alter: 19.01.1996 (30) Geburtsort: Salvador Größe: 1,91 m Staatsbürgerschaft: Brasilien Position: Abwehr - Innenverteidiger Fuß: rechts Spielerberater: Antoniu's Assessoria Aktueller Verein: Rodina Moskau Im Team seit: 09.09.2026 Vertrag bis: 30.06.2027 Ausgeliehen von: Fenerbahce Vertrag dort bis: 30.06.2028 Social Media:",CONFIRMED,https://www.transfermarkt.de/rodrigo-becao/profil/spieler/410158,15e370d7c7d59196f0b86a51bebd4ebcad4f99e0549a401b37008903b733945f,2026-09-12T20:08:12.624623+00:00,2026-09-12,2026-09-12T20:15:05.918612+00:00
410787,Joël Monteiro,Joël Almada Monteiro,1999-08-05,1005,US Lecce,99,2026-08-31,2029-06-30,Sturm - Linksaußen,rechts,"1,91 m",Schweiz Portugal,,,,"Name im Heimatland: Joël Almada Monteiro Geb./Alter: 05.08.1999 (27) Geburtsort: Sion Größe: 1,91 m Staatsbürgerschaft: Schweiz Portugal Position: Sturm - Linksaußen Fuß: rechts Spielerberater: THE·TEAM Aktueller Verein: US Lecce Im Team seit: 31.08.2026 Vertrag bis: 30.06.2029 Vertragsoption: spielerseitig 1 Jahr",CONFIRMED,https://www.transfermarkt.de/joel-monteiro/profil/spieler/410787,1878042742e92af23c410e1b5ea63e095d239d153f788c7750955310e1bd42e3,2026-09-12T20:08:13.658563+00:00,2026-09-12,2026-09-12T20:15:06.178286+00:00
413118,Sikou Niakaté,,1999-07-10,1075,SC Braga,4,2023-07-01,2030-06-30,Abwehr - Innenverteidiger,links,"1,86 m",Mali Frankreich,,,,"Geb./Alter: 10.07.1999 (27) Geburtsort: Montreuil Größe: 1,86 m Staatsbürgerschaft: Mali Frankreich Position: Abwehr - Innenverteidiger Fuß: links Spielerberater: BS Group ... Aktueller Verein: SC Braga Im Team seit: 01.07.2023 Vertrag bis: 30.06.2030 Social Media:",CONFIRMED,https://www.transfermarkt.de/sikou-niakate/profil/spieler/413118,18773cfe077b0fb91009116d10f49e1c80cf8af7d9ef26656d880efe226ca8c7,2026-09-12T20:08:14.599350+00:00,2026-09-12,2026-09-12T20:15:06.389907+00:00
428954,Stéphane Diarra,Stéphane Imad Diarra,1998-12-09,74155,UD Santarém,,2026-09-11,2027-06-30,Sturm - Rechtsaußen,links,"1,73 m",Elfenbeinküste Frankreich,2521,FC Alverca,2028-06-30,"Name im Heimatland: Stéphane Imad Diarra Geb./Alter: 09.12.1998 (27) Geburtsort: Abidjan Größe: 1,73 m Staatsbürgerschaft: Elfenbeinküste Frankreich Position: Sturm - Rechtsaußen Fuß: links Spielerberater: Horizon Aktueller Verein: UD Santarém Im Team seit: 11.09.2026 Vertrag bis: 30.06.2027 Ausgeliehen von: FC Alverca Vertrag dort bis: 30.06.2028 Ausrüster: adidas Social Media:",CONFIRMED,https://www.transfermarkt.de/stephane-diarra/profil/spieler/428954,847959f752daa43fc0b9a02f466e2ec9f57b19794780a41ec1229554efcbb025,2026-09-12T20:08:16.192482+00:00,2026-09-12,2026-09-12T20:15:06.598966+00:00
433181,Tino Anjorin,Faustino Adebola Rasheed Anjorin,2001-11-23,1467,Göztepe,18,2026-09-04,2027-06-30,Mittelfeld - Zentrales Mittelfeld,rechts,"1,86 m",England Nigeria,416,FC Turin,2028-06-30,"Name im Heimatland: Faustino Adebola Rasheed Anjorin Geb./Alter: 23.11.2001 (24) Geburtsort: Poole Größe: 1,86 m Staatsbürgerschaft: England Nigeria Position: Mittelfeld - Zentrales Mittelfeld Fuß: rechts Spielerberater: LP Sport Management Aktueller Verein: Göztepe Im Team seit: 04.09.2026 Vertrag bis: 30.06.2027 Vertragsoption: Kaufoption Ausgeliehen von: FC Turin Vertrag dort bis: 30.06.2028 Ausrüster: adidas Social Media:",CONFIRMED,https://www.transfermarkt.de/tino-anjorin/profil/spieler/433181,082b2a445b8a4a71d5c62ac0ccb3831826e5168d7261f46f6226044404ab39d8,2026-09-12T20:08:16.714531+00:00,2026-09-12,2026-09-12T20:15:06.812013+00:00
459988,Gennaro Borrelli,,2000-03-10,126,Caykur Rizespor,29,2026-09-04,2027-06-30,Sturm - Mittelstürmer,rechts,"1,94 m",Italien,1390,Cagliari Calcio,2029-06-30,"Geb./Alter: 10.03.2000 (26) Geburtsort: Campobasso Größe: 1,94 m Staatsbürgerschaft: Italien Position: Sturm - Mittelstürmer Fuß: rechts Spielerberater: LIAN Sports Group Aktueller Verein: Caykur Rizespor Im Team seit: 04.09.2026 Vertrag bis: 30.06.2027 Ausgeliehen von: Cagliari Calcio Vertrag dort bis: 30.06.2029",CONFIRMED,https://www.transfermarkt.de/gennaro-borrelli/profil/spieler/459988,e618c7bb6efa0d1ae214e21eb63cdae6ac05344a996688bafa943fc19776619d,2026-09-12T20:08:17.675838+00:00,2026-09-12,2026-09-12T20:15:07.027244+00:00
467616,Luke Le Roux,Luke Gareth Le Roux,2000-03-10,520,Cercle Brügge,18,2026-09-10,2028-06-30,Mittelfeld - Zentrales Mittelfeld,rechts,"1,84 m",Südafrika,,,,"Name im Heimatland: Luke Gareth Le Roux Geb./Alter: 10.03.2000 (26) Geburtsort: Stellenbosch, Western Cape Größe: 1,84 m Staatsbürgerschaft: Südafrika Position: Mittelfeld - Zentrales Mittelfeld Fuß: rechts Spielerberater: CCC Aktueller Verein: Cercle Brügge Im Team seit: 10.09.2026 Vertrag bis: 30.06.2028 Social Media:",CONFIRMED,https://www.transfermarkt.de/luke-le-roux/profil/spieler/467616,8d67a157eebd79eaefd4fe7f79d147b789cb57ee9ea2e59ad125defe6842991a,2026-09-12T20:08:18.709823+00:00,2026-09-12,2026-09-12T20:15:07.234290+00:00
467632,Cristian Cásseres Jr.,Cristian Sleiker Cásseres Yépes,2000-01-20,415,FC Toulouse,23,2023-07-07,2028-06-30,Mittelfeld - Zentrales Mittelfeld,rechts,"1,76 m",Venezuela,,,,"Name im Heimatland: Cristian Sleiker Cásseres Yépes Geb./Alter: 20.01.2000 (26) Geburtsort: Caracas Größe: 1,76 m Staatsbürgerschaft: Venezuela Position: Mittelfeld - Zentrales Mittelfeld Fuß: rechts Spielerberater: T&C Aktueller Verein: FC Toulouse Im Team seit: 07.07.2023 Vertrag bis: 30.06.2028 Letzte Verlängerung: 07.09.2026 Social Media:",CONFIRMED,https://www.transfermarkt.de/cristian-casseres-jr-/profil/spieler/467632,9711887d5dfb4b2ceba3234519a7af878ce5e4f416eddcc748a16f773094d1e9,2026-09-12T20:08:19.751917+00:00,2026-09-12,2026-09-12T20:15:07.446349+00:00
478357,Anthony Correia,Anthony Paulo Rodrigues Correia,1999-09-06,7788,Académico Viseu FC,41,2025-07-01,2027-06-30,Abwehr - Innenverteidiger,beidfüßig,"1,85 m",Frankreich Portugal,,,,"Name im Heimatland: Anthony Paulo Rodrigues Correia Geb./Alter: 06.09.1999 (27) Geburtsort: Castres Größe: 1,85 m Staatsbürgerschaft: Frankreich Portugal Position: Abwehr - Innenverteidiger Fuß: beidfüßig Spielerberater: PromoSport Aktueller Verein: Académico Viseu FC Im Team seit: 01.07.2025 Vertrag bis: 30.06.2027 Social Media:",CONFIRMED,https://www.transfermarkt.de/anthony-correia/profil/spieler/478357,ba67c2a47f911cb1743d7a1803db507b08d4246d32766c0ceaf31e6482874acf,2026-09-12T20:08:24.947425+00:00,2026-09-12,2026-09-12T20:15:07.648755+00:00
482386,Qëndrim Zyba,,2001-02-03,697,FC Slovan Liberec,10,2024-07-10,2027-06-30,Mittelfeld - Zentrales Mittelfeld,rechts,"1,84 m",Kosovo,,,,"Geb./Alter: 03.02.2001 (25) Geburtsort: Therandë Größe: 1,84 m Staatsbürgerschaft: Kosovo Position: Mittelfeld - Zentrales Mittelfeld Fuß: rechts Spielerberater: EEA9 Aktueller Verein: FC Slovan Liberec Im Team seit: 10.07.2024 Vertrag bis: 30.06.2027 Social Media:",CONFIRMED,https://www.transfermarkt.de/qendrim-zyba/profil/spieler/482386,747e9e5b05873968e9b8f2ef7b3cf86395ac48ce12574d8eedffdde0d355ac24,2026-09-12T20:08:26.047428+00:00,2026-09-12,2026-09-12T20:15:07.883836+00:00
486054,Simion Michez,Simion Boubacar Michez,2002-02-09,354,KV Mechelen,23,2026-08-27,2029-06-30,Mittelfeld - Rechtes Mittelfeld,rechts,"1,78 m",Kamerun Belgien,,,,"Name im Heimatland: Simion Boubacar Michez Geb./Alter: 09.02.2002 (24) Geburtsort: Charleroi Größe: 1,78 m Staatsbürgerschaft: Kamerun Belgien Position: Mittelfeld - Rechtes Mittelfeld Fuß: rechts Spielerberater: AXL Aktueller Verein: KV Mechelen Im Team seit: 27.08.2026 Vertrag bis: 30.06.2029",CONFIRMED,https://www.transfermarkt.de/simion-michez/profil/spieler/486054,9a8fd46ca93f7f1379c69391cc46f3c920522e1bcbd30549161a3eaf7bfae479,2026-09-12T20:08:26.506639+00:00,2026-09-12,2026-09-12T20:15:08.134849+00:00
486628,Nicolas Penner,,2001-06-19,2598,FK Pribram,29,2026-09-08,2026-12-31,Mittelfeld - Zentrales Mittelfeld,rechts,"1,78 m",Tschechien,5546,FK Mlada Boleslav,,"Geb./Alter: 19.06.2001 (25) Geburtsort: České Budějovice Größe: 1,78 m Staatsbürgerschaft: Tschechien Position: Mittelfeld - Zentrales Mittelfeld Fuß: rechts Spielerberater: ESAM Aktueller Verein: FK Pribram Im Team seit: 08.09.2026 Vertrag bis: 31.12.2026 Ausgeliehen von: FK Mlada Boleslav Vertrag dort bis: -",CONFIRMED,https://www.transfermarkt.de/nicolas-penner/profil/spieler/486628,8a9e73c12369145d18c11c0cae833bcf865e923abc1751d95761d2a54e8ee1f1,2026-09-12T20:08:27.572995+00:00,2026-09-12,2026-09-12T20:15:08.346200+00:00
495601,Víctor Gómez,Víctor Gómez Perea,2000-04-01,1075,SC Braga,2,2023-07-01,2030-06-30,Abwehr - Rechter Verteidiger,rechts,"1,71 m",Spanien,,,,"Name im Heimatland: Víctor Gómez Perea Geb./Alter: 01.04.2000 (26) Geburtsort: Olesa de Montserrat Größe: 1,71 m Staatsbürgerschaft: Spanien Position: Abwehr - Rechter Verteidiger Fuß: rechts Spielerberater: DV7 Management Aktueller Verein: SC Braga Im Team seit: 01.07.2023 Vertrag bis: 30.06.2030 Ausrüster: Nike Social Media:",CONFIRMED,https://www.transfermarkt.de/victor-gomez/profil/spieler/495601,13939cfeb6b4bf8d2bb93a6c55ad5232885375b26aa9d770cbcbf63e411ac5b1,2026-09-12T20:08:28.643557+00:00,2026-09-12,2026-09-12T20:15:08.555166+00:00
