league,club,player_tm_id,source_player_name,dob,native_fm_id,native_fifa_id,native_name,native_dob,native_club_id,target_club_id,status,identity_method,source_url,source_sha256,queue_source,queue_source_sha256,provenance
BEL1,KVC Westerlo,124182,Sergiy Sydorchuk,1991-05-02,235622,220948,Serhiy Sydorchuk,1991-05-02,458763,458763,CONFIRMED,EXISTING_OVERRIDE_FIFA_DOB,https://www.transfermarkt.de/sergiy-sydorchuk/profil/spieler/124182,25c262ed0f35ff0b4d7a14c09436ea19beedd0bd09c5d2f85b8e8bbcb6779a08,https://www.transfermarkt.de/kvc-westerlo/kader/verein/968/saison_id/2026/plus/1,4b321535def794641a57896ea3b395b11fb16964a25bb51fab6f75bf5e2a3382,Fresh profile https://www.transfermarkt.de/sergiy-sydorchuk/profil/spieler/124182 sha256=25c262ed0f35ff0b4d7a14c09436ea19beedd0bd09c5d2f85b8e8bbcb6779a08; Native08 reread current FIFA+DOB/name bridge via EXISTING_OVERRIDE_FIFA_DOB; no FM-only bridge.
NED1,NEC Nijmegen,763948,Dele Thomas,2007-07-23,291536,0,Ayodele Thomas,2007-07-23,2228235,2228235,CONFIRMED,EXISTING_OVERRIDE_NAME_DOB,https://www.transfermarkt.de/dele-thomas/profil/spieler/763948,19553620d01878a6322bd13afc6d59e4ed178e711254f7d8b19e7d4303c923db,https://www.transfermarkt.de/nec-nijmegen/kader/verein/467/saison_id/2026/plus/1,afaf186de0e68283482d701cbcab4af6ebdee0f811b6b205c1c3767c120d442d,Fresh profile https://www.transfermarkt.de/dele-thomas/profil/spieler/763948 sha256=19553620d01878a6322bd13afc6d59e4ed178e711254f7d8b19e7d4303c923db; Native08 reread current FIFA+DOB/name bridge via EXISTING_OVERRIDE_NAME_DOB; no FM-only bridge.
POR1,Vitória Guimarães SC,902869,Rica Rocha,2003-09-07,286665,81519,Ricardo Rocha,2003-09-07,2490397,2490397,CONFIRMED,CONTROLLED_NAME_VARIANT,https://www.transfermarkt.de/rica-rocha/profil/spieler/902869,2d6114081ecf00accc2a3670ebbc81faed8ab51e5c7eeb6d48aaefa43ca30217,https://www.transfermarkt.de/vitoria-guimaraes-sc/kader/verein/2420/saison_id/2026/plus/1,d099b13b522be7fac0425b4aea5d56eb91b99f04255377a276820a33f184d54a,Fresh profile https://www.transfermarkt.de/rica-rocha/profil/spieler/902869 sha256=2d6114081ecf00accc2a3670ebbc81faed8ab51e5c7eeb6d48aaefa43ca30217; Native08 reread current FIFA+DOB/name bridge via CONTROLLED_NAME_VARIANT; no FM-only bridge.
BEL1,KAA Gent,922792,Mouhamed Ngom,2000-05-12,128455,0,Bachir Ngom,2000-05-12,458753,458753,CONFIRMED,EXISTING_OVERRIDE_NAME_DOB,https://www.transfermarkt.de/mouhamed-ngom/profil/spieler/922792,b9fff681c8bb13860602a87b624befda9bcee0c3cf7535b66ca1176664176813,https://www.transfermarkt.de/kaa-gent/kader/verein/157/saison_id/2026/plus/1,a5b71d08783f71f42f77878fb8e7c874a9219213a9eb349e06a527ae5323fbd1,Fresh profile https://www.transfermarkt.de/mouhamed-ngom/profil/spieler/922792 sha256=b9fff681c8bb13860602a87b624befda9bcee0c3cf7535b66ca1176664176813; Native08 reread current FIFA+DOB/name bridge via EXISTING_OVERRIDE_NAME_DOB; no FM-only bridge.
POR1,SC Braga,938156,Tommy Marqués,2006-10-30,283370,0,Tomàs Marqués,2006-10-30,2490374,2490374,CONFIRMED,EXISTING_OVERRIDE_NAME_DOB,https://www.transfermarkt.de/tommy-marques/profil/spieler/938156,2a69db483292a155b94e6f2aab2cda6677dde655ba95ef96aa0c1cca80f0d6e5,https://www.transfermarkt.de/sc-braga/kader/verein/1075/saison_id/2026/plus/1,a179610f71e6ea7b41b62a1d2448a6aa9ceac20ea3d9356ad08e919d3506e2a7,Fresh profile https://www.transfermarkt.de/tommy-marques/profil/spieler/938156 sha256=2a69db483292a155b94e6f2aab2cda6677dde655ba95ef96aa0c1cca80f0d6e5; Native08 reread current FIFA+DOB/name bridge via EXISTING_OVERRIDE_NAME_DOB; no FM-only bridge.
NED1,FC Twente Enschede,997646,Lucas Vennegoor of Hesselink,2006-03-14,295000,70539,Lucas V. of Hesselink,2006-03-14,2228240,2228240,CONFIRMED,EXISTING_OVERRIDE_FIFA_DOB,https://www.transfermarkt.de/lucas-vennegoor-of-hesselink/profil/spieler/997646,bfb3afb8d5db89e520ee66079f23e01282842723b30b53eba351ebccfae689a9,https://www.transfermarkt.de/fc-twente-enschede/kader/verein/317/saison_id/2026/plus/1,3a88783defe3265cdb46e106767dac7174efc657a3cea53406b14dfc377cde23,Fresh profile https://www.transfermarkt.de/lucas-vennegoor-of-hesselink/profil/spieler/997646 sha256=bfb3afb8d5db89e520ee66079f23e01282842723b30b53eba351ebccfae689a9; Native08 reread current FIFA+DOB/name bridge via EXISTING_OVERRIDE_FIFA_DOB; no FM-only bridge.
POR1,GD Estoril Praia,1026524,Sam Amissah,2007-03-07,23675,0,Samuel Amissah,2007-03-07,2490386,2490386,CONFIRMED,EXISTING_OVERRIDE_NAME_DOB,https://www.transfermarkt.de/sam-amissah/profil/spieler/1026524,055b09a2d1d5b032e704382ad81993cfd0c2590ffea9a9e524debc6aa0cf049e,https://www.transfermarkt.de/gd-estoril-praia/kader/verein/1465/saison_id/2026/plus/1,1f4451857a09faf4bc5a12d1790c126a29e1c7346930e118c1c73d3f15c8f2d8,Fresh profile https://www.transfermarkt.de/sam-amissah/profil/spieler/1026524 sha256=055b09a2d1d5b032e704382ad81993cfd0c2590ffea9a9e524debc6aa0cf049e; Native08 reread current FIFA+DOB/name bridge via EXISTING_OVERRIDE_NAME_DOB; no FM-only bridge.
POR1,CD Nacional,1047861,Watts,2005-07-14,286859,72690,Martim Watts,2005-07-14,2490378,2490378,CONFIRMED,CONTROLLED_NAME_VARIANT,https://www.transfermarkt.de/watts/profil/spieler/1047861,a49cbf8b95893f135926c2273db716dfc4c254198e8657f340307ed2247a5752,https://www.transfermarkt.de/cd-nacional/kader/verein/982/saison_id/2026/plus/1,85c1a326ea7d9109ff431c2a95c9c0488100e0183b1e7c799d926c40ecb8dba6,Fresh profile https://www.transfermarkt.de/watts/profil/spieler/1047861 sha256=a49cbf8b95893f135926c2273db716dfc4c254198e8657f340307ed2247a5752; Native08 reread current FIFA+DOB/name bridge via CONTROLLED_NAME_VARIANT; no FM-only bridge.
TUR1,Besiktas JK,1076666,Ahmet Sami Bircan,2007-01-24,199909,0,Ahmet Bircan,2007-01-24,3145824,3145824,CONFIRMED,CONTROLLED_NAME_VARIANT,https://www.transfermarkt.de/ahmet-sami-bircan/profil/spieler/1076666,0d622a9832d566d69f5ed165e4681c3e27d785d2cd4e688a600904f4a716b63c,https://www.transfermarkt.de/besiktas-jk/kader/verein/114/saison_id/2026/plus/1,f46df64dc3feb409a79ae254926c9517fdba2f5e40a9e4ebf8000fc6f191e791,Fresh profile https://www.transfermarkt.de/ahmet-sami-bircan/profil/spieler/1076666 sha256=0d622a9832d566d69f5ed165e4681c3e27d785d2cd4e688a600904f4a716b63c; Native08 reread current FIFA+DOB/name bridge via CONTROLLED_NAME_VARIANT; no FM-only bridge.
NED1,SC Telstar,1086915,Abdelraffie Benzzine,2006-04-04,290954,80585,Raffie Benzzine,2006-04-04,2228252,2228252,CONFIRMED,CONTROLLED_NAME_VARIANT,https://www.transfermarkt.de/abdelraffie-benzzine/profil/spieler/1086915,73c64a2a986132fcb619427353fa1184b048ef61d560a6047edeecf81c409d4a,https://www.transfermarkt.de/sc-telstar/kader/verein/1434/saison_id/2026/plus/1,ae77e5dfbed0657e8ac7db9c5bfa54cdae9a9aa41389f9224cb5b1406e993f05,Fresh profile https://www.transfermarkt.de/abdelraffie-benzzine/profil/spieler/1086915 sha256=73c64a2a986132fcb619427353fa1184b048ef61d560a6047edeecf81c409d4a; Native08 reread current FIFA+DOB/name bridge via CONTROLLED_NAME_VARIANT; no FM-only bridge.
POR1,Vitória Guimarães SC,1093061,Santi Verdi,2008-05-05,286660,0,Santiago Verdi,2008-05-05,2490397,2490397,CONFIRMED,CONTROLLED_NAME_VARIANT,https://www.transfermarkt.de/santi-verdi/profil/spieler/1093061,5f9b55be0b52b4330910a70797c48e1324fb081724deb3dbf0fe5febfb7cf285,https://www.transfermarkt.de/vitoria-guimaraes-sc/kader/verein/2420/saison_id/2026/plus/1,d099b13b522be7fac0425b4aea5d56eb91b99f04255377a276820a33f184d54a,Fresh profile https://www.transfermarkt.de/santi-verdi/profil/spieler/1093061 sha256=5f9b55be0b52b4330910a70797c48e1324fb081724deb3dbf0fe5febfb7cf285; Native08 reread current FIFA+DOB/name bridge via CONTROLLED_NAME_VARIANT; no FM-only bridge.
ITA1,AC Monza,1143375,Foe Ondoa,2005-12-12,153646,279018,Manga Foé Ondoa,2005-12-12,1769533,1769533,CONFIRMED,EXISTING_OVERRIDE_FIFA_DOB,https://www.transfermarkt.de/foe-ondoa/profil/spieler/1143375,a5ea5f92a64ee7c920c81576b54d34ea45dbace6edc04d4f3f8e964f4e068bb8,https://www.transfermarkt.de/ac-monza/kader/verein/2919/saison_id/2026/plus/1,8f193279202724cc57a68a08441deb0fe889b73d8d97804595e81268516bfe10,Fresh profile https://www.transfermarkt.de/foe-ondoa/profil/spieler/1143375 sha256=a5ea5f92a64ee7c920c81576b54d34ea45dbace6edc04d4f3f8e964f4e068bb8; Native08 reread current FIFA+DOB/name bridge via EXISTING_OVERRIDE_FIFA_DOB; no FM-only bridge.
TUR1,Trabzonspor,1152080,Erol Can Çolak,2006-01-02,297175,0,Erol Çolak,2006-01-02,3145826,3145826,CONFIRMED,CONTROLLED_NAME_VARIANT,https://www.transfermarkt.de/erol-can-colak/profil/spieler/1152080,bb2f860c6cffda45a0a8c0c564b1368fb9dee3bee1dbd60aec38669552f790a6,https://www.transfermarkt.de/trabzonspor/kader/verein/449/saison_id/2026/plus/1,46d6b6df3f94c27fce5372bec00addc6ddbe5736f874af98f7a926a67acd515f,Fresh profile https://www.transfermarkt.de/erol-can-colak/profil/spieler/1152080 sha256=bb2f860c6cffda45a0a8c0c564b1368fb9dee3bee1dbd60aec38669552f790a6; Native08 reread current FIFA+DOB/name bridge via CONTROLLED_NAME_VARIANT; no FM-only bridge.
TUR1,Gaziantep FK,1181959,İbrahim Kağan Alkış,2006-01-01,200299,0,İbrahim Alkış,2006-01-01,3145773,3145773,CONFIRMED,CONTROLLED_NAME_VARIANT,https://www.transfermarkt.de/ibrahim-kagan-alkis/profil/spieler/1181959,16da470fa60024442581b9264c6ca3d6ecb1cf53c77d2eff693976cb136d6c8d,https://www.transfermarkt.de/gaziantep-fk/kader/verein/2832/saison_id/2026/plus/1,81446f340c520f2c5aff4253c251edc727d259530fe5221a6b24ee6cfb9e01e1,Fresh profile https://www.transfermarkt.de/ibrahim-kagan-alkis/profil/spieler/1181959 sha256=16da470fa60024442581b9264c6ca3d6ecb1cf53c77d2eff693976cb136d6c8d; Native08 reread current FIFA+DOB/name bridge via CONTROLLED_NAME_VARIANT; no FM-only bridge.
BEL1,Royal Antwerpen FC,1184725,Jeff Godelaine,2007-04-26,235360,0,Jef Godelaine,2007-04-26,458785,458785,CONFIRMED,CONTROLLED_NAME_VARIANT,https://www.transfermarkt.de/jeff-godelaine/profil/spieler/1184725,36b4cde7a71e4e61720dfa32270d82b1d068451509154698d243ba0adfda6b84,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,Fresh profile https://www.transfermarkt.de/jeff-godelaine/profil/spieler/1184725 sha256=36b4cde7a71e4e61720dfa32270d82b1d068451509154698d243ba0adfda6b84; Native08 reread current FIFA+DOB/name bridge via CONTROLLED_NAME_VARIANT; no FM-only bridge.
TUR1,Genclerbirligi Ankara,1189059,Berk Deniz Çukurcu,2008-01-02,200422,0,Berk Çukurcu,2008-01-02,3145836,3145836,CONFIRMED,CONTROLLED_NAME_VARIANT,https://www.transfermarkt.de/berk-deniz-cukurcu/profil/spieler/1189059,b92ff4bdafd4aa44424f8df037dd3e14bd46930adea9976c06d7dbd57ded24a5,https://www.transfermarkt.de/genclerbirligi-ankara/kader/verein/820/saison_id/2026/plus/1,9fb824ef54d8cf6c84b7b150acc7ac82c0b5fa7fc8222f7f3c24c366e83db062,Fresh profile https://www.transfermarkt.de/berk-deniz-cukurcu/profil/spieler/1189059 sha256=b92ff4bdafd4aa44424f8df037dd3e14bd46930adea9976c06d7dbd57ded24a5; Native08 reread current FIFA+DOB/name bridge via CONTROLLED_NAME_VARIANT; no FM-only bridge.
TUR1,Corum FK,1197994,Hasanege Akdoğan,2008-03-08,202118,0,Hasan Ege Akdoğan,2008-03-08,3149831,3149831,CONFIRMED,EXACT_PROFILE_DOB_NAME,https://www.transfermarkt.de/hasanege-akdogan/profil/spieler/1197994,88cc0d43fd15aa9c6be7649a616dde5a6536fa3739930959420e221236bdb90f,https://www.transfermarkt.de/corum-fk/kader/verein/37951/saison_id/2026/plus/1,09798c50638e371505f186cb7a6cb29472c2df6e777856de0739225fb6d74803,Fresh profile https://www.transfermarkt.de/hasanege-akdogan/profil/spieler/1197994 sha256=88cc0d43fd15aa9c6be7649a616dde5a6536fa3739930959420e221236bdb90f; Native08 reread current FIFA+DOB/name bridge via EXACT_PROFILE_DOB_NAME; no FM-only bridge.
POR1,FC Alverca,1218658,Samy Jr. Merheg,2006-12-06,231629,0,Samy Merheg,2006-12-06,2490393,2490393,CONFIRMED,EXISTING_OVERRIDE_NAME_DOB,https://www.transfermarkt.de/samy-jr-merheg/profil/spieler/1218658,0961004043053c61e398926533ce23dc0252462b50e80ec9d2ce9a4708ef66e2,https://www.transfermarkt.de/fc-alverca/kader/verein/2521/saison_id/2026/plus/1,7f5d01cde12ec5554a0cdae5ccc699031abd54d7e473e99ebf2c44e9a519b8ae,Fresh profile https://www.transfermarkt.de/samy-jr-merheg/profil/spieler/1218658 sha256=0961004043053c61e398926533ce23dc0252462b50e80ec9d2ce9a4708ef66e2; Native08 reread current FIFA+DOB/name bridge via EXISTING_OVERRIDE_NAME_DOB; no FM-only bridge.
TUR1,Samsunspor,1237420,Efe Yiğit Üstün,2008-05-07,297327,0,Efe Üstün,2008-05-07,3145745,3145745,CONFIRMED,CONTROLLED_NAME_VARIANT,https://www.transfermarkt.de/efe-yigit-ustun/profil/spieler/1237420,686f01bbf6404c0988831e8e8b78fdc5c1d7aec597f837dc9d272fab8d8e6199,https://www.transfermarkt.de/samsunspor/kader/verein/152/saison_id/2026/plus/1,4e99640342d6c03de82a839147f9c53a0cc4bc14523c727d2894fc2df5432171,Fresh profile https://www.transfermarkt.de/efe-yigit-ustun/profil/spieler/1237420 sha256=686f01bbf6404c0988831e8e8b78fdc5c1d7aec597f837dc9d272fab8d8e6199; Native08 reread current FIFA+DOB/name bridge via CONTROLLED_NAME_VARIANT; no FM-only bridge.
POR1,Casa Pia AC,1241219,Kaly,2003-11-27,288050,77337,Khaly,2003-11-27,2494469,2494469,CONFIRMED,CONTROLLED_NAME_VARIANT,https://www.transfermarkt.de/kaly/profil/spieler/1241219,9f0f842e9faa0eaf5294f330272f903dba92895be802da4a6619ec64ccb69f80,https://www.transfermarkt.de/casa-pia-ac/kader/verein/3268/saison_id/2026/plus/1,a3e2a5277eff3871e27db7ef969d3905123f5c71aebb08128024f85e9a547b72,Fresh profile https://www.transfermarkt.de/kaly/profil/spieler/1241219 sha256=9f0f842e9faa0eaf5294f330272f903dba92895be802da4a6619ec64ccb69f80; Native08 reread current FIFA+DOB/name bridge via CONTROLLED_NAME_VARIANT; no FM-only bridge.
TUR1,Erzurumspor FK,1296109,Ömer Arda Kara,2007-10-31,200763,0,Ömer Kara,2007-10-31,3145765,3145765,CONFIRMED,CONTROLLED_NAME_VARIANT,https://www.transfermarkt.de/omer-arda-kara/profil/spieler/1296109,21965b5d96d558c0f3f4f0f59ecfee846d03d895568da0571d989136d4eb1191,https://www.transfermarkt.de/erzurumspor-fk/kader/verein/39722/saison_id/2026/plus/1,aaa2316b00aefef231faf95d7f3e3871f7c712aaa423cb88c256177acd6d2902,Fresh profile https://www.transfermarkt.de/omer-arda-kara/profil/spieler/1296109 sha256=21965b5d96d558c0f3f4f0f59ecfee846d03d895568da0571d989136d4eb1191; Native08 reread current FIFA+DOB/name bridge via CONTROLLED_NAME_VARIANT; no FM-only bridge.
FRA1,RC Lens,1297674,Mezian Mesloub,2009-11-08,290581,0,Mezian Soares,2009-11-08,1179664,1179664,CONFIRMED,CONTROLLED_NAME_VARIANT,https://www.transfermarkt.de/mezian-mesloub/profil/spieler/1297674,73e1292611388db0b810d6c2f29b43ecb90835ed28f6f1b499ddd0ea4e548347,https://www.transfermarkt.de/rc-lens/kader/verein/826/saison_id/2026/plus/1,7fb4fc29a59ca1fd1875a851a1378fb40304c090e369d517a86f6d13f80ab3c8,Fresh profile https://www.transfermarkt.de/mezian-mesloub/profil/spieler/1297674 sha256=73e1292611388db0b810d6c2f29b43ecb90835ed28f6f1b499ddd0ea4e548347; Native08 reread current FIFA+DOB/name bridge via CONTROLLED_NAME_VARIANT; no FM-only bridge.
ITA1,Venezia FC,1371198,Ale Gomes,2008-02-14,289726,0,Alejandro Gomes,2008-02-14,1769500,1769500,CONFIRMED,EXISTING_OVERRIDE_NAME_DOB,https://www.transfermarkt.de/ale-gomes/profil/spieler/1371198,ead39eb014f10bdfae7352026f498c66f6b8c0aba74ceb009e1750770504b1a9,https://www.transfermarkt.de/venezia-fc/kader/verein/607/saison_id/2026/plus/1,d88fc7110893de0f0661e79b4c48d86142d14d93f73bc112159c1995caefb0e9,Fresh profile https://www.transfermarkt.de/ale-gomes/profil/spieler/1371198 sha256=ead39eb014f10bdfae7352026f498c66f6b8c0aba74ceb009e1750770504b1a9; Native08 reread current FIFA+DOB/name bridge via EXISTING_OVERRIDE_NAME_DOB; no FM-only bridge.
TUR1,Genclerbirligi Ankara,1442800,Prince Martor Jr.,2007-07-09,200420,0,Prince Martor,2007-07-09,3145836,3145836,CONFIRMED,CONTROLLED_NAME_VARIANT,https://www.transfermarkt.de/prince-martor-jr-/profil/spieler/1442800,c639664fdd6e57a06b5abf3a471dd9aa97771ef79c5d4f344e11ea96b6c2ee77,https://www.transfermarkt.de/genclerbirligi-ankara/kader/verein/820/saison_id/2026/plus/1,9fb824ef54d8cf6c84b7b150acc7ac82c0b5fa7fc8222f7f3c24c366e83db062,Fresh profile https://www.transfermarkt.de/prince-martor-jr-/profil/spieler/1442800 sha256=c639664fdd6e57a06b5abf3a471dd9aa97771ef79c5d4f344e11ea96b6c2ee77; Native08 reread current FIFA+DOB/name bridge via CONTROLLED_NAME_VARIANT; no FM-only bridge.
