league,club_name,club_tm_id,player_tm_id,player,dob,club_id,status,decision,profile_source,profile_sha256,source_url,source_sha256,exact_candidates,duplicate_leads,fuzzy_candidates,known_aliases_searched,review_reason,provenance
BEL1,Royal Charleroi SC,172,1318685,Naël Lucas Piron,2008-09-28,458761,REVIEW_REQUIRED,REVIEW_REQUIRED,https://www.transfermarkt.de/nael-piron/profil/spieler/1318685,9cbca79ada9327192440a7582ea9727a07810617bb9e30459b31beead8ff4a38,https://www.transfermarkt.de/royal-charleroi-sc/kader/verein/172/saison_id/2026/plus/1,be345af7e14ab40246420c64e873b34283e56e8aafa6f5b344acf44cf11dfec1,[],"{""people"": [{""fm_id"": ""235575"", ""fifa_id"": ""0"", ""name"": ""Naël Piron"", ""dob"": ""2008-08-28"", ""club_id"": ""458761""}], ""reasons"": {""235575"": [""EXACT_NAME_DIFFERENT_DOB_SAME_CLUB""]}}",[],"[""Naël Piron"", ""Naël Lucas Piron""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/nael-piron/profil/spieler/1318685 sha256=9cbca79ada9327192440a7582ea9727a07810617bb9e30459b31beead8ff4a38; queue https://www.transfermarkt.de/royal-charleroi-sc/kader/verein/172/saison_id/2026/plus/1 sha256=be345af7e14ab40246420c64e873b34283e56e8aafa6f5b344acf44cf11dfec1; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,Royal Charleroi SC,172,820146,Check Keita,2003-04-02,458761,REVIEW_REQUIRED,REVIEW_REQUIRED,https://www.transfermarkt.de/check-keita/profil/spieler/820146,8d790d89a7700fc2dd8ef7bf9c07c789b4839a8881af9ecee892f374d8ee37d0,https://www.transfermarkt.de/royal-charleroi-sc/kader/verein/172/saison_id/2026/plus/1,be345af7e14ab40246420c64e873b34283e56e8aafa6f5b344acf44cf11dfec1,[],"{""people"": [], ""reasons"": {}}","[{""score"": 0.9524, ""fm_id"": ""235539"", ""fifa_id"": ""272407"", ""name"": ""Cheick Keita"", ""dob"": ""2003-04-02"", ""club_id"": ""458761""}]","[""Check Keita""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/check-keita/profil/spieler/820146 sha256=8d790d89a7700fc2dd8ef7bf9c07c789b4839a8881af9ecee892f374d8ee37d0; queue https://www.transfermarkt.de/royal-charleroi-sc/kader/verein/172/saison_id/2026/plus/1 sha256=be345af7e14ab40246420c64e873b34283e56e8aafa6f5b344acf44cf11dfec1; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,Club Brügge,2282,1334900,Gianluca Tommaso	Okon-Engstler,2009-01-24,458756,REVIEW_REQUIRED,REVIEW_REQUIRED,https://www.transfermarkt.de/gianluca-okon-engstler/profil/spieler/1334900,592070b80740a38e8dd277f3221f628d581b2e70eb4467c7ceff9818b0879393,https://www.transfermarkt.de/club-brugge/kader/verein/2282/saison_id/2026/plus/1,1fee205997362283be46f8cb9c009c85aa038ae7b79a372e8ad66b82b032cebd,[],"{""people"": [{""fm_id"": ""235097"", ""fifa_id"": ""0"", ""name"": ""Gianluca Okon"", ""dob"": ""2009-01-24"", ""club_id"": ""458756""}], ""reasons"": {""235097"": [""SAME_DOB_NATIVE_NAME_COMPONENTS_IN_VERIFIED_FULL_NAME""]}}","[{""score"": 0.6154, ""fm_id"": ""235097"", ""fifa_id"": ""0"", ""name"": ""Gianluca Okon"", ""dob"": ""2009-01-24"", ""club_id"": ""458756""}]","[""Gianluca Okon-Engstler"", ""Gianluca Tommaso\tOkon-Engstler""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/gianluca-okon-engstler/profil/spieler/1334900 sha256=592070b80740a38e8dd277f3221f628d581b2e70eb4467c7ceff9818b0879393; queue https://www.transfermarkt.de/club-brugge/kader/verein/2282/saison_id/2026/plus/1 sha256=1fee205997362283be46f8cb9c009c85aa038ae7b79a372e8ad66b82b032cebd; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,Oud-Heverlee Leuven,2727,1211302,Matteo Heremans,2006-01-08,458775,REVIEW_REQUIRED,CREATE_READY,https://www.transfermarkt.de/matteo-heremans/profil/spieler/1211302,992d51f9e5521fa8a0ad096d973e2ae9eb52d600a8ad4e951d93ce82ca4dd650,https://www.transfermarkt.de/oud-heverlee-leuven/kader/verein/2727/saison_id/2026/plus/1,13369b1472ae4137934608499f3a290781d8b7a96223b8e0488ea6f56621495e,[],"{""people"": [], ""reasons"": {}}",[],"[""Matteo Heremans""]","adult scoped-squad profile with zero exact, duplicate-index, and fuzzy candidates",Profile https://www.transfermarkt.de/matteo-heremans/profil/spieler/1211302 sha256=992d51f9e5521fa8a0ad096d973e2ae9eb52d600a8ad4e951d93ce82ca4dd650; queue https://www.transfermarkt.de/oud-heverlee-leuven/kader/verein/2727/saison_id/2026/plus/1 sha256=13369b1472ae4137934608499f3a290781d8b7a96223b8e0488ea6f56621495e; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,Oud-Heverlee Leuven,2727,946964,Viktor Damjanić,2005-11-03,458775,REVIEW_REQUIRED,REVIEW_REQUIRED,https://www.transfermarkt.de/viktor-damjanic/profil/spieler/946964,44103bff85743ef630b92ac7603855af785b9a6cd3c0b9278ee0388af5c0bfb0,https://www.transfermarkt.de/oud-heverlee-leuven/kader/verein/2727/saison_id/2026/plus/1,13369b1472ae4137934608499f3a290781d8b7a96223b8e0488ea6f56621495e,[],"{""people"": [{""fm_id"": ""235954"", ""fifa_id"": ""80004"", ""name"": ""Viktor Damjanić"", ""dob"": ""2005-03-11"", ""club_id"": ""458775""}], ""reasons"": {""235954"": [""EXACT_NAME_DIFFERENT_DOB_SAME_CLUB""]}}",[],"[""Viktor Damjanic"", ""Viktor Damjanić""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/viktor-damjanic/profil/spieler/946964 sha256=44103bff85743ef630b92ac7603855af785b9a6cd3c0b9278ee0388af5c0bfb0; queue https://www.transfermarkt.de/oud-heverlee-leuven/kader/verein/2727/saison_id/2026/plus/1 sha256=13369b1472ae4137934608499f3a290781d8b7a96223b8e0488ea6f56621495e; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,SK Beveren,28643,1492856,Raymond Junior Devis Diouf,2007-08-16,458788,REVIEW_REQUIRED,CREATE_READY,https://www.transfermarkt.de/junior-diouf/profil/spieler/1492856,ee8768f4049a7eab2621a80f0b7e50dd4ee882eeae447cbd3f43d0458f1ab5d7,https://www.transfermarkt.de/sk-beveren/kader/verein/28643/saison_id/2026/plus/1,7bd09a7ce8449fd8a09e77af941f3d0069233ed39a454f5073c6ab7bfe083ae7,[],"{""people"": [], ""reasons"": {}}",[],"[""Junior Diouf"", ""Raymond Junior Devis Diouf""]","adult scoped-squad profile with zero exact, duplicate-index, and fuzzy candidates",Profile https://www.transfermarkt.de/junior-diouf/profil/spieler/1492856 sha256=ee8768f4049a7eab2621a80f0b7e50dd4ee882eeae447cbd3f43d0458f1ab5d7; queue https://www.transfermarkt.de/sk-beveren/kader/verein/28643/saison_id/2026/plus/1 sha256=7bd09a7ce8449fd8a09e77af941f3d0069233ed39a454f5073c6ab7bfe083ae7; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,SK Beveren,28643,743377,Noah Emmanuel M. Mawete Kinsiona,2005-10-17,458788,REVIEW_REQUIRED,REVIEW_REQUIRED,https://www.transfermarkt.de/noah-mawete/profil/spieler/743377,e5652f7dda03cd4e6acaa21bab2daeccf23cdb35b94c1f086e81f1327c8c6862,https://www.transfermarkt.de/sk-beveren/kader/verein/28643/saison_id/2026/plus/1,7bd09a7ce8449fd8a09e77af941f3d0069233ed39a454f5073c6ab7bfe083ae7,[],"{""people"": [{""fm_id"": ""236612"", ""fifa_id"": ""0"", ""name"": ""Noah Mawete Kinsiona"", ""dob"": ""2005-10-17"", ""club_id"": ""458788""}], ""reasons"": {""236612"": [""SAME_DOB_NATIVE_NAME_COMPONENTS_IN_VERIFIED_FULL_NAME""]}}","[{""score"": 0.8, ""fm_id"": ""236612"", ""fifa_id"": ""0"", ""name"": ""Noah Mawete Kinsiona"", ""dob"": ""2005-10-17"", ""club_id"": ""458788""}]","[""Noah Mawete"", ""Noah Emmanuel M. Mawete Kinsiona""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/noah-mawete/profil/spieler/743377 sha256=e5652f7dda03cd4e6acaa21bab2daeccf23cdb35b94c1f086e81f1327c8c6862; queue https://www.transfermarkt.de/sk-beveren/kader/verein/28643/saison_id/2026/plus/1 sha256=7bd09a7ce8449fd8a09e77af941f3d0069233ed39a454f5073c6ab7bfe083ae7; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,Zulte Waregem,3508,1507561,Mouhamadou Yoro Sall,2007-10-21,458782,REVIEW_REQUIRED,CREATE_READY,https://www.transfermarkt.de/mouhamadou-sall/profil/spieler/1507561,475f80c7ffb6b3c585765053fd43b35bbad380e1d60831782067a08b7f0740db,https://www.transfermarkt.de/zulte-waregem/kader/verein/3508/saison_id/2026/plus/1,0acbb0eca1723445958969f80be44f59778e527ba0095de244c35e56e3b9068e,[],"{""people"": [], ""reasons"": {}}",[],"[""Mouhamadou Sall"", ""Mouhamadou Yoro Sall""]","adult scoped-squad profile with zero exact, duplicate-index, and fuzzy candidates",Profile https://www.transfermarkt.de/mouhamadou-sall/profil/spieler/1507561 sha256=475f80c7ffb6b3c585765053fd43b35bbad380e1d60831782067a08b7f0740db; queue https://www.transfermarkt.de/zulte-waregem/kader/verein/3508/saison_id/2026/plus/1 sha256=0acbb0eca1723445958969f80be44f59778e527ba0095de244c35e56e3b9068e; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,KV Mechelen,354,1192697,Axel Willockx,2007-02-07,458787,REVIEW_REQUIRED,REVIEW_REQUIRED,https://www.transfermarkt.de/axel-willockx/profil/spieler/1192697,090df29cf949afbe408214080197a126c937135e21e8de5d55f5bf2e0745f6f2,https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1,def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5,[],"{""people"": [{""fm_id"": ""235744"", ""fifa_id"": ""79337"", ""name"": ""Axel Willockx"", ""dob"": ""2007-07-02"", ""club_id"": ""458787""}], ""reasons"": {""235744"": [""EXACT_NAME_DIFFERENT_DOB_SAME_CLUB""]}}",[],"[""Axel Willockx""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/axel-willockx/profil/spieler/1192697 sha256=090df29cf949afbe408214080197a126c937135e21e8de5d55f5bf2e0745f6f2; queue https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1 sha256=def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,KV Mechelen,354,1269453,أمين الوهابي,2008-07-04,458787,REVIEW_REQUIRED,REVIEW_REQUIRED,https://www.transfermarkt.de/amine-ouahabi/profil/spieler/1269453,08ef3ae9993ac946d25bb8e6f9224a8aa2c2c509ff326ea21d17d7b0fe0af80f,https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1,def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5,[],"{""people"": [{""fm_id"": ""235756"", ""fifa_id"": ""80032"", ""name"": ""Amine Ouahabi"", ""dob"": ""2008-07-14"", ""club_id"": ""458787""}], ""reasons"": {""235756"": [""EXACT_NAME_DIFFERENT_DOB_SAME_CLUB""]}}",[],"[""Amine Ouahabi"", ""أمين الوهابي""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/amine-ouahabi/profil/spieler/1269453 sha256=08ef3ae9993ac946d25bb8e6f9224a8aa2c2c509ff326ea21d17d7b0fe0af80f; queue https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1 sha256=def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,KV Mechelen,354,1318352,Malcolm Bendele Lohunanu-Mbasi,2008-05-11,458787,REVIEW_REQUIRED,CREATE_READY,https://www.transfermarkt.de/malcolm-lohunanu-mbasi/profil/spieler/1318352,7fa78f1dbc32d0d993fd650d90615a86dcc0e0c822ed09f35739f840b995e4e2,https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1,def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5,[],"{""people"": [], ""reasons"": {}}",[],"[""Malcolm Lohunanu-Mbasi"", ""Malcolm Bendele Lohunanu-Mbasi""]","adult scoped-squad profile with zero exact, duplicate-index, and fuzzy candidates",Profile https://www.transfermarkt.de/malcolm-lohunanu-mbasi/profil/spieler/1318352 sha256=7fa78f1dbc32d0d993fd650d90615a86dcc0e0c822ed09f35739f840b995e4e2; queue https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1 sha256=def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
BEL1,KV Mechelen,354,661208,Leo Fuhr Hjelde,2003-08-26,458787,CONFIRMED,KNOWN_IDENTITY,https://www.transfermarkt.de/leo-hjelde/profil/spieler/661208,5a4ae600c04625c9e2c548ef1c1a8e32cd2e7b50cfce267ce38d1667d3c87781,https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1,def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5,"[{""fm_id"": ""23927"", ""fifa_id"": ""253969"", ""name"": ""Leo Fuhr Hjelde"", ""dob"": ""2003-08-26"", ""club_id"": ""458787""}]","{""people"": [{""fm_id"": ""23927"", ""fifa_id"": ""253969"", ""name"": ""Leo Fuhr Hjelde"", ""dob"": ""2003-08-26"", ""club_id"": ""458787""}], ""reasons"": {""23927"": [""SAME_DOB_NATIVE_NAME_COMPONENTS_IN_VERIFIED_FULL_NAME""]}}","[{""score"": 1.0, ""fm_id"": ""23927"", ""fifa_id"": ""253969"", ""name"": ""Leo Fuhr Hjelde"", ""dob"": ""2003-08-26"", ""club_id"": ""458787""}]","[""Leo Hjelde"", ""Leo Fuhr Hjelde""]",already confirmed in identity-resolutions.csv,Profile https://www.transfermarkt.de/leo-hjelde/profil/spieler/661208 sha256=5a4ae600c04625c9e2c548ef1c1a8e32cd2e7b50cfce267ce38d1667d3c87781; queue https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1 sha256=def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
