fm_id,player_tm_id,fifa_id,first_name,last_name,pseudonym,dob,nationality1,nationality2,club_id,joined,contract_until,shirt_number,team_type,position,rating_seed,status,source,source_sha256,snapshot_date
1000024865,1077990,0,,Fredy,,2006-05-25,38,0,2490388,2026-07-05,2029-06-30,25,FIRST,AM,45,CONFIRMED,https://www.transfermarkt.de/fredy/profil/spieler/1077990,da9024c80085fc732ee5a11831a99c12db169a93dec2451dd467c6c8ea5a8fff,2026-09-12
1000024866,1078164,0,Demi,Akarakiri,,2007-09-29,14,133,1769480,2026-07-03,2030-06-30,30,FIRST,CM,45,CONFIRMED,https://www.transfermarkt.de/demi-akarakiri/profil/spieler/1078164,7f01d1a4ae684ea32f49d96b1581eb93a87e86ea7d8504165781a066308336bd,2026-09-12
1000024869,1093438,0,Temilola,Awoyale,,2005-07-23,133,21,1376539,2026-02-02,2027-06-30,36,FIRST,CM,45,CONFIRMED,https://www.transfermarkt.de/temilola-awoyale/profil/spieler/1093438,36947d526e8e218f63ab1e90da216bf0a48e67485c6108f2d3dea7fb516f6838,2026-09-12
1000024871,1150372,0,,Pato,,2004-02-17,83,0,2490398,2026-09-02,2027-06-30,33,FIRST,ST,45,CONFIRMED,https://www.transfermarkt.de/pato/profil/spieler/1150372,27601c4607ad4a203f019fb9b2e5851a583de10d2dfaa9573840804ee2c62a3c,2026-09-12
1000024872,1153358,0,Shion,Shinkawa,,2007-08-06,163,0,458759,2026-01-16,2029-06-30,99,FIRST,ST,45,CONFIRMED,https://www.transfermarkt.de/shion-shinkawa/profil/spieler/1153358,bc580aeb52c778092300ea46eab8670e423ce11176b3684fe88417c19157910f,2026-09-12
1000024873,1154528,0,Si-hoo,Park,,2007-08-18,167,0,2494470,2026-07-04,2031-06-30,77,FIRST,LW,45,CONFIRMED,https://www.transfermarkt.de/si-hoo-park/profil/spieler/1154528,516aab70238a5a4b975b99ccc9445b7cce3ecc0f4b450dc52ac60c2c0f300812,2026-09-12
1000024874,1154529,0,Chung-hyun,Lee,,2007-09-12,167,0,1376373,2026-07-14,2027-06-30,18,FIRST,LW,45,CONFIRMED,https://www.transfermarkt.de/chung-hyun-lee/profil/spieler/1154529,accaa2225ffde78813f058a5eb2b8a7c1b43caa1a8da2f88f58fe186513d0f76,2026-09-12
1000024878,1178853,0,Berhan,Kutlay Şatlı,,2006-01-14,48,0,3145777,2026-01-01,2029-06-30,42,FIRST,CB,45,CONFIRMED,https://www.transfermarkt.de/berhan-kutlay-satli/profil/spieler/1178853,46859891fa8f4fc6b0c466e8583b9191d0a220ccfee2465ba9f7da2580158025,2026-09-12
1000024879,1197999,0,Cemilhan,Aslan,,2008-05-07,48,0,3145773,2026-01-01,2027-06-30,81,FIRST,GK,45,CONFIRMED,https://www.transfermarkt.de/cemilhan-aslan/profil/spieler/1197999,c8cca23fbca4d331ecc285be6e8c2cde3e84aa681434676430e754996f361722,2026-09-12
1000024880,1211302,0,Matteo,Heremans,,2006-01-08,7,0,458775,2026-07-01,2027-06-30,80,FIRST,AM,45,CONFIRMED,https://www.transfermarkt.de/matteo-heremans/profil/spieler/1211302,992d51f9e5521fa8a0ad096d973e2ae9eb52d600a8ad4e951d93ce82ca4dd650,2026-09-12
1000024882,1279984,0,Lucas,Herrington,,2007-09-05,195,21,917532,2026-08-12,2031-06-30,22,FIRST,CB,45,CONFIRMED,https://www.transfermarkt.de/lucas-herrington/profil/spieler/1279984,8941c70c68a16e7d3fd8b6cc1bf798805056b3570b2a3246a35526f1de685078,2026-09-12
1000024883,1293796,0,Farouck,Adekami,,2006-08-07,108,0,458785,2025-01-01,2027-06-30,22,FIRST,AM,45,CONFIRMED,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,2026-09-12
1000024884,1294358,0,Noah,Santiago Lorch,,2005-12-09,21,0,1376306,2026-07-01,2029-06-30,28,FIRST,CM,45,CONFIRMED,https://www.transfermarkt.de/noah-santiago-lorch/profil/spieler/1294358,ae79e66b1af3c631944ba784416a794ced8f144c4d6d64967ef5abf8d577dcf6,2026-09-12
1000024885,1303365,0,Arda,Özyar,,2007-04-16,48,0,3145754,2026-03-03,2031-06-30,17,FIRST,ST,45,CONFIRMED,https://www.transfermarkt.de/arda-ozyar/profil/spieler/1303365,b146ccbdd801b2367e1f34b7b97e7c09debe93dc0e96aa2c57aa83dc768523ad,2026-09-12
1000024886,1304052,0,Ömer,Çobanoğlu,,2007-07-04,48,0,3145839,2026-07-01,2030-06-30,25,FIRST,DM,45,CONFIRMED,https://www.transfermarkt.de/omer-cobanoglu/profil/spieler/1304052,caea011e382abe888648e08f7c94c486cff9e762d76790887560e40d47729c07,2026-09-12
1000024889,1372149,0,Gibril,Sosseh,,2007-01-01,116,0,786461,2026-07-31,2027-06-30,16,FIRST,CM,45,CONFIRMED,https://www.transfermarkt.de/gibril-sosseh/profil/spieler/1372149,974f3a7d623eaed2a984bc1e8363f922e8fb7eafc791c45aafd902f36aa04c03,2026-09-12
1000024890,1374186,0,Ömer,Ahmet Ceyhan,,2007-08-22,48,0,3145777,2025-12-22,2029-06-30,44,FIRST,RB,45,CONFIRMED,https://www.transfermarkt.de/omer-ahmet-ceyhan/profil/spieler/1374186,089c7d0f4a30b82c32ee445e756fc76f16aed2d6e7e081780227c0bd821773bc,2026-09-12
1000024891,1381202,0,Victor,Samuel,,2006-06-29,133,0,790538,2026-01-01,2029-12-31,35,FIRST,ST,45,CONFIRMED,https://www.transfermarkt.de/victor-samuel/profil/spieler/1381202,06106210ad87e68c9232bbc6514c7249217e6eac184b138c29cdf34d0fca0b96,2026-09-12
1000024892,1392804,0,Ndjicoura,Bomba,,2008-03-12,126,0,1376261,2026-07-01,2030-06-30,0,FIRST,ST,45,CONFIRMED,https://www.transfermarkt.de/ndjicoura-bomba/profil/spieler/1392804,7986f30815efe1b103aaa5b7338f4d761e3582e312885e5ec8d594101273f36d,2026-09-12
1000024893,1401779,0,Jules,Ahoka,,2006-05-08,110,0,917524,2026-08-24,2031-06-30,29,FIRST,DM,45,CONFIRMED,https://www.transfermarkt.de/jules-ahoka/profil/spieler/1401779,b2b6cd17dc04cc0b0da7649afebd8c2a337412efdeaa550bcdeacf18320e1c01,2026-09-12
1000024894,1414664,0,Diabel,Ndoye,,2007-08-27,136,0,3145777,2026-02-02,2028-06-30,0,FIRST,CB,45,CONFIRMED,https://www.transfermarkt.de/diabel-ndoye/profil/spieler/1414664,736e4b736b3d2cb950c1c93325af252ae2e5a87982a6a37c501d20705ca54a71,2026-09-12
1000024895,1414677,0,Abdou,Khadre Sy,,2007-12-15,136,0,3145777,2026-02-02,2028-06-30,0,FIRST,ST,45,CONFIRMED,https://www.transfermarkt.de/abdou-khadre-sy/profil/spieler/1414677,8e510bf181a7b035718b983c150eefabd4dd92eec78d33cbea831673253cc2ec,2026-09-12
1000024896,1423296,0,Talha,Polat,,2006-11-17,48,0,3145754,2026-07-01,2027-06-30,0,FIRST,GK,45,CONFIRMED,https://www.transfermarkt.de/talha-polat/profil/spieler/1423296,099622816efa8a1a304005854b4b03a01fba39f1992a258d577af181dc38c379,2026-09-12
1000024897,1438140,0,Hulusi,Destici,,2008-08-06,48,0,3145754,2026-08-17,2030-06-30,0,FIRST,DM,45,CONFIRMED,https://www.transfermarkt.de/hulusi-destici/profil/spieler/1438140,5456f3e338421732f3b20a615d23e06847caa5d58c87e0642ac5c335db780393,2026-09-12
1000024898,1464920,0,Gabriel,Índio,,2008-07-26,54,0,2490372,2026-07-28,2031-06-30,33,FIRST,CB,45,CONFIRMED,https://www.transfermarkt.de/gabriel-indio/profil/spieler/1464920,46d2e17101af7fe0ba7a6180bf11d112c6e881024ac3e43ffa47db2086e66e83,2026-09-12
1000024899,1467124,0,Abdoulaye,Koné,,2006-02-01,108,0,458763,2026-09-02,2030-06-30,25,FIRST,ST,45,CONFIRMED,https://www.transfermarkt.de/abdoulaye-kone/profil/spieler/1467124,eaf5d4dd6fc78df4dc3501f18a02a10b5c733770f1b91365129c1fbd08de0919,2026-09-12
1000024900,1473866,0,Ibrahima,Cissé,,2007-09-24,136,0,458753,2026-07-01,2028-06-30,75,FIRST,ST,45,CONFIRMED,https://www.transfermarkt.de/ibrahima-cisse/profil/spieler/1473866,962f8763e7843d37a826b84277a931df3b074eedeb4dc3750fb4d3cb7d1fe5a5,2026-09-12
1000024901,1487376,0,Yiğit,Baran Karaoğlan,,2006-02-16,48,0,3145765,2026-07-01,2028-06-30,0,FIRST,CB,45,CONFIRMED,https://www.transfermarkt.de/yigit-baran-karaoglan/profil/spieler/1487376,1f5e4dba7655052890c4f030704ce18cca1020fc8b8291385afb93965f7774db,2026-09-12
1000024902,1489506,0,Ousmane,Diabate,,2007-09-24,118,0,3145836,2026-08-26,2027-06-30,42,FIRST,DM,45,CONFIRMED,https://www.transfermarkt.de/ousmane-diabate/profil/spieler/1489506,cd0970c424a3bfbb8151bd549771a807132e190fe31d17b391531bd1013dee4c,2026-09-12
1000024903,1490222,0,Joel,Darko Ampem,,2007-03-08,117,0,1376539,2026-07-01,2028-06-30,35,FIRST,CM,45,CONFIRMED,https://www.transfermarkt.de/joel-darko-ampem/profil/spieler/1490222,b09acc457bf46fc8ad77cc31ea25456df385997c19b446d02e1f8eefd4edd717,2026-09-12
1000024904,1492856,0,Junior,Diouf,,2007-08-16,136,0,458788,2026-02-26,2028-06-30,11,FIRST,ST,45,CONFIRMED,https://www.transfermarkt.de/junior-diouf/profil/spieler/1492856,ee8768f4049a7eab2621a80f0b7e50dd4ee882eeae447cbd3f43d0458f1ab5d7,2026-09-12
1000024905,1497653,0,Bara,Sapoko Ndiaye,,2007-12-31,136,0,1376264,2026-08-10,2031-06-30,39,FIRST,CM,45,CONFIRMED,https://www.transfermarkt.de/bara-sapoko-ndiaye/profil/spieler/1497653,da274f0260b14acd87b628bb31abfa57393c9076d4857eba63f110c9e0b75a4b,2026-09-12
1000024906,1507561,0,Mouhamadou,Sall,,2007-10-21,136,0,458782,2026-01-27,2028-06-30,24,FIRST,CB,45,CONFIRMED,https://www.transfermarkt.de/mouhamadou-sall/profil/spieler/1507561,475f80c7ffb6b3c585765053fd43b35bbad380e1d60831782067a08b7f0740db,2026-09-12
1000024907,1510005,0,Modibo,Fofana,,2007-11-03,108,0,458785,2026-07-01,2030-06-30,25,FIRST,CM,45,CONFIRMED,https://www.transfermarkt.de/modibo-fofana/profil/spieler/1510005,aa3bdef89be8a8b2cb3d01eb14438b3570827c96f1309b1e1d66b3e829413c06,2026-09-12
1000024908,1523861,0,Yacouba,Koné,,2007-06-21,108,0,1179683,2026-08-10,2029-06-30,39,FIRST,ST,45,CONFIRMED,https://www.transfermarkt.de/yacouba-kone/profil/spieler/1523861,6998e422c4a7fc1c8c302e0b08f793f5827df38d00cd2c512121aa9c62242cba,2026-09-12
1000024909,1534934,0,Abdu,Dafe,,2008-06-10,38,0,2494469,2026-09-01,2027-06-30,59,FIRST,CM,45,CONFIRMED,https://www.transfermarkt.de/abdu-dafe/profil/spieler/1534934,46c579b1eb19164fba01c8bd47c735adbdd421817e19ed2bb311f55e8cc9ae36,2026-09-12
1000024910,1555142,0,Luis,Narh,,2007-12-25,117,0,458785,2026-07-01,2030-06-30,99,FIRST,ST,45,CONFIRMED,https://www.transfermarkt.de/luis-narh/profil/spieler/1555142,9450cae04eacdbfe9b1b044bd585bbbee9f28605c86ad15f153d17d816675cbc,2026-09-12
1000024911,1577095,0,Arouna,Soro,,2007-07-12,108,0,3145783,2026-07-07,2031-06-30,32,FIRST,AM,45,CONFIRMED,https://www.transfermarkt.de/arouna-soro/profil/spieler/1577095,c4577c90883e60ab1e2f88342c5fd9d8f4e9201c71170b6c5bd8f5d63562c43b,2026-09-12
1000024912,1580906,0,Pedro,Jesus,,2007-12-25,54,0,2490377,2026-07-01,2029-06-30,31,FIRST,CB,45,CONFIRMED,https://www.transfermarkt.de/pedro-jesus/profil/spieler/1580906,fa0400cd644a019043b7b78791005adc93820f6f4879f80729c07695a38426e1,2026-09-12
1000024913,1581187,0,Kadir,Gümüş,,2003-11-15,48,0,3145773,2026-07-07,2028-06-30,0,FIRST,ST,45,CONFIRMED,https://www.transfermarkt.de/kadir-gumus/profil/spieler/1581187,f6136a6f94437f6cae55b6725583d73ff56fd523e6323b2fb503f1b74a9816e5,2026-09-12
1000024914,1582293,0,,Costinha,,2008-08-04,38,0,2494470,2025-07-01,2027-06-30,0,RESERVE,RW,45,CONFIRMED,https://www.transfermarkt.de/costinha/profil/spieler/1582293,dab8f99b88704a1e944853bd92c294b76a8ccd5ce0fe61453f13845550f50e51,2026-09-12
