player_tm_id,player,full_name,dob,club_tm_id,club,shirt_number,joined,contract_until,position,foot,height,nationality_text,loan_owner_tm_id,loan_owner,owner_contract_until,profile_notes,source_status,source,source_sha256,retrieved_at,snapshot_date,imported_at
110686,Kamil Ahmet Çörekçi,Kamil Ahmet Çörekçi,1992-02-01,10484,Kasimpasa,22,2026-01-06,2027-06-30,Abwehr - Rechter Verteidiger,rechts,"1,73 m",Türkei England,,,,"Name im Heimatland: Kamil Ahmet Çörekçi Geb./Alter: 01.02.1992 (34) Geburtsort: London Größe: 1,73 m Staatsbürgerschaft: Türkei England Position: Abwehr - Rechter Verteidiger Fuß: rechts Spielerberater: OIS Aktueller Verein: Kasimpasa Im Team seit: 06.01.2026 Vertrag bis: 30.06.2027 Ausrüster: Nike Social Media:",CONFIRMED,https://www.transfermarkt.de/kamil-ahmet-corekci/profil/spieler/110686,0838cb2875177c17d23b3f77a05440b52b983541695fb4e90867bf3c25eb9f08,2026-09-12T20:29:27.160546+00:00,2026-09-12,2026-09-12T20:29:27.185130+00:00
117586,Ömer Bayram,,1991-07-27,10484,Kasimpasa,,2026-09-04,,Abwehr - Linker Verteidiger,links,"1,75 m",Türkei Niederlande,,,,"Geb./Alter: 27.07.1991 (35) Geburtsort: Breda Größe: 1,75 m Staatsbürgerschaft: Türkei Niederlande Position: Abwehr - Linker Verteidiger Fuß: links Spielerberater: HCM Sports ... Aktueller Verein: Kasimpasa Im Team seit: 04.09.2026 Vertrag bis: - Social Media:",CONFIRMED,https://www.transfermarkt.de/omer-bayram/profil/spieler/117586,0e82e831646a9bd31a52e0df279f69db3816a0b7b00a99f99edc0a8e56feb113,2026-09-12T20:29:28.139924+00:00,2026-09-12,2026-09-12T20:29:28.164442+00:00
122115,Vincent Sasso,Vincent Julien Sasso,1991-02-16,738,Le Havre AC,23,2026-07-13,,Abwehr - Innenverteidiger,rechts,"1,90 m",Frankreich,,,,"Name im Heimatland: Vincent Julien Sasso Geb./Alter: 16.02.1991 (35) Geburtsort: Saint-Cloud Größe: 1,90 m Staatsbürgerschaft: Frankreich Position: Abwehr - Innenverteidiger Fuß: rechts Spielerberater: Ulisses Santos - ... Aktueller Verein: Le Havre AC Im Team seit: 13.07.2026 Vertrag bis: - Social Media:",CONFIRMED,https://www.transfermarkt.de/vincent-sasso/profil/spieler/122115,4c74394b590307fae109aacd443f3250e5e70a1534f70bdacd9fddc307bd2a20,2026-09-12T20:29:29.174665+00:00,2026-09-12,2026-09-12T20:29:29.197205+00:00
147555,Petr Sevcik,Petr Ševčík,1994-05-04,5225,FC Zbrojovka Brünn,23,2026-07-01,,Mittelfeld - Zentrales Mittelfeld,rechts,"1,72 m",Tschechien,,,,"Name im Heimatland: Petr Ševčík Geb./Alter: 04.05.1994 (32) Geburtsort: Olomouc Größe: 1,72 m Staatsbürgerschaft: Tschechien Position: Mittelfeld - Zentrales Mittelfeld Fuß: rechts Spielerberater: SPORT INVEST Aktueller Verein: FC Zbrojovka Brünn Im Team seit: 01.07.2026 Vertrag bis: - Ausrüster: adidas",CONFIRMED,https://www.transfermarkt.de/petr-sevcik/profil/spieler/147555,2cce1ba0e31e9de7d0c67395441dc2263b01eee4ba4a94cf22b9bdf00358b18d,2026-09-12T20:29:30.406476+00:00,2026-09-12,2026-09-12T20:29:30.429639+00:00
162038,Raúl de Tomás,Raúl de Tomás Gómez,1994-10-17,367,Rayo Vallecano,,2022-09-13,2027-06-30,Sturm - Mittelstürmer,rechts,"1,80 m",Spanien Dominikanische Republik,,,,"Name im Heimatland: Raúl de Tomás Gómez Geb./Alter: 17.10.1994 (31) Geburtsort: Madrid Größe: 1,80 m Staatsbürgerschaft: Spanien Dominikanische Republik Position: Sturm - Mittelstürmer Fuß: rechts Spielerberater: AS1 Aktueller Verein: Rayo Vallecano Im Team seit: 13.09.2022 Vertrag bis: 30.06.2027 Social Media:",CONFIRMED,https://www.transfermarkt.de/raul-de-tomas/profil/spieler/162038,edcbd992a89f177da0ec8be6e1147ca9aaaf404121526e5577bc3abcd3c6df21,2026-09-12T20:29:31.078828+00:00,2026-09-12,2026-09-12T20:29:31.104359+00:00
163053,Mame Thiam,Mame Baba Thiam,1992-10-09,37951,Corum FK,9,2026-01-06,2027-06-30,Sturm - Mittelstürmer,rechts,"1,85 m",Senegal Italien,,,,"Name im Heimatland: Mame Baba Thiam Geb./Alter: 09.10.1992 (33) Geburtsort: Nguidile Größe: 1,85 m Staatsbürgerschaft: Senegal Italien Position: Sturm - Mittelstürmer Fuß: rechts Spielerberater: STRIIVE SPORTS Aktueller Verein: Corum FK Im Team seit: 06.01.2026 Vertrag bis: 30.06.2027 Social Media:",CONFIRMED,https://www.transfermarkt.de/mame-thiam/profil/spieler/163053,6750bc1cf74a366c87d1a5ec0d3b1accdbc3f0280876195627b30de15699a032,2026-09-12T20:29:32.160935+00:00,2026-09-12,2026-09-12T20:29:32.182941+00:00
167268,Paddy McNair,Patrick James Coleman McNair,1995-04-27,3008,Hull City,17,2026-01-28,2027-06-30,Abwehr - Innenverteidiger,rechts,"1,89 m",Nordirland,,,,"Name im Heimatland: Patrick James Coleman McNair Geb./Alter: 27.04.1995 (31) Geburtsort: Ballyclare Größe: 1,89 m Staatsbürgerschaft: Nordirland Position: Abwehr - Innenverteidiger Fuß: rechts Spielerberater: Refuel Performance ... Aktueller Verein: Hull City Im Team seit: 28.01.2026 Vertrag bis: 30.06.2027 Vertragsoption: vereinsseitig 1 Jahr Ausrüster: Nike Social Media:",CONFIRMED,https://www.transfermarkt.de/paddy-mcnair/profil/spieler/167268,31f360a6a55387b2ac1af2d05c3b2b589e19342c14111afa0500c6fb1f44179d,2026-09-12T20:29:33.059222+00:00,2026-09-12,2026-09-12T20:29:33.084936+00:00
171209,Branimir Hrgota,,1993-01-12,35,FC St. Pauli,10,2026-07-07,,Mittelfeld - Offensives Mittelfeld,links,"1,85 m",Schweden Kroatien,,,,"Geb./Alter: 12.01.1993 (33) Geburtsort: Zenica Größe: 1,85 m Staatsbürgerschaft: Schweden Kroatien Position: Mittelfeld - Offensives Mittelfeld Fuß: links Spielerberater: GOOLD Soccer Agency Aktueller Verein: FC St. Pauli Im Team seit: 07.07.2026 Vertrag bis: - Ausrüster: adidas Social Media:",CONFIRMED,https://www.transfermarkt.de/branimir-hrgota/profil/spieler/171209,698b8918bd3aef71e305f364c27392cef2d45fa13359df9da2fc2bc33260cb30,2026-09-12T20:29:34.194102+00:00,2026-09-12,2026-09-12T20:29:34.215452+00:00
181547,Gonçalo Paciência,Gonçalo Mendes Paciência,1994-08-01,2423,CD Santa Clara,9,2026-01-27,2028-06-30,Sturm - Mittelstürmer,rechts,"1,84 m",Portugal,,,,"Name im Heimatland: Gonçalo Mendes Paciência Geb./Alter: 01.08.1994 (32) Geburtsort: Porto Größe: 1,84 m Staatsbürgerschaft: Portugal Position: Sturm - Mittelstürmer Fuß: rechts Spielerberater: Proeleven S.A. Aktueller Verein: CD Santa Clara Im Team seit: 27.01.2026 Vertrag bis: 30.06.2028 Vertragsoption: beidseitig 1 Jahr Letzte Verlängerung: 14.05.2026 Social Media:",CONFIRMED,https://www.transfermarkt.de/goncalo-paciencia/profil/spieler/181547,5f0238eec0ce87a4acfd0a8f0d36c9bb56d5e3da7f5960e5feb715ee3965109d,2026-09-12T20:29:35.173988+00:00,2026-09-12,2026-09-12T20:29:35.198022+00:00
196231,Marvin Friedrich,,1995-12-13,89,1.FC Union Berlin,5,2026-07-01,,Abwehr - Innenverteidiger,rechts,"1,93 m",Deutschland,,,,"Geb./Alter: 13.12.1995 (30) Geburtsort: Kassel Größe: 1,93 m Staatsbürgerschaft: Deutschland Position: Abwehr - Innenverteidiger Fuß: rechts Spielerberater: ROOF Aktueller Verein: 1.FC Union Berlin Im Team seit: 01.07.2026 Vertrag bis: - Ausrüster: adidas Social Media:",CONFIRMED,https://www.transfermarkt.de/marvin-friedrich/profil/spieler/196231,0b39319f00c9cc50bce5bcfb8bc2527644a4adae6a23a3326cccb18aa6660073,2026-09-12T20:29:36.132259+00:00,2026-09-12,2026-09-12T20:29:36.160778+00:00
207561,Maxime Dominguez,,1996-02-01,1301,CS Marítimo,8,2026-07-01,2027-06-30,Mittelfeld - Offensives Mittelfeld,links,"1,73 m",Schweiz Spanien,,,,"Geb./Alter: 01.02.1996 (30) Geburtsort: Genf Größe: 1,73 m Staatsbürgerschaft: Schweiz Spanien Position: Mittelfeld - Offensives Mittelfeld Fuß: links Spielerberater: ONEANDTEN Aktueller Verein: CS Marítimo Im Team seit: 01.07.2026 Vertrag bis: 30.06.2027 Ausrüster: Nike Social Media:",CONFIRMED,https://www.transfermarkt.de/maxime-dominguez/profil/spieler/207561,4e37400d09ac3bc3c1a48f728d61b7037370d0c5817efa6ce8b4cdf1b4ec3839,2026-09-12T20:29:37.217358+00:00,2026-09-12,2026-09-12T20:29:37.243384+00:00
212872,Jakub Fulnek,,1994-04-26,24325,SK Artis Brünn,22,2026-01-16,2028-06-30,Sturm - Linksaußen,,"1,72 m",Tschechien,,,,"Geb./Alter: 26.04.1994 (32) Größe: 1,72 m Staatsbürgerschaft: Tschechien Position: Sturm - Linksaußen Spielerberater: ESAM Aktueller Verein: SK Artis Brünn Im Team seit: 16.01.2026 Vertrag bis: 30.06.2028",CONFIRMED,https://www.transfermarkt.de/jakub-fulnek/profil/spieler/212872,7d4128f189a0a3f22adac09be7d300a5ef052027fa3c01583ff240f59ca297e5,2026-09-12T20:29:38.176072+00:00,2026-09-12,2026-09-12T20:29:38.197626+00:00
221289,Vojtech Vorel,Vojtěch Vorel,1996-06-18,5546,FK Mlada Boleslav,42,2026-07-11,,Torwart,rechts,"1,92 m",Tschechien,,,,"Name im Heimatland: Vojtěch Vorel Geb./Alter: 18.06.1996 (30) Geburtsort: Praha Größe: 1,92 m Staatsbürgerschaft: Tschechien Position: Torwart Fuß: rechts Spielerberater: Int. Sport ... Aktueller Verein: FK Mlada Boleslav Im Team seit: 11.07.2026 Vertrag bis: - Ausrüster: Nike Social Media:",CONFIRMED,https://www.transfermarkt.de/vojtech-vorel/profil/spieler/221289,175d0e397d50b98c77f7e390605d1af0f02120d18d77f2bfed81d7c688806c0c,2026-09-12T20:29:39.205205+00:00,2026-09-12,2026-09-12T20:29:39.230856+00:00
223974,Stefan Posch,,1997-05-14,39,1.FSV Mainz 05,4,2026-08-12,,Abwehr - Innenverteidiger,rechts,"1,88 m",Österreich,,,,"Geb./Alter: 14.05.1997 (29) Geburtsort: Judenburg Größe: 1,88 m Staatsbürgerschaft: Österreich Position: Abwehr - Innenverteidiger Fuß: rechts Spielerberater: ROOF Aktueller Verein: 1.FSV Mainz 05 Im Team seit: 12.08.2026 Vertrag bis: - Social Media:",CONFIRMED,https://www.transfermarkt.de/stefan-posch/profil/spieler/223974,dc26da2d4f05c962fa5bb1b96291d7441ebf2d5637b2cbf711ffd5243fc719db,2026-09-12T20:29:40.239769+00:00,2026-09-12,2026-09-12T20:29:40.262356+00:00
226169,Ahmed Ildız,,1996-11-28,37951,Corum FK,30,2026-01-02,2027-06-30,Mittelfeld - Zentrales Mittelfeld,rechts,"1,81 m",Türkei Österreich,,,,"Geb./Alter: 28.11.1996 (29) Geburtsort: Wien Größe: 1,81 m Staatsbürgerschaft: Türkei Österreich Position: Mittelfeld - Zentrales Mittelfeld Fuß: rechts Spielerberater: Hamle Menajerlik Aktueller Verein: Corum FK Im Team seit: 02.01.2026 Vertrag bis: 30.06.2027 Social Media:",CONFIRMED,https://www.transfermarkt.de/ahmed-ildiz/profil/spieler/226169,3ea2b70b9af70a2193edf0211a8f31b5fb6f7194c7d8a648d90cc9365e09ff2b,2026-09-12T20:29:41.098204+00:00,2026-09-12,2026-09-12T20:29:41.122242+00:00
235412,Jawad El Yamiq,جواد اليميق,1992-02-29,7160,Eyüpspor,5,2026-07-15,,Abwehr - Innenverteidiger,rechts,"1,93 m",Marokko,,,,"Name im Heimatland: جواد اليميق Geb./Alter: 29.02.1992 (34) Geburtsort: Khouribga Größe: 1,93 m Staatsbürgerschaft: Marokko Position: Abwehr - Innenverteidiger Fuß: rechts Spielerberater: 11MANGMT Aktueller Verein: Eyüpspor Im Team seit: 15.07.2026 Vertrag bis: - Ausrüster: Puma Social Media:",CONFIRMED,https://www.transfermarkt.de/jawad-el-yamiq/profil/spieler/235412,7951e71935ff54a88b22f4abf24e30eb9749004c4a06632b910277a2a4cdd40c,2026-09-12T20:29:42.141585+00:00,2026-09-12,2026-09-12T20:29:42.166591+00:00
237658,Michel Aebischer,,1997-01-06,89,1.FC Union Berlin,20,2026-08-19,,Mittelfeld - Zentrales Mittelfeld,rechts,"1,83 m",Schweiz,,,,"Geb./Alter: 06.01.1997 (29) Geburtsort: Fribourg Größe: 1,83 m Staatsbürgerschaft: Schweiz Position: Mittelfeld - Zentrales Mittelfeld Fuß: rechts Spielerberater: THE·TEAM Aktueller Verein: 1.FC Union Berlin Im Team seit: 19.08.2026 Vertrag bis: - Ausrüster: adidas Social Media:",CONFIRMED,https://www.transfermarkt.de/michel-aebischer/profil/spieler/237658,38062202b4e30d804ec95c75c0726038dcd1e8abf370a249f5ba1efda5d6ef51,2026-09-12T20:29:43.281039+00:00,2026-09-12,2026-09-12T20:29:43.306137+00:00
240536,Ales Mandous,Aleš Mandous,1992-04-21,1496,FK Pardubice,30,2026-01-16,2028-06-30,Torwart,rechts,"1,88 m",Tschechien,,,,"Name im Heimatland: Aleš Mandous Geb./Alter: 21.04.1992 (34) Geburtsort: Nekmíř Größe: 1,88 m Staatsbürgerschaft: Tschechien Position: Torwart Fuß: rechts Spielerberater: Jan Levy Aktueller Verein: FK Pardubice Im Team seit: 16.01.2026 Vertrag bis: 30.06.2028",CONFIRMED,https://www.transfermarkt.de/ales-mandous/profil/spieler/240536,ed20207d928a06467da493040037d035177a66bab035d5fb7d1c73b966a5c5c2,2026-09-12T20:29:44.343944+00:00,2026-09-12,2026-09-12T20:29:44.367525+00:00
243878,Raoul Petretta,,1997-03-24,105,SV Darmstadt 98,18,2026-01-20,,Abwehr - Linker Verteidiger,links,"1,76 m",Italien,,,,"Geb./Alter: 24.03.1997 (29) Geburtsort: Rheinfelden Größe: 1,76 m Staatsbürgerschaft: Italien Position: Abwehr - Linker Verteidiger Fuß: links Spielerberater: Familienangehörige Aktueller Verein: SV Darmstadt 98 Im Team seit: 20.01.2026 Vertrag bis: - Social Media:",CONFIRMED,https://www.transfermarkt.de/raoul-petretta/profil/spieler/243878,874e115cfb729e47300b0dffa5ea94db291df5ed090004095d76b53dedfa9f1e,2026-09-12T20:29:45.073008+00:00,2026-09-12,2026-09-12T20:29:45.096549+00:00
251876,Pablo Maffeo,Pablo Carmine Maffeo Becerra,1997-07-12,1049,FC Valencia,24,2026-08-20,2027-06-30,Abwehr - Rechter Verteidiger,rechts,"1,72 m",Argentinien Spanien,683,Olympiakos Piräus,2029-06-30,"Name im Heimatland: Pablo Carmine Maffeo Becerra Geb./Alter: 12.07.1997 (29) Geburtsort: Sant Joan Despí Größe: 1,72 m Staatsbürgerschaft: Argentinien Spanien Position: Abwehr - Rechter Verteidiger Fuß: rechts Spielerberater: LIAN Sports Group Aktueller Verein: FC Valencia Im Team seit: 20.08.2026 Vertrag bis: 30.06.2027 Vertragsoption: Kaufoption Ausgeliehen von: Olympiakos Piräus Vertrag dort bis: 30.06.2029 Ausrüster: Nike Social Media:",CONFIRMED,https://www.transfermarkt.de/pablo-maffeo/profil/spieler/251876,7b0e322c5836b799e4f93fad4ce68279cbbe18eb925b10640ffcee77b90e17c2,2026-09-12T20:29:46.257828+00:00,2026-09-12,2026-09-12T20:29:46.282907+00:00
256085,Roman Macek,,1997-04-18,197,AC Sparta Prag,28,2026-08-01,,Mittelfeld - Zentrales Mittelfeld,rechts,"1,88 m",Tschechien,,,,"Geb./Alter: 18.04.1997 (29) Geburtsort: Zlín Größe: 1,88 m Staatsbürgerschaft: Tschechien Position: Mittelfeld - Zentrales Mittelfeld Fuß: rechts Aktueller Verein: AC Sparta Prag Im Team seit: 01.08.2026 Vertrag bis: -",CONFIRMED,https://www.transfermarkt.de/roman-macek/profil/spieler/256085,30c170ee12b7cdb911440fadd00d9849604120e10c4f6931054dc20790a4cc99,2026-09-12T20:29:47.167956+00:00,2026-09-12,2026-09-12T20:29:47.220152+00:00
258015,Diogo Gonçalves,Diogo António Cupido Gonçalves,1997-02-06,2293,Konyaspor,7,2026-02-05,2028-06-30,Mittelfeld - Offensives Mittelfeld,rechts,"1,78 m",Portugal,,,,"Name im Heimatland: Diogo António Cupido Gonçalves Geb./Alter: 06.02.1997 (29) Geburtsort: Almodôvar Größe: 1,78 m Staatsbürgerschaft: Portugal Position: Mittelfeld - Offensives Mittelfeld Fuß: rechts Spielerberater: Traquifoot Aktueller Verein: Konyaspor Im Team seit: 05.02.2026 Vertrag bis: 30.06.2028 Social Media:",CONFIRMED,https://www.transfermarkt.de/diogo-goncalves/profil/spieler/258015,26f5151ad0ec112365aff4efc6692e459b3b36ba443f847c7fc291300968267e,2026-09-12T20:07:59.552940+00:00,2026-09-12,2026-09-12T20:29:47.265087+00:00
258916,Kieran Dowell,Kieran O'Neill Dowell,1997-10-10,3008,Hull City,26,2026-01-23,2027-06-30,Mittelfeld - Offensives Mittelfeld,links,"1,83 m",England,,,,"Name im Heimatland: Kieran O'Neill Dowell Geb./Alter: 10.10.1997 (28) Geburtsort: Ormskirk Größe: 1,83 m Staatsbürgerschaft: England Position: Mittelfeld - Offensives Mittelfeld Fuß: links Aktueller Verein: Hull City Im Team seit: 23.01.2026 Vertrag bis: 30.06.2027 Social Media:",CONFIRMED,https://www.transfermarkt.de/kieran-dowell/profil/spieler/258916,3ed20f2ff47c605ad85bf7d1cd0766598fd832da5c1c8bfbfea3bde0f34f11d3,2026-09-12T20:29:48.291180+00:00,2026-09-12,2026-09-12T20:29:48.315945+00:00
261503,Álvaro Fidalgo,Álvaro Fidalgo Fernández,1997-04-09,150,Real Betis Sevilla,15,2026-02-01,2030-06-30,Mittelfeld - Zentrales Mittelfeld,rechts,"1,75 m",Mexiko Spanien,,,,"Name im Heimatland: Álvaro Fidalgo Fernández Geb./Alter: 09.04.1997 (29) Geburtsort: Oviedo Größe: 1,75 m Staatsbürgerschaft: Mexiko Spanien Position: Mittelfeld - Zentrales Mittelfeld Fuß: rechts Spielerberater: Balance ... Aktueller Verein: Real Betis Sevilla Im Team seit: 01.02.2026 Vertrag bis: 30.06.2030 Social Media:",CONFIRMED,https://www.transfermarkt.de/alvaro-fidalgo/profil/spieler/261503,9a889c4f33e6ae84de0b1772596984d4c94baae072c3fbc1616469d50081a223,2026-09-12T20:29:49.129856+00:00,2026-09-12,2026-09-12T20:29:49.153908+00:00
267330,Joel Abu Hanna,,1998-01-22,81,VfL Osnabrück,4,2026-07-01,,Abwehr - Innenverteidiger,links,"1,84 m",Israel Deutschland,,,,"Geb./Alter: 22.01.1998 (28) Geburtsort: Troisdorf Größe: 1,84 m Staatsbürgerschaft: Israel Deutschland Position: Abwehr - Innenverteidiger Fuß: links Spielerberater: Teamgeist ... Aktueller Verein: VfL Osnabrück Im Team seit: 01.07.2026 Vertrag bis: -",CONFIRMED,https://www.transfermarkt.de/joel-abu-hanna/profil/spieler/267330,01e51242c29d743ab6a3989dc0ca8e924f4a0d6a54689ddd1ceaf6be444a22a7,2026-09-12T20:30:24.198027+00:00,2026-09-12,2026-09-12T20:30:24.223247+00:00
