player_tm_id,creation_fm_id,creation_name,dob,creation_nationality1,creation_nationality2,creation_club_id,profile_full_name,profile_club_tm_id,loan_owner_tm_id,owner_contract_until,loan_end,candidate_fm_id,candidate_fifa_id,candidate_name,candidate_common_name,candidate_nationality,candidate_club_id,name_similarity,surname_similarity,decision,reason,source,source_sha256,snapshot_date
1083604,1000024867,Dani Borges,2003-04-06,54,0,2490388,Daniel Borges da Silva,2423,,,,153022,0,Daniel Borges da Silva,Daniel Borges,54,2490383,0.9091,1.0000,HOLD_NATIVE08_IDENTITY_CANDIDATE,Same DOB and nationality with plausible surname/full-name alias; creation prohibited pending identity adjudication,https://www.transfermarkt.de/cd-santa-clara/kader/verein/2423/saison_id/2026/plus/1,996787cc90623dddfd5c425ca2df6aae95f8fd62b8b5cfb03677a214be6550e2,2026-09-12
1091608,1000024868,Fernando,2005-04-12,54,0,2490388,,2423,,,,221998,0,Luis Fernando Santos Oliveira,Luis Fernando,54,3538946,0.8000,1.0000,HOLD_NATIVE08_IDENTITY_CANDIDATE,Same DOB and nationality with plausible surname/full-name alias; creation prohibited pending identity adjudication,https://www.transfermarkt.de/cd-santa-clara/kader/verein/2423/saison_id/2026/plus/1,996787cc90623dddfd5c425ca2df6aae95f8fd62b8b5cfb03677a214be6550e2,2026-09-12
1093438,1000024869,Temilola Awoyale,2005-07-23,133,21,1376539,,,,,,,,,,,,0.0000,0.0000,CREATE_CLEAR,No plausible Native08 DOB/name/nationality candidate and no sourced current loan,https://www.transfermarkt.de/temilola-awoyale/profil/spieler/1093438,36947d526e8e218f63ab1e90da216bf0a48e67485c6108f2d3dea7fb516f6838,2026-09-12
1118347,1000024870,Juan Arizala,2005-10-10,56,0,1769488,Juan David Arizala Micolta,410,,,,231683,275647,Juan David Arizala,,56,3670021,0.8148,1.0000,BRIDGE_EXISTING_NATIVE08,Draft04 exact string-id collision proves alias of existing Native08 identity,https://www.transfermarkt.de/udinese-calcio/kader/verein/410/saison_id/2026/plus/1,7fdfe70ee199497c7c8bba7f008dea4b0f8e1ab4fec8c51d19f4eb9f681c5506,2026-09-12
1150372,1000024871,Pato,2004-02-17,83,0,2490398,,3329,3631,2028-06-30,2027-06-30,,,,,,,0.0000,0.0000,HOLD_CURRENT_LOAN_SEMANTICS,Profile identifies an owner; permanent creation at borrower would lose loan ownership and owner contract,https://www.transfermarkt.de/pato/profil/spieler/1150372,27601c4607ad4a203f019fb9b2e5851a583de10d2dfaa9573840804ee2c62a3c,2026-09-12
1153358,1000024872,Shion Shinkawa,2007-08-06,163,0,458759,新川 志音,475,,,,,,,,,,0.0000,0.0000,CREATE_CLEAR,No plausible Native08 DOB/name/nationality candidate and no sourced current loan,https://www.transfermarkt.de/shion-shinkawa/profil/spieler/1153358,bc580aeb52c778092300ea46eab8670e423ce11176b3684fe88417c19157910f,2026-09-12
1154528,1000024873,Si-hoo Park,2007-08-18,167,0,2494470,박시후,8024,,,,,,,,,,0.0000,0.0000,CREATE_CLEAR,No plausible Native08 DOB/name/nationality candidate and no sourced current loan,https://www.transfermarkt.de/si-hoo-park/profil/spieler/1154528,516aab70238a5a4b975b99ccc9445b7cce3ecc0f4b450dc52ac60c2c0f300812,2026-09-12
1154529,1000024874,Chung-hyun Lee,2007-09-12,167,0,1376373,,,,,,,,,,,,0.0000,0.0000,CREATE_CLEAR,No plausible Native08 DOB/name/nationality candidate and no sourced current loan,https://www.transfermarkt.de/chung-hyun-lee/profil/spieler/1154529,accaa2225ffde78813f058a5eb2b8a7c1b43caa1a8da2f88f58fe186513d0f76,2026-09-12
1161013,1000024875,Mustafa Tan,2005-04-27,48,0,3145745,Haluk Mustafa Tan,152,,,,201384,0,Haluk Tan,,48,3145752,0.4444,1.0000,HOLD_NATIVE08_IDENTITY_CANDIDATE,Same DOB and nationality with plausible surname/full-name alias; creation prohibited pending identity adjudication,https://www.transfermarkt.de/samsunspor/kader/verein/152/saison_id/2026/plus/1,4e99640342d6c03de82a839147f9c53a0cc4bc14523c727d2894fc2df5432171,2026-09-12
1175619,1000024876,Mahmut Can Kara,2006-01-01,48,0,3145783,,11282,,,,201500,0,Adnan Karahisar,,48,3160403,0.5185,0.6154,HOLD_NATIVE08_IDENTITY_CANDIDATE,Same DOB and nationality with plausible surname/full-name alias; creation prohibited pending identity adjudication,https://www.transfermarkt.de/mahmut-can-kara/profil/spieler/1175619,f9f619cf8a60751e396afc6ec4c3182c2d3b6bd8ad4a6755a535cc800c19cddd,2026-09-12
1178721,1000024877,Rafel Bauzà,2005-01-30,45,0,2949125,Rafel Bauzà Sureda,714,,,,284428,71972,Rafael Bauzà,,45,2949636,0.9524,1.0000,BRIDGE_EXISTING_NATIVE08,Draft04 exact string-id collision proves alias of existing Native08 identity,https://www.transfermarkt.de/espanyol-barcelona/kader/verein/714/saison_id/2026/plus/1,f5fd71d6b5ea7b87f29f37eb3da79bb27abc3bb54aefcdd2f5ded14c3919697d,2026-09-12
1178853,1000024878,Berhan Kutlay Şatlı,2006-01-14,48,0,3145777,,7160,,,,,,,,,,0.0000,0.0000,CREATE_CLEAR,No plausible Native08 DOB/name/nationality candidate and no sourced current loan,https://www.transfermarkt.de/berhan-kutlay-satli/profil/spieler/1178853,46859891fa8f4fc6b0c466e8583b9191d0a220ccfee2465ba9f7da2580158025,2026-09-12
1197999,1000024879,Cemilhan Aslan,2008-05-07,48,0,3145773,,2832,,,,,,,,,,0.0000,0.0000,CREATE_CLEAR,No plausible Native08 DOB/name/nationality candidate and no sourced current loan,https://www.transfermarkt.de/cemilhan-aslan/profil/spieler/1197999,c8cca23fbca4d331ecc285be6e8c2cde3e84aa681434676430e754996f361722,2026-09-12
1211302,1000024880,Matteo Heremans,2006-01-08,7,0,458775,,2727,,,,,,,,,,0.0000,0.0000,CREATE_CLEAR,No plausible Native08 DOB/name/nationality candidate and no sourced current loan,https://www.transfermarkt.de/matteo-heremans/profil/spieler/1211302,992d51f9e5521fa8a0ad096d973e2ae9eb52d600a8ad4e951d93ce82ca4dd650,2026-09-12
1237999,1000024881,Samuel Obinaya,2005-08-28,49,0,786453,Обінайя Самуель Стівович,715,1322,,2027-06-30,296499,0,Samuel Obinaia,,49,786437,0.9231,0.8571,HOLD_NATIVE08_IDENTITY_CANDIDATE,Same DOB and nationality with plausible surname/full-name alias; creation prohibited pending identity adjudication,https://www.transfermarkt.de/samuel-obinaya/profil/spieler/1237999,cd866ee2530870c1f2c50fb07113fbad78453adb83db5dabd36cb9c927feb028,2026-09-12
1279984,1000024882,Lucas Herrington,2007-09-05,195,21,917532,,,,,,,,,,,,0.0000,0.0000,CREATE_CLEAR,No plausible Native08 DOB/name/nationality candidate and no sourced current loan,https://www.transfermarkt.de/lucas-herrington/profil/spieler/1279984,8941c70c68a16e7d3fd8b6cc1bf798805056b3570b2a3246a35526f1de685078,2026-09-12
1293796,1000024883,Farouck Adekami,2006-08-07,108,0,458785,Muhammed Farouck Adekami,1096,,,,,,,,,,0.0000,0.0000,CREATE_CLEAR,No plausible Native08 DOB/name/nationality candidate and no sourced current loan,https://www.transfermarkt.de/royal-antwerpen-fc/kader/verein/1096/saison_id/2026/plus/1,eb2b5eea86d19deaf123189c966bf44bae4a2d94614134be4d229233c58d37aa,2026-09-12
1294358,1000024884,Noah Santiago Lorch,2005-12-09,21,0,1376306,,,,,,,,,,,,0.0000,0.0000,CREATE_CLEAR,No plausible Native08 DOB/name/nationality candidate and no sourced current loan,https://www.transfermarkt.de/noah-santiago-lorch/profil/spieler/1294358,ae79e66b1af3c631944ba784416a794ced8f144c4d6d64967ef5abf8d577dcf6,2026-09-12
